gene_symbol,n_diseases,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,mean_actionability,is_pediatric,is_category_a,meets_ngsr,inheritance_code,panels,pathogenic_fraction,clinical_actionability,n_pathogenic,combined_actionability,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained,acmg_sf,panelapp_CHD,panelapp_COND,panelapp_DERM,panelapp_HL,panelapp_HYPOTO,panelapp_IEM,panelapp_PULM,panelapp_REN,panelapp_SEIZ,panelapp_SK,n_panelapp_panels,combined_actionability_v2
AAAS,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.64,high,50.0,0.856,8.9231e-16,0.74437,0.921,0.88677,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.856
AARS,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,"IEM, HYPOTO",,,,0.4499999999999999,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4999999999999999
AARS2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HYPOTO,0.2741935483870967,high,62.0,0.1946774193548386,1.8233e-15,0.62326,0.752,1.8985,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2446774193548386
ABAT,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,SEIZ,0.1888412017167382,high,38.0,0.1605364806866953,1.1757e-10,0.6796,0.871,0.75346,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.21053648068669528
ABCA12,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.4375,high,95.0,0.775,4.8142e-17,0.50866,0.582,2.9254,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.775
ABCA3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,PULM,0.3673469387755102,high,102.0,0.746938775510204,1.0831e-10,0.51233,0.612,1.3112,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.746938775510204
ABCA4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.6133509583608724,high,578.0,0.8453403833443489,3.4822e-43,0.69695,0.786,1.3815,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8453403833443489
ABCB11,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,BIL,0.4047619047619047,high,86.0,0.7619047619047619,9.5597e-15,0.61106,0.739,1.2052,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8119047619047619
ABCB4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,BIL,0.4574468085106383,high,76.0,0.7829787234042553,1.7893e-08,0.51004,0.623,3.5556,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8329787234042554
ABCB7,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,2.0,"AN_TH, IEM, HYPOTO",0.32,high,14.0,0.213,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.263
ABCC2,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,0.0,"BIL, SEIZ",0.4163090128755364,high,81.0,0.2865236051502146,1.5473000000000002e-45,0.86322,0.985,1.0363,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2865236051502146
ABCC6,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.7263157894736842,high,49.0,0.8905263157894736,1.2351e-33,0.7907,0.917,1.031,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8905263157894736
ABCC8,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"GLY, SEIZ, HYPOTO",0.7226666666666667,high,221.0,0.8890666666666667,9.534400000000001e-33,0.71928,0.829,2.8451,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8890666666666667
ABCC9,3,3.0,1.0,3.0,0.75,0.3083333333333333,1,1,1,1.0,"CM, COND, DERM",0.3494623655913978,high,118.0,0.5897849462365591,7.2745e-06,0.4611,0.557,7.0369,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6397849462365591
ABCD1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"BIL, IEM, SEIZ, HYPOTO",0.7071823204419889,high,88.0,0.8828729281767955,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9328729281767956
ABCD4,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"AN_TH, SEIZ",0.4444444444444444,medium,8.0,0.2627777777777778,4.0217e-10,0.61136,0.772,0.53147,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.31277777777777777
ABCG5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, AN_TH",0.4714285714285714,high,58.0,0.7885714285714286,8.1322e-20,0.9793,1.219,-1.0834,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8385714285714286
ACAD8,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,IEM,0.303030303030303,high,26.0,0.7212121212121212,6.951e-14,0.86593,1.11,0.88893,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7712121212121212
ACAD9,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, HYPOTO",0.4102564102564102,high,44.0,0.614102564102564,1.1413e-12,0.70138,0.884,0.86095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6641025641025641
ACADL,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,,0.0,low,0.0,0.0249999999999999,3.5387e-14,0.97294,1.262,0.7051,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
ACADM,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, GLY, SEIZ, HYPOTO",0.6066666666666667,high,112.0,0.8426666666666667,6.8458e-12,0.82381,1.072,0.42409,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8926666666666667
ACADS,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,0.0,"IEM, GLY, SEIZ, HYPOTO",0.4848484848484848,high,38.0,0.3139393939393939,3.5192e-06,0.62117,0.852,0.79366,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3639393939393939
ACADSB,1,3.0,0.2,1.0,0.05,0.05,1,0,0,0.0,"IEM, GLY, SEIZ, HYPOTO",0.1401869158878504,high,22.0,0.0860747663551401,7.245e-07,0.65346,0.891,-0.10091,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1360747663551401
ACADVL,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, GLY, SEIZ, HYPOTO",0.5426621160409556,high,77.0,0.8170648464163822,2.4249999999999997e-22,0.88611,1.077,0.10097,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8670648464163823
ACAT1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, GLY, SEIZ",0.4705882352941176,high,40.0,0.788235294117647,0.00031856,0.55911,0.798,1.0654,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8382352941176471
ACBD5,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,AN_TH,1.0,low,2.0,0.425,2.2882e-06,0.55784,0.734,1.6734,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.425
ACE,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.2857142857142857,high,52.0,0.5642857142857143,6.2381e-32,0.75881,0.88,-0.50314,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5642857142857143
ACO2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"IEM, HYPOTO",0.3783783783783784,high,20.0,0.2363513513513513,0.98113,0.36372,0.489,4.3358,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3863513513513513
ACOX1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.1428571428571428,high,30.0,0.5071428571428571,1.7103e-05,0.51458,0.67,3.067,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5571428571428572
ACSF3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, GLY, SEIZ",0.4328358208955223,high,19.0,0.6231343283582089,2.6576999999999998e-36,1.4267,1.715,-2.0014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.673134328358209
ACTA1,2,4.0,1.0,3.0,1.0,0.5708333333333333,1,1,1,1.0,HYPOTO,0.5285714285714286,high,38.0,0.8114285714285714,3.1036e-06,0.66695,0.931,6.0949,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8114285714285714
ACTA2,1,4.0,0.6,2.0,0.3999999999999999,0.3999999999999999,1,0,1,1.0,,0.3939393939393939,high,32.0,0.3975757575757576,0.99431,0.29103,0.472,4.6189,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6475757575757576
ACTB,2,3.0,1.0,3.0,0.75,0.3958333333333333,1,1,1,1.0,HL,0.7948717948717948,high,44.0,0.7679487179487179,1.0,0.061431,0.193,7.6921,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8679487179487179
ACTC1,4,3.0,0.6,2.0,0.3,0.1291666666666666,1,0,1,1.0,"CHD, CM, COND",0.2203856749311294,high,72.0,0.2681542699724517,0.97314,0.30154,0.511,6.3225,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4681542699724517
ACTG1,2,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HL,0.2911392405063291,high,28.0,0.5664556962025316,0.45871,0.39466,0.617,4.8895,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6164556962025316
ACTG2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,BOW,1.0,high,24.0,0.85,0.28166,0.41188,0.626,4.3554,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.85
ACTN1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,AN_TH,0.8333333333333334,high,6.0,0.7833333333333333,1.0,0.24399,0.331,5.2049,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8833333333333333
ACTN2,2,2.0,0.5,2.0,0.1333333333333333,0.0875,1,0,1,1.0,CM,0.329059829059829,high,150.0,0.2116239316239316,0.99996,0.32712,0.432,2.2746,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3116239316239316
ACTN4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,REN,0.217391304347826,high,10.0,0.6869565217391304,1.0,0.16027,0.238,5.6941,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7869565217391303
ACVR1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,CHD,0.217391304347826,high,16.0,0.6869565217391304,2.4131e-08,0.63684,0.835,2.9548,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7369565217391304
ACVR2B,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,CHD,0.0062893081761006,low,2.0,0.0275157232704402,0.99995,0.2754,0.408,3.0549,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17751572327044018
ACVRL1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"PULM, DERM",0.3428571428571428,high,48.0,0.7371428571428571,0.51066,0.39548,0.57,3.1905,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7371428571428571
ADA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.5862068965517241,high,32.0,0.8344827586206897,9.64e-15,0.92321,1.184,0.4697,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8844827586206897
ADAM17,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,BOW,0.5,low,2.0,0.225,0.10138,0.42229,0.565,2.5759,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.225
ADAMTS13,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, AN_TH, REN",0.456,high,88.0,0.7824,9.996300000000001e-30,0.78342,0.917,0.92747,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7824
ADAMTS2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,,0.2406015037593984,high,62.0,0.1812406015037593,0.0010101,0.45056,0.568,1.4864,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1812406015037593
ADAMTSL2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SK, DERM",0.2285714285714285,high,28.0,0.5414285714285714,2.271e-08,0.54273,0.679,1.0796,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5914285714285714
ADAR,2,4.0,1.0,3.0,1.0,0.875,1,1,1,0.0,"THYR, AN_TH, SEIZ, HYPOTO",0.2886597938144329,high,44.0,0.7154639175257731,0.99972,0.3458,0.449,3.4201,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.8654639175257731
ADK,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,BIL,0.16,medium,8.0,0.514,0.00021733,0.60828,0.893,1.7207,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.514
AGA,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.578125,high,38.0,0.6812499999999999,3.0493e-05,0.65144,0.938,0.11808,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.73125
AGL,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"GLY, HYPOTO",0.3862815884476534,high,77.0,0.7545126353790613,1.0329999999999999e-22,0.61813,0.72,0.87709,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8045126353790614
AGPS,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,,0.0782608695652174,high,14.0,0.1163043478260869,0.99977,0.25186,0.408,2.8043,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.2663043478260869
AGRN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.1675126903553299,high,27.0,0.5170050761421319,1.5815e-20,0.62121,0.73,-2.5712,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5170050761421319
AGT,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,REN,0.2162162162162162,high,14.0,0.1714864864864864,1.6897e-08,0.86615,1.202,0.41574,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1714864864864864
AGTR1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,REN,0.1875,high,8.0,0.16,7.219e-05,0.73309,1.113,1.3757,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.16
AGXT,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THYR, REN",0.7196078431372549,high,265.0,0.8878431372549019,2.0059e-14,0.9672,1.251,-0.48001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.937843137254902
AHI1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"REN, SEIZ",0.4423076923076923,high,110.0,0.7769230769230769,2.6598000000000003e-30,0.9042,1.069,-0.22863,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.826923076923077
AHSP,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,AN_TH,,,,0.0249999999999999,0.0027368,1.7488,1.947,-0.30055,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
AIFM1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,2.0,"HL, IEM, HYPOTO",0.5135135135135135,high,14.0,0.6554054054054054,,,,,,,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.7054054054054054
AIP,1,4.0,0.6,2.0,0.3999999999999999,0.3999999999999999,1,0,1,1.0,,0.372972972972973,high,56.0,0.3891891891891891,0.28135,0.41192,0.626,1.2835,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3891891891891891
AIRE,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.5797101449275363,high,56.0,0.8318840579710145,2.864e-16,0.92339,1.169,-1.0396,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8318840579710145
AK1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,AN_TH,1.0,high,12.0,0.485,0.0078122,0.54893,0.873,1.0139,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.485
AKAP9,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,COND,0.374015748031496,high,184.0,0.1746062992125984,1.5523999999999999e-43,0.59623,0.662,2.0527,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1746062992125984
AKR1D1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,BIL,0.1074380165289256,high,9.0,0.4929752066115702,7.4662e-09,0.84361,1.157,0.99354,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5429752066115702
AKT2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,"GLY, DERM",0.4,medium,2.0,0.185,0.99996,0.26181,0.398,3.4263,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.28500000000000003
AKT3,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,1.0,"SEIZ, DERM",0.4,high,8.0,0.245,0.99015,0.28403,0.482,4.235,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.39499999999999996
ALAS2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"AN_TH, IEM, HYPOTO",0.66,high,58.0,0.864,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.914
ALB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,THYR,0.1634615384615384,high,34.0,0.5153846153846153,0.1093,0.42348,0.577,1.0132,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5153846153846153
ALDH18A1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.4262295081967213,high,46.0,0.6204918032786885,0.00013089,0.4801,0.617,3.0998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6704918032786885
ALDH1A2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CHD,,,,0.0249999999999999,0.16502,0.41896,0.581,1.327,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
ALDH3A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SEIZ, HYPOTO, DERM",0.4393939393939394,high,44.0,0.7757575757575758,8.6514e-09,0.72696,0.972,0.98365,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8257575757575758
ALDH4A1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,SEIZ,0.2352941176470588,high,28.0,0.1791176470588235,2.0602e-11,0.70558,0.902,-0.044932,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22911764705882348
ALDH5A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SEIZ,0.2268041237113402,high,40.0,0.6907216494845361,2.1451e-07,0.63756,0.852,0.28896,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.7407216494845361
ALDOA,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HYPOTO,0.36,high,18.0,0.2289999999999999,2.3604e-05,0.59134,0.821,1.0505,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2789999999999999
ALDOB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,BIL,0.4482758620689655,high,36.0,0.7793103448275862,2.3588e-11,0.89237,1.183,-0.75151,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8293103448275863
ALG1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.6451612903225806,high,26.0,0.7080645161290322,1.6267e-25,1.154,1.419,-2.6689,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.7580645161290323
ALG11,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.3421052631578947,high,20.0,0.2218421052631578,1.5591e-06,0.65842,0.908,1.1209,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.27184210526315783
ALG12,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.3055555555555556,high,12.0,0.5722222222222222,1.4977e-09,0.73098,0.965,0.93748,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.6222222222222222
ALG2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.1538461538461538,medium,6.0,0.0865384615384615,5.5991e-12,1.048,1.408,-0.93806,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0865384615384615
ALG3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.4333333333333333,high,22.0,0.6233333333333333,1.7952e-10,0.74451,0.972,0.75767,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.6733333333333333
ALG6,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.2826086956521739,high,18.0,0.5630434782608695,2.2406e-05,0.62995,0.892,1.3207,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.6130434782608696
ALG8,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"REN, SEIZ, HYPOTO",0.4418604651162791,high,30.0,0.6267441860465116,1.8738e-10,0.70247,0.909,0.42414,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.6767441860465117
ALG9,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.0869565217391304,high,8.0,0.1197826086956521,1.3976e-12,0.67963,0.853,1.7414,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.1697826086956521
ALMS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"HL, REN, SEIZ, DERM",0.3789173789173789,high,125.0,0.7515669515669515,2.1295e-65,0.74515,0.825,-1.692,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8015669515669516
ALOX12B,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.4561403508771929,high,42.0,0.6324561403508772,3.6631e-10,0.619,0.783,1.7673,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6324561403508772
ALOXE3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.3076923076923077,high,30.0,0.573076923076923,5.0055e-23,0.85776,1.036,0.10722,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.573076923076923
ALPL,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SK, SEIZ",0.4838709677419355,high,60.0,0.7935483870967742,1.7059e-11,0.76271,0.987,1.9112,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.8435483870967743
ALS2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3444444444444444,high,54.0,0.7377777777777778,2.816e-17,0.55527,0.649,2.9747,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7377777777777778
ALX4,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.1181102362204724,high,30.0,0.4972440944881889,3.2775e-05,0.63182,0.902,-0.26237,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5472440944881889
