gene_symbol,n_diseases,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,mean_actionability,is_pediatric,is_category_a,meets_ngsr,inheritance_code,panels,pathogenic_fraction,clinical_actionability,n_pathogenic,combined_actionability,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained,acmg_sf,panelapp_CHD,panelapp_COND,panelapp_DERM,panelapp_HL,panelapp_HYPOTO,panelapp_IEM,panelapp_PULM,panelapp_REN,panelapp_SEIZ,panelapp_SK,n_panelapp_panels,combined_actionability_v2
CHD2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.5825242718446602,high,56.0,0.683009708737864,1.0,0.12381,0.174,6.0349,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.783009708737864
CHD7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, CHD, HYPOTO",0.583743842364532,high,453.0,0.8334975369458129,1.0,0.075566,0.109,3.9606,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9834975369458129
CHEK2,1,3.0,0.2,1.0,0.05,0.05,0,0,0,1.0,,0.3814345991561181,high,318.0,0.1825738396624472,2.847e-14,1.0673,1.399,-0.016674,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1825738396624472
CHKB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.6666666666666666,high,24.0,0.7166666666666666,5.1371e-13,0.7937,1.015,-0.14666,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7166666666666666
CHM,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,,0.7777777777777778,high,41.0,0.9111111111111112,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9111111111111112
CHRM2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CM,0.125,low,2.0,0.075,0.92288,0.30735,0.555,2.3314,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.175
CHRNA1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.5625,high,64.0,0.6749999999999999,5.0496e-09,0.71131,0.943,1.6855,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6749999999999999
CHRNA2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,1.0,SEIZ,0.2553191489361702,high,72.0,0.187127659574468,1.7932e-12,0.9118,1.195,0.89981,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.187127659574468
CHRNB1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HYPOTO,0.3052631578947368,high,29.0,0.2071052631578947,1.0067e-13,0.82065,1.047,1.2258,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2071052631578947
CHRND,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.3580246913580246,high,56.0,0.5932098765432098,4.9651e-09,0.65125,0.848,1.0189,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5932098765432098
CHRNE,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.4049586776859504,high,74.0,0.7619834710743801,8.8183e-22,1.047,1.298,-1.4499,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7619834710743801
CHRNG,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.484375,high,54.0,0.6437499999999999,4.4206e-25,1.0524,1.286,0.9905,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6437499999999999
CHST3,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SK, HYPOTO",0.1842105263157894,high,26.0,0.1586842105263157,4.1464e-06,0.77003,1.119,-0.98194,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2086842105263157
CHSY1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SK, HYPOTO",0.4848484848484848,high,16.0,0.2789393939393939,1.0,0.22445,0.357,0.87685,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4289393939393939
CIRH1A,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,,,,,0.0849999999999999,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0849999999999999
CISD2,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"HL, IEM, HYPOTO",0.7142857142857143,medium,5.0,0.3707142857142858,0.97014,0.092198,0.437,1.3254,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5207142857142858
CITED2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,CHD,0.2,low,1.0,0.105,0.89808,0.18683,0.588,-1.0202,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.105
CLCN1,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,1.0,HYPOTO,0.5684210526315789,high,76.0,0.3473684210526315,9.682999999999999e-28,0.86443,1.026,0.96457,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3473684210526315
CLCN5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"REN, SK",0.54,high,48.0,0.8160000000000001,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.8660000000000001
CLCN7,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,1.0,"AN_TH, SK, SEIZ",0.2929292929292929,high,56.0,0.2371717171717171,1.2342e-12,0.65836,0.821,0.89844,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2871717171717171
CLDN1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"BIL, DERM",0.25,medium,6.0,0.185,0.021176,0.51634,0.837,0.78688,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.185
CLDN14,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.4634146341463415,high,34.0,0.6353658536585366,0.028763,0.86117,1.745,0.80695,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6853658536585366
CLDN19,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.0769230769230769,medium,4.0,0.4807692307692307,4.1664e-06,0.84565,1.254,0.62566,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4807692307692307
CLMP,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,BOW,0.7142857142857143,high,8.0,0.3707142857142858,3.1884e-05,0.57417,0.792,1.1001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3707142857142858
CLN3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5496688741721855,high,98.0,0.8198675496688742,5.3225e-14,0.80556,1.022,0.97718,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8198675496688742
CLN5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5555555555555556,high,81.0,0.8222222222222222,3.9441e-10,0.88713,1.197,0.27528,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8222222222222222
CLN6,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.4036697247706422,high,74.0,0.7614678899082569,8.7664e-06,0.70472,1.015,0.55889,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7614678899082569
CLN8,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.49375,high,47.0,0.6475,1.9452e-06,0.81387,1.183,-0.59713,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6475
CLPP,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HL,0.25,medium,6.0,0.185,0.0061632,0.57762,0.936,0.12828,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.235
CLRN1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.4736842105263157,high,36.0,0.6394736842105262,8.5957e-05,0.75853,1.168,-0.36895,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6894736842105262
CNGB3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3548387096774194,high,60.0,0.7419354838709677,8.5316e-20,0.85154,1.044,-0.15051,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7419354838709677
CNTNAP2,1,2.0,0.4,1.0,0.0666666666666666,0.0666666666666666,1,0,0,5.0,SEIZ,0.2641025641025641,high,193.0,0.1456410256410256,1.9949e-18,0.60998,0.721,0.26666,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1456410256410256
COCH,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HL,0.3695652173913043,high,30.0,0.5978260869565217,5.7486e-09,0.68074,0.896,1.3663,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6478260869565218
COG4,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.1864406779661017,high,7.0,0.0995762711864406,1.9463e-13,0.65147,0.805,-0.0047756,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0995762711864406
COG5,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.2575757575757575,high,34.0,0.188030303030303,4.6848e-17,0.82625,1.026,-0.53705,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.188030303030303
COG7,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.5,high,46.0,0.285,2.562e-05,0.50323,0.651,1.302,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.285
COL11A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, SK",0.3954802259887006,high,136.0,0.7581920903954802,1.0,0.27649,0.349,1.0145,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9081920903954802
COL11A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, IEM, SK, DERM",0.4948979591836734,high,184.0,0.7979591836734694,0.00022512,0.43044,0.503,3.4045,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8479591836734695
COL17A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.3275862068965517,high,70.0,0.7310344827586207,2.3058e-48,0.80302,0.909,0.79988,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7310344827586207
COL1A1,2,4.0,1.0,3.0,1.0,0.575,1,1,1,1.0,"SK, HYPOTO, DERM",0.652,high,248.0,0.8608,1.0,0.1101,0.159,5.7881,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
COL1A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"SK, DERM",0.5683890577507599,high,151.0,0.827355623100304,1.0,0.26262,0.339,3.5486,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.977355623100304
COL2A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, IEM, SK, DERM",0.6293103448275862,high,246.0,0.8517241379310345,1.0,0.13204,0.183,5.3873,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
COL3A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.7784615384615384,high,749.0,0.9113846153846152,1.0,0.22418,0.291,4.6137,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
COL4A3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, REN",0.3642857142857142,high,88.0,0.7457142857142857,2.7708999999999997e-21,0.60759,0.709,2.4627,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7457142857142857
COL4A4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"HL, REN",0.2352941176470588,high,70.0,0.6941176470588235,3.9265e-10,0.50759,0.607,2.2347,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6941176470588235
COL4A5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,"HL, REN",0.8571428571428571,high,302.0,0.9428571428571428,,,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9928571428571429
COL5A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.3954410307234886,high,381.0,0.7581764122893955,1.0,0.057935,0.089,4.1992,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9081764122893955
COL5A2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,DERM,0.3265306122448979,high,158.0,0.5806122448979592,1.0,0.062529,0.106,3.3665,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7306122448979592
COL6A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5277044854881267,high,374.0,0.8110817941952506,4.5705e-14,0.58599,0.706,0.3978,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8110817941952506
COL6A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5565714285714286,high,443.0,0.8226285714285715,5.0534e-23,0.7513,0.895,-0.91252,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8226285714285715
COL6A3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5505011565150347,high,686.0,0.8202004626060139,2.2106e-13,0.48959,0.564,2.1118,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8202004626060139
COL7A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.6649484536082474,high,222.0,0.865979381443299,1.4204e-56,0.62669,0.69,4.0644,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.865979381443299
COL9A1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"HL, SK, DERM",0.2051282051282051,high,32.0,0.167051282051282,6.4083e-24,0.74909,0.889,0.12097,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.217051282051282
COL9A2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"HL, SK, DERM",0.2421052631578947,high,46.0,0.1218421052631578,3.1387e-14,0.66369,0.817,0.15536,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1718421052631578
COLQ,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.2392638036809816,high,37.0,0.6957055214723926,6.171e-12,0.70906,0.902,-0.16893,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6957055214723926
COQ2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,"IEM, REN, SEIZ, HYPOTO",0.2619047619047619,high,18.0,0.1297619047619047,0.00017758,0.6795,1.032,-1.2344,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1297619047619047
COQ6,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,"IEM, REN, HYPOTO",0.2272727272727272,high,10.0,0.1759090909090908,2.5926e-11,0.75157,0.972,0.9797,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1759090909090908
COX4I2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,AN_TH,0.0,low,0.0,0.0249999999999999,5.3139e-05,0.71925,1.079,0.22645,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
CP,1,4.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0,0,1,0.0,,0.4590163934426229,high,104.0,0.5836065573770491,4.9953e-07,0.50269,0.624,1.607,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5836065573770491
CPOX,1,4.0,0.6,1.0,0.1999999999999999,0.1999999999999999,1,0,0,1.0,SEIZ,0.217391304347826,high,28.0,0.2069565217391303,0.00050093,0.55558,0.8,0.24182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2069565217391303
CPS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"CHD, IEM",0.3670212765957447,high,61.0,0.7468085106382979,1.7622e-19,0.644,0.764,1.7456,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7468085106382979
CPT1A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"COND, IEM, GLY, SEIZ",0.4736842105263157,high,42.0,0.7894736842105263,2.7892e-09,0.56621,0.709,3.0969,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7894736842105263
CPT2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, COND, IEM, GLY, SEIZ, HYPOTO",0.5639097744360902,high,41.0,0.825563909774436,1.9677e-09,0.77594,1.038,0.75528,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.825563909774436
CPZ,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,,0.0,low,0.0,0.0249999999999999,4.5575e-51,1.7883,1.966,-6.6902,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0249999999999999
CR2,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,REN,1.0,medium,6.0,0.425,1.8413e-20,0.72556,0.871,1.5057,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.425
CREBBP,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,SEIZ,0.6055776892430279,high,244.0,0.8422310756972111,1.0,0.067005,0.101,4.7763,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9422310756972111
CRELD1,1,2.0,0.15,1.0,0.0249999999999999,0.0249999999999999,1,0,0,1.0,CHD,0.1333333333333333,medium,4.0,0.0683333333333333,7.6352e-10,0.68179,0.885,0.96935,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0683333333333333
CRLF1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.6875,high,20.0,0.875,8.3681e-10,0.78527,1.045,0.52571,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.875
CRTAP,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SK,0.15,high,26.0,0.51,7.1791e-11,0.93109,1.251,-2.2798,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.51
CRYAB,2,3.0,1.0,3.0,0.75,0.4416666666666666,1,1,1,1.0,"CM, HYPOTO",0.4155844155844156,high,30.0,0.6162337662337662,0.005468,0.67611,1.18,1.1939,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6162337662337662
CSF1R,1,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,1.0,"SEIZ, HYPOTO",0.25,high,54.0,0.3,0.97537,0.37493,0.485,2.4273,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4
CSF2RA,1,3.0,1.0,3.0,0.75,0.75,1,1,1,2.0,PULM,0.1111111111111111,medium,9.0,0.4944444444444444,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4944444444444444
CSF2RB,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,0.0,PULM,0.0588235294117647,low,2.0,0.0485294117647058,0.9326,0.36841,0.511,0.88803,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1485294117647058
CSRP3,2,2.0,0.5,2.0,0.1333333333333333,0.0875,1,0,1,1.0,CM,0.2597402597402597,high,38.0,0.1838961038961039,1.039e-07,0.91541,1.307,0.46588,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1838961038961039
CSTA,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,DERM,1.0,medium,6.0,0.485,0.12232,0.53405,1.219,-0.20959,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.485
CSTB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.46875,high,18.0,0.6375,0.0029059,0.93664,1.681,-0.24896,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6375
CTC1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"AN_TH, DERM",0.1964285714285714,high,38.0,0.5285714285714285,4.0781e-18,0.64862,0.776,1.0969,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5285714285714285
CTDP1,1,2.0,0.85,1.0,0.1416666666666666,0.1416666666666666,1,0,0,0.0,HYPOTO,0.1379310344827586,medium,4.0,0.1401724137931034,2.7597e-05,0.50233,0.65,0.82764,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1401724137931034
CTF1,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,0,0,0,-1.0,CM,0.1923076923076923,high,10.0,0.1019230769230769,1.6729e-06,1.7936,1.959,-2.2418,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1019230769230769
CTNS,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THYR, IEM, REN",0.2724550898203592,high,69.0,0.7089820359281437,0.0010072,0.52819,0.754,0.64366,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7089820359281437
CTSD,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.2772727272727273,high,57.0,0.5609090909090909,1.4812e-06,0.64587,0.886,1.2419,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5609090909090909
CTSK,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SK",0.5,high,16.0,0.8,0.0068816,0.50446,0.748,2.1653,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8
CUBN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"AN_TH, REN",0.3068181818181818,high,112.0,0.5727272727272728,1.0686e-57,0.68288,0.756,1.0005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5727272727272728
CUL7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SK,0.3951612903225806,high,88.0,0.7580645161290323,1.197e-11,0.52082,0.62,2.9059,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7580645161290323
CYBA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BOW, AN_TH, REN",0.5510204081632653,high,17.0,0.8204081632653061,2.5895e-10,1.2425,1.726,-2.4309,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8704081632653061
CYBB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"BOW, AN_TH",0.5567010309278351,high,94.0,0.822680412371134,,,,,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.872680412371134
CYCS,1,1.0,0.5,1.0,0.0416666666666666,0.0416666666666666,1,0,0,1.0,AN_TH,0.1875,medium,4.0,0.1,0.97708,0.0,0.335,1.3753,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2
CYP11A1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,,0.64,high,22.0,0.706,0.00033079,0.51214,0.698,1.8931,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.706
CYP11B1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3896713615023474,high,57.0,0.755868544600939,2.9594e-08,0.69012,0.923,-0.26072,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.755868544600939
CYP21A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,GLY,0.45,high,57.0,0.78,8.7239e-06,0.64715,0.91,1.8091,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.78
CYP27A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, SEIZ, HYPOTO",0.6902654867256637,high,130.0,0.8761061946902655,1.9163e-15,0.82672,1.039,0.10597,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8761061946902655
