disease_id,disease_name,source
OMIM:218350,Craniofacial dyssynostosis with short stature,HPO_root
OMIM:620444,Craniofacial microsomia 2,HPO_root
ORPHA:1529,Craniofacial-deafness-hand syndrome,HPO_root
OMIM:122880,Craniofacial-deafness-hand syndrome,HPO_root
OMIM:621192,Craniofaciocardiohepatic syndrome,HPO_root
ORPHA:363705,Craniofaciofrontodigital syndrome,HPO_root
OMIM:300712,Craniofacioskeletal syndrome,HPO_root
ORPHA:1520,Craniofrontonasal dysplasia,HPO_root
ORPHA:1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,HPO_root
OMIM:304110,Craniofrontonasal syndrome,HPO_root
OMIM:607812,Craniolenticulosutural dysplasia,HPO_root
ORPHA:50814,Craniolenticulosutural dysplasia,HPO_root
OMIM:269300,Craniometadiaphyseal dysplasia,HPO_root
ORPHA:85184,"Craniometadiaphyseal dysplasia, wormian bone type",HPO_root
OMIM:620558,Craniometadiaphyseal osteosclerosis with hip dysplasia,HPO_root
ORPHA:1522,Craniometaphyseal dysplasia,HPO_root
OMIM:123000,Craniometaphyseal dysplasia,HPO_root
OMIM:218400,"Craniometaphyseal dysplasia, autosomal recessive",HPO_root
ORPHA:54595,Craniopharyngioma,HPO_root
ORPHA:63260,Craniorachischisis,HPO_root
OMIM:123100,Craniosynostosis 1,HPO_root
OMIM:604757,Craniosynostosis 2,HPO_root
OMIM:615314,Craniosynostosis 3,HPO_root
OMIM:600775,Craniosynostosis 4,HPO_root
OMIM:615529,"Craniosynostosis 5, susceptibility to",HPO_root
OMIM:616602,Craniosynostosis 6,HPO_root
OMIM:617439,Craniosynostosis 7,HPO_root
OMIM:614188,Craniosynostosis and dental anomalies,HPO_root
OMIM:218550,Craniosynostosis with fibular aplasia,HPO_root
OMIM:614416,Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies,HPO_root
OMIM:600593,"Craniosynostosis, Adelaide type",HPO_root
ORPHA:2145,"Craniosynostosis, Herrmann-Opitz type",HPO_root
ORPHA:1527,"Craniosynostosis, Philadelphia type",HPO_root
OMIM:123155,"Craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus",HPO_root
ORPHA:1538,Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome,HPO_root
ORPHA:85199,Craniosynostosis-anal anomalies-porokeratosis syndrome,HPO_root
ORPHA:171839,Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome,HPO_root
ORPHA:1528,Craniotelencephalic dysplasia,HPO_root
OMIM:619727,"Craniotubular dysplasia, Ikegawa type",HPO_root
OMIM:123320,"Creatine phosphokinase, elevated serum",HPO_root
OMIM:606851,Cree impaired intellectual development syndrome,HPO_root
OMIM:123400,Creutzfeldt-Jakob disease,HPO_root
OMIM:123450,Cri-Du-Chat syndrome,HPO_root
ORPHA:205,Crigler-Najjar syndrome,HPO_root
ORPHA:79234,Crigler-Najjar syndrome type 1,HPO_root
ORPHA:79235,Crigler-Najjar syndrome type 2,HPO_root
OMIM:218800,"Crigler-Najjar syndrome, type I",HPO_root
OMIM:606785,"Crigler-Najjar syndrome, type II",HPO_root
ORPHA:99827,Crimean-Congo hemorrhagic fever,HPO_root
ORPHA:1545,Crisponi syndrome,HPO_root
OMIM:272430,Crisponi/cold-induced sweating syndrome 1,HPO_root
ORPHA:1461,Criss-cross heart,HPO_root
OMIM:218900,Crome syndrome,HPO_root
ORPHA:2930,Cronkhite-Canada syndrome,HPO_root
ORPHA:2935,Crossed polysyndactyly,HPO_root
ORPHA:207,Crouzon syndrome,HPO_root
OMIM:123500,Crouzon syndrome,HPO_root
OMIM:612247,Crouzon syndrome with acanthosis nigricans,HPO_root
ORPHA:93262,Crouzon syndrome-acanthosis nigricans syndrome,HPO_root
OMIM:123540,"Cryofibrinogenemia, familial primary",HPO_root
OMIM:123550,"Cryoglobulinemia, familial mixed",HPO_root
ORPHA:91138,Cryoglobulinemic vasculitis,HPO_root
OMIM:185020,Cryohydrocytosis,HPO_root
ORPHA:1546,Cryptococcosis,HPO_root
ORPHA:1302,Cryptogenic organizing pneumonia,HPO_root
ORPHA:1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome,HPO_root
OMIM:123570,"Cryptophthalmos, unilateral or bilateral, isolated",HPO_root
OMIM:219050,"Cryptorchidism, unilateral or bilateral",HPO_root
ORPHA:1548,Cryptorchidism-arachnodactyly-intellectual disability syndrome,HPO_root
OMIM:123557,"Cryptotia, familial",HPO_root
OMIM:300471,Cubitus valgus with impaired intellectual development and unusual facies,HPO_root
OMIM:615849,Culler-Jones syndrome,HPO_root
ORPHA:1552,Currarino syndrome,HPO_root
OMIM:176450,Currarino syndrome,HPO_root
ORPHA:1553,Curry-Jones syndrome,HPO_root
OMIM:601707,Curry-Jones syndrome,HPO_root
OMIM:219070,Curved nail of fourth toe,HPO_root
ORPHA:96253,Cushing disease,HPO_root
ORPHA:189427,Cushing syndrome due to bilateral macronodular adrenocortical disease,HPO_root
ORPHA:99889,Cushing syndrome due to ectopic ACTH secretion,HPO_root
ORPHA:280779,Cutaneous collagenous vasculopathy,HPO_root
ORPHA:79455,Cutaneous mastocytoma,HPO_root
OMIM:248910,"Cutaneous mastocytosis, conductive hearing loss, and microtia",HPO_root
ORPHA:2135,Cutaneous mastocytosis-deafness-microtia syndrome,HPO_root
ORPHA:79140,Cutaneous neuroendocrine carcinoma,HPO_root
OMIM:219095,"Cutaneous photosensitivity and colitis, lethal",HPO_root
ORPHA:889,Cutaneous small vessel vasculitis,HPO_root
OMIM:614564,"Cutaneous telangiectasia and cancer syndrome, familial",HPO_root
ORPHA:1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome,HPO_root
OMIM:123700,"Cutis laxa, autosomal dominant 1",HPO_root
OMIM:614434,"Cutis laxa, autosomal dominant 2",HPO_root
OMIM:616603,"Cutis laxa, autosomal dominant 3",HPO_root
OMIM:219100,"Cutis laxa, autosomal recessive, type IA",HPO_root
OMIM:614437,"Cutis laxa, autosomal recessive, type IB",HPO_root
OMIM:613177,"Cutis laxa, autosomal recessive, type IC",HPO_root
OMIM:620780,"Cutis laxa, autosomal recessive, type ID",HPO_root
OMIM:219200,"Cutis laxa, autosomal recessive, type IIA",HPO_root
OMIM:612940,"Cutis laxa, autosomal recessive, type IIB",HPO_root
OMIM:617402,"Cutis laxa, autosomal recessive, type IIC",HPO_root
OMIM:617403,"Cutis laxa, autosomal recessive, type IID",HPO_root
OMIM:619451,"Cutis laxa, autosomal recessive, type IIE",HPO_root
OMIM:219150,"Cutis laxa, autosomal recessive, type IIIA",HPO_root
OMIM:614438,"Cutis laxa, autosomal recessive, type IIIB",HPO_root
OMIM:614100,"Cutis laxa, neonatal, with marfanoid phenotype",HPO_root
ORPHA:171719,Cutis laxa-Marfanoid syndrome,HPO_root
ORPHA:1556,Cutis marmorata telangiectatica congenita,HPO_root
OMIM:219250,Cutis marmorata telangiectatica congenita,HPO_root
OMIM:219300,Cutis verticis gyrata and mental deficiency,HPO_root
ORPHA:306692,Cyanide-induced parkinsonism-dystonia,HPO_root
OMIM:613977,"Cyanosis, transient neonatal",HPO_root
ORPHA:2686,Cyclic neutropenia,HPO_root
OMIM:162800,Cyclic neutropenia,HPO_root
OMIM:500007,Cyclic vomiting syndrome,HPO_root
OMIM:132700,"Cylindromatosis, familial",HPO_root
ORPHA:212,Cystathioninuria,HPO_root
OMIM:219550,Cysteine peptiduria,HPO_root
OMIM:123880,"Cystic angiomatosis of bone, diffuse",HPO_root
OMIM:219600,Cystic disease of lung,HPO_root
ORPHA:400,Cystic echinococcosis,HPO_root
ORPHA:586,Cystic fibrosis,HPO_root
OMIM:219700,Cystic fibrosis,HPO_root
OMIM:603855,"Cystic fibrosis, modifier of, 1",HPO_root
ORPHA:2575,Cystic fibrosis-gastritis-megaloblastic anemia syndrome,HPO_root
ORPHA:2111,Cystic hamartoma of lung and kidney,HPO_root
ORPHA:1560,Cysticercosis,HPO_root
ORPHA:213,Cystinosis,HPO_root
OMIM:219750,"Cystinosis, adult nonnephropathic",HPO_root
OMIM:219900,"Cystinosis, late-onset juvenile or adolescent nephropathic",HPO_root
OMIM:219800,"Cystinosis, nephropathic",HPO_root
ORPHA:214,Cystinuria,HPO_root
OMIM:220100,Cystinuria,HPO_root
OMIM:124060,"Cytochrome P450, subfamily I, polypeptide 2",HPO_root
ORPHA:137698,Cytomegalovirus disease in patients with impaired cell mediated immunity deemed at risk,HPO_root
OMIM:609162,"Czech dysplasia, Metatarsal type",HPO_root
ORPHA:2437,Czeizel-Losonci syndrome,HPO_root
OMIM:600721,D-2-Hydroxyglutaric aciduria 1,HPO_root
ORPHA:79315,D-2-hydroxyglutaric aciduria,HPO_root
OMIM:613657,D-2-hydroxyglutaric aciduria 2,HPO_root
OMIM:261515,D-bifunctional protein deficiency,HPO_root
OMIM:220120,D-glyceric aciduria,HPO_root
ORPHA:941,D-glyceric aciduria,HPO_root
OMIM:245450,D-lactic aciduria with susceptibility to gout,HPO_root
ORPHA:300536,DDOST-CDG,HPO_root
OMIM:400043,"DEAFNESS, Y-LINKED 1",HPO_root
OMIM:400047,"DEAFNESS, Y-LINKED 2",HPO_root
OMIM:125260,"DEFECTIVE INTERFERING PARTICLE INDUCTION, CONTROL OF",HPO_root
OMIM:619488,DEGCAGS syndrome,HPO_root
ORPHA:79134,DEND syndrome,HPO_root
OMIM:125550,DERMAL RIDGES-OFF-THE-END,HPO_root
OMIM:125570,DERMATOGLYPHICS--ARCH ON ANY DIGIT,HPO_root
OMIM:125590,DERMATOGLYPHICS--FINGERPRINT PATTERN,HPO_root
OMIM:221780,DERMATOGLYPHICS--HYPOTHENAR RADIAL ARCH,HPO_root
OMIM:221760,"DERMATOGLYPHICS--PALMAR TRIRADIUS D, ABSENCE OF",HPO_root
OMIM:221790,DERMATOLEUKODYSTROPHY,HPO_root
OMIM:125640,DERMOODONTODYSPLASIA,HPO_root
OMIM:222350,DIAMINOPENTANURIA,HPO_root
ORPHA:494444,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome,HPO_root
OMIM:222500,DIASTEMATOMYELIA,HPO_root
OMIM:126100,"DIMPLES, FACIAL",HPO_root
OMIM:126300,DISTICHIASIS,HPO_root
ORPHA:91131,DK1-CDG,HPO_root
ORPHA:352470,DNA2-related mitochondrial DNA deletion syndrome,HPO_root
ORPHA:34516,DNAJB6-related limb-girdle muscular dystrophy D1,HPO_root
ORPHA:330050,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,HPO_root
ORPHA:79500,DOORS syndrome,HPO_root
ORPHA:86309,DPAGT1-CDG,HPO_root
ORPHA:79322,DPM1-CDG,HPO_root
ORPHA:263494,DPM3-CDG,HPO_root
OMIM:237500,DUBIN-JOHNSON syndrome,HPO_root
OMIM:126840,DUODENAL ULCER DUE TO ANTRAL G-CELL HYPERFUNCTION,HPO_root
ORPHA:464306,DYRK1A-related intellectual disability syndrome,HPO_root
ORPHA:268261,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion,HPO_root
OMIM:224300,DYSOSTEOSCLEROSIS,HPO_root
OMIM:128000,DYSTELEPHALANGY,HPO_root
ORPHA:1563,Dahlberg-Borer-Newcomer syndrome,HPO_root
OMIM:609222,"Dandy-Walker malformation with occipital cephalocele, autosomal dominant",HPO_root
OMIM:220220,Dandy-Walker malformation with postaxial polydactyly,HPO_root
ORPHA:1566,Dandy-Walker malformation-postaxial polydactyly syndrome,HPO_root
OMIM:220200,Dandy-Walker syndrome,HPO_root
OMIM:300257,Danon disease,HPO_root
ORPHA:34587,Danon disease,HPO_root
OMIM:124100,Danubian endemic familial nephropathy,HPO_root
ORPHA:218,Darier disease,HPO_root
OMIM:124200,Darier-White disease,HPO_root
OMIM:124300,Darwinian point of pinna,HPO_root
ORPHA:2962,De Barsy syndrome,HPO_root
OMIM:278800,De Sanctis-Cacchione syndrome,HPO_root
ORPHA:3214,"Deaf blind hypopigmentation syndrome, Yemenite type",HPO_root
OMIM:221200,Deafness and myopia,HPO_root
OMIM:125050,Deafness with anhidrotic ectodermal dysplasia,HPO_root
ORPHA:90024,"Deafness with labyrinthine aplasia, microtia, and microdontia",HPO_root
OMIM:304500,"Deafness, X-linked 1",HPO_root
OMIM:304400,"Deafness, X-linked 2",HPO_root
OMIM:300030,"Deafness, X-linked 3",HPO_root
OMIM:300066,"Deafness, X-linked 4",HPO_root
OMIM:300614,"Deafness, X-linked 5",HPO_root
OMIM:300914,"Deafness, X-linked 6",HPO_root
OMIM:301018,"Deafness, X-linked 7",HPO_root
OMIM:580000,"Deafness, aminoglycoside-induced",HPO_root
OMIM:124900,"Deafness, autosomal dominant 1",HPO_root
OMIM:602459,"Deafness, autosomal dominant 15",HPO_root
OMIM:603964,"Deafness, autosomal dominant 16",HPO_root
OMIM:606012,"Deafness, autosomal dominant 18",HPO_root
OMIM:604717,"Deafness, autosomal dominant 20",HPO_root
OMIM:607017,"Deafness, autosomal dominant 21",HPO_root
OMIM:606346,"Deafness, autosomal dominant 22",HPO_root
OMIM:605192,"Deafness, autosomal dominant 23",HPO_root
OMIM:606282,"Deafness, autosomal dominant 24",HPO_root
OMIM:605583,"Deafness, autosomal dominant 25",HPO_root
OMIM:612431,"Deafness, autosomal dominant 27",HPO_root
OMIM:612644,"Deafness, autosomal dominant 2B",HPO_root
OMIM:606451,"Deafness, autosomal dominant 30",HPO_root
OMIM:608645,"Deafness, autosomal dominant 31",HPO_root
OMIM:614211,"Deafness, autosomal dominant 33",HPO_root
OMIM:617772,"Deafness, autosomal dominant 34, with or without inflammation",HPO_root
OMIM:606705,"Deafness, autosomal dominant 36",HPO_root
OMIM:618533,"Deafness, autosomal dominant 37",HPO_root
OMIM:605594,"Deafness, autosomal dominant 39, with dentinogenesis imperfecta 1",HPO_root
OMIM:612643,"Deafness, autosomal dominant 3B",HPO_root
OMIM:616357,"Deafness, autosomal dominant 40",HPO_root
OMIM:608224,"Deafness, autosomal dominant 41",HPO_root
OMIM:608394,"Deafness, autosomal dominant 43",HPO_root
OMIM:607453,"Deafness, autosomal dominant 44",HPO_root
OMIM:608652,"Deafness, autosomal dominant 47",HPO_root
OMIM:607841,"Deafness, autosomal dominant 48",HPO_root
OMIM:614614,"Deafness, autosomal dominant 4B",HPO_root
OMIM:613074,"Deafness, autosomal dominant 50",HPO_root
OMIM:613558,"Deafness, autosomal dominant 51",HPO_root
OMIM:609965,"Deafness, autosomal dominant 53",HPO_root
OMIM:615649,"Deafness, autosomal dominant 54",HPO_root
OMIM:615629,"Deafness, autosomal dominant 56",HPO_root
OMIM:615654,"Deafness, autosomal dominant 58",HPO_root
OMIM:612642,"Deafness, autosomal dominant 59",HPO_root
OMIM:600965,"Deafness, autosomal dominant 6",HPO_root
OMIM:614152,"Deafness, autosomal dominant 64",HPO_root
OMIM:616044,"Deafness, autosomal dominant 65",HPO_root
OMIM:616969,"Deafness, autosomal dominant 66",HPO_root
OMIM:616340,"Deafness, autosomal dominant 67",HPO_root
OMIM:616707,"Deafness, autosomal dominant 68",HPO_root
OMIM:616697,"Deafness, autosomal dominant 69",HPO_root
OMIM:616968,"Deafness, autosomal dominant 70",HPO_root
OMIM:617605,"Deafness, autosomal dominant 71",HPO_root
OMIM:617606,"Deafness, autosomal dominant 72",HPO_root
OMIM:617663,"Deafness, autosomal dominant 73",HPO_root
OMIM:618140,"Deafness, autosomal dominant 74",HPO_root
OMIM:618778,"Deafness, autosomal dominant 75",HPO_root
OMIM:618787,"Deafness, autosomal dominant 76",HPO_root
OMIM:618915,"Deafness, autosomal dominant 77",HPO_root
OMIM:619081,"Deafness, autosomal dominant 78",HPO_root
OMIM:619086,"Deafness, autosomal dominant 79",HPO_root
OMIM:619274,"Deafness, autosomal dominant 80",HPO_root
OMIM:619500,"Deafness, autosomal dominant 81",HPO_root
OMIM:619804,"Deafness, autosomal dominant 82",HPO_root
OMIM:619808,"Deafness, autosomal dominant 83",HPO_root
OMIM:619810,"Deafness, autosomal dominant 84",HPO_root
OMIM:620227,"Deafness, autosomal dominant 85",HPO_root
OMIM:620280,"Deafness, autosomal dominant 86",HPO_root
OMIM:620281,"Deafness, autosomal dominant 87",HPO_root
OMIM:620283,"Deafness, autosomal dominant 88",HPO_root
OMIM:620284,"Deafness, autosomal dominant 89",HPO_root
OMIM:601369,"Deafness, autosomal dominant 9",HPO_root
OMIM:601316,"Deafness, autosomal dominant nonsyndromic sensorineural 10",HPO_root
OMIM:601317,"Deafness, autosomal dominant nonsyndromic sensorineural 11",HPO_root
OMIM:601543,"Deafness, autosomal dominant nonsyndromic sensorineural 12",HPO_root
OMIM:601868,"Deafness, autosomal dominant nonsyndromic sensorineural 13",HPO_root
OMIM:603622,"Deafness, autosomal dominant nonsyndromic sensorineural 17",HPO_root
OMIM:600101,"Deafness, autosomal dominant nonsyndromic sensorineural 2",HPO_root
OMIM:608641,"Deafness, autosomal dominant nonsyndromic sensorineural 28",HPO_root
OMIM:601544,"Deafness, autosomal dominant nonsyndromic sensorineural 3",HPO_root
OMIM:600652,"Deafness, autosomal dominant nonsyndromic sensorineural 4",HPO_root
OMIM:608372,"Deafness, autosomal dominant nonsyndromic sensorineural 49",HPO_root
OMIM:600994,"Deafness, autosomal dominant nonsyndromic sensorineural 5",HPO_root
OMIM:601412,"Deafness, autosomal dominant nonsyndromic sensorineural 7",HPO_root
OMIM:618422,"Deafness, autosomal recessive 100",HPO_root
OMIM:615837,"Deafness, autosomal recessive 101",HPO_root
OMIM:615974,"Deafness, autosomal recessive 102",HPO_root
OMIM:616042,"Deafness, autosomal recessive 103",HPO_root
OMIM:616515,"Deafness, autosomal recessive 104",HPO_root
OMIM:617637,"Deafness, autosomal recessive 106",HPO_root
OMIM:617639,"Deafness, autosomal recessive 107",HPO_root
OMIM:617654,"Deafness, autosomal recessive 108",HPO_root
OMIM:618013,"Deafness, autosomal recessive 109",HPO_root
OMIM:618094,"Deafness, autosomal recessive 110",HPO_root
OMIM:618145,"Deafness, autosomal recessive 111",HPO_root
OMIM:618257,"Deafness, autosomal recessive 112",HPO_root
OMIM:618410,"Deafness, autosomal recessive 113",HPO_root
OMIM:618456,"Deafness, autosomal recessive 114",HPO_root
OMIM:618457,"Deafness, autosomal recessive 115",HPO_root
OMIM:619093,"Deafness, autosomal recessive 116",HPO_root
OMIM:619174,"Deafness, autosomal recessive 117",HPO_root
OMIM:619553,"Deafness, autosomal recessive 118, with cochlear aplasia",HPO_root
OMIM:619615,"Deafness, autosomal recessive 119",HPO_root
OMIM:601386,"Deafness, autosomal recessive 12",HPO_root
OMIM:620238,"Deafness, autosomal recessive 120",HPO_root
OMIM:620551,"Deafness, autosomal recessive 121",HPO_root
OMIM:620714,"Deafness, autosomal recessive 122",HPO_root
OMIM:620745,"Deafness, autosomal recessive 123",HPO_root
OMIM:620794,"Deafness, autosomal recessive 124",HPO_root
OMIM:620877,"Deafness, autosomal recessive 125",HPO_root
OMIM:603098,"Deafness, autosomal recessive 13",HPO_root
OMIM:603678,"Deafness, autosomal recessive 14",HPO_root
OMIM:601869,"Deafness, autosomal recessive 15",HPO_root
OMIM:603720,"Deafness, autosomal recessive 16",HPO_root
OMIM:603010,"Deafness, autosomal recessive 17",HPO_root
OMIM:614945,"Deafness, autosomal recessive 18B",HPO_root
OMIM:220290,"Deafness, autosomal recessive 1A",HPO_root
OMIM:612645,"Deafness, autosomal recessive 1B",HPO_root
OMIM:604060,"Deafness, autosomal recessive 20",HPO_root
OMIM:603629,"Deafness, autosomal recessive 21",HPO_root
OMIM:607039,"Deafness, autosomal recessive 22",HPO_root
OMIM:609533,"Deafness, autosomal recessive 23",HPO_root
OMIM:613285,"Deafness, autosomal recessive 25",HPO_root
OMIM:605428,"Deafness, autosomal recessive 26",HPO_root
OMIM:605818,"Deafness, autosomal recessive 27",HPO_root
OMIM:609823,"Deafness, autosomal recessive 28",HPO_root
OMIM:614035,"Deafness, autosomal recessive 29",HPO_root
OMIM:607101,"Deafness, autosomal recessive 30",HPO_root
OMIM:607084,"Deafness, autosomal recessive 31",HPO_root
OMIM:608653,"Deafness, autosomal recessive 32, with or without immotile sperm",HPO_root
OMIM:607239,"Deafness, autosomal recessive 33",HPO_root
OMIM:608565,"Deafness, autosomal recessive 35",HPO_root
OMIM:609006,"Deafness, autosomal recessive 36, with or without vestibular involvement",HPO_root
OMIM:607821,"Deafness, autosomal recessive 37",HPO_root
OMIM:600791,"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct",HPO_root
OMIM:610154,"Deafness, autosomal recessive 44",HPO_root
OMIM:612433,"Deafness, autosomal recessive 45",HPO_root
OMIM:609946,"Deafness, autosomal recessive 47",HPO_root
OMIM:609439,"Deafness, autosomal recessive 48",HPO_root
OMIM:610153,"Deafness, autosomal recessive 49",HPO_root
OMIM:609941,"Deafness, autosomal recessive 51",HPO_root
OMIM:609706,"Deafness, autosomal recessive 53",HPO_root
OMIM:609952,"Deafness, autosomal recessive 55",HPO_root
OMIM:618003,"Deafness, autosomal recessive 57",HPO_root
OMIM:610220,"Deafness, autosomal recessive 59",HPO_root
OMIM:600971,"Deafness, autosomal recessive 6",HPO_root
OMIM:613865,"Deafness, autosomal recessive 61",HPO_root
OMIM:610143,"Deafness, autosomal recessive 62",HPO_root
OMIM:611451,"Deafness, autosomal recessive 63",HPO_root
OMIM:610248,"Deafness, autosomal recessive 65",HPO_root
OMIM:610212,"Deafness, autosomal recessive 66",HPO_root
OMIM:610265,"Deafness, autosomal recessive 67",HPO_root
OMIM:610419,"Deafness, autosomal recessive 68",HPO_root
OMIM:614934,"Deafness, autosomal recessive 70",HPO_root
OMIM:612789,"Deafness, autosomal recessive 71",HPO_root
OMIM:613718,"Deafness, autosomal recessive 74",HPO_root
OMIM:615540,"Deafness, autosomal recessive 76",HPO_root
OMIM:613079,"Deafness, autosomal recessive 77",HPO_root
OMIM:613307,"Deafness, autosomal recessive 79",HPO_root
OMIM:601072,"Deafness, autosomal recessive 8/10",HPO_root
OMIM:613685,"Deafness, autosomal recessive 83",HPO_root
OMIM:613391,"Deafness, autosomal recessive 84",HPO_root
OMIM:614944,"Deafness, autosomal recessive 84B",HPO_root
OMIM:613392,"Deafness, autosomal recessive 85",HPO_root
OMIM:614617,"Deafness, autosomal recessive 86",HPO_root
OMIM:615429,"Deafness, autosomal recessive 88",HPO_root
OMIM:613916,"Deafness, autosomal recessive 89",HPO_root
OMIM:601071,"Deafness, autosomal recessive 9",HPO_root
OMIM:613453,"Deafness, autosomal recessive 91",HPO_root
OMIM:614899,"Deafness, autosomal recessive 93",HPO_root
OMIM:618434,"Deafness, autosomal recessive 94",HPO_root
OMIM:614414,"Deafness, autosomal recessive 96",HPO_root
OMIM:616705,"Deafness, autosomal recessive 97",HPO_root
OMIM:614861,"Deafness, autosomal recessive 98",HPO_root
OMIM:618481,"Deafness, autosomal recessive 99",HPO_root
OMIM:611022,"Deafness, autosomal recessive, 24",HPO_root
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HPO_root
OMIM:300719,"Deafness, cataract, retinitis pigmentosa, and sperm abnormalities",HPO_root
OMIM:221300,"Deafness, conductive, with malformed external ear",HPO_root
OMIM:221320,"Deafness, conductive, with ptosis and skeletal anomalies",HPO_root
OMIM:617992,"Deafness, congenital heart defects, and posterior embryotoxon",HPO_root
OMIM:608219,"Deafness, congenital neurosensory, autosomal recessive 38",HPO_root
OMIM:608265,"Deafness, congenital neurosensory, autosomal recessive 39",HPO_root
OMIM:608264,"Deafness, congenital neurosensory, autosomal recessive 40",HPO_root
OMIM:619196,"Deafness, congenital, and adult-onset progressive leukoencephalopathy",HPO_root
OMIM:124480,"Deafness, congenital, and onychodystrophy, autosomal dominant",HPO_root
OMIM:610706,"Deafness, congenital, with inner ear agenesis, microtia, and microdontia",HPO_root
OMIM:220900,"Deafness, congenital, with total albinism",HPO_root
OMIM:221350,"Deafness, congenital, with vitiligo and achalasia",HPO_root
OMIM:300475,"Deafness, dystonia, and cerebral hypomyelination",HPO_root
OMIM:124700,"Deafness, mid-tone neural",HPO_root
OMIM:221400,"Deafness, nerve type, with mesenteric diverticula of small bowel andprogressive sensory neuropathy",HPO_root
OMIM:221500,"Deafness, neural, congenital moderate",HPO_root
OMIM:221700,"Deafness, neural, with atypical atopic dermatitis",HPO_root
OMIM:602092,"Deafness, neurosensory, autosomal recessive 18",HPO_root
OMIM:600060,"Deafness, neurosensory, autosomal recessive 2",HPO_root
OMIM:600316,"Deafness, neurosensory, autosomal recessive 3",HPO_root
OMIM:609646,"Deafness, neurosensory, autosomal recessive 42",HPO_root
OMIM:609647,"Deafness, neurosensory, autosomal recessive 46",HPO_root
OMIM:600792,"Deafness, neurosensory, autosomal recessive 5",HPO_root
OMIM:600974,"Deafness, neurosensory, autosomal recessive 7",HPO_root
OMIM:601449,"Deafness, progressive, with stapes fixation",HPO_root
OMIM:221745,"Deafness, sensorineural, Autosomal-Mitochondrial type",HPO_root
OMIM:611102,"Deafness, sensorineural, and male infertility",HPO_root
OMIM:124950,"Deafness, sensorineural, with peripheral neuropathy and arterial disease",HPO_root
OMIM:221750,"Deafness, sensorineural, with pituitary dwarfism",HPO_root
OMIM:125000,"Deafness, unilateral",HPO_root
OMIM:612097,"Deafness, unilateral, with delayed endolymphatic hydrops",HPO_root
OMIM:221740,Deafness-Oligodontia syndrome,HPO_root
ORPHA:3241,Deafness-craniofacial syndrome,HPO_root
ORPHA:3232,Deafness-ear malformation-facial palsy syndrome,HPO_root
ORPHA:3220,Deafness-enamel hypoplasia-nail defects syndrome,HPO_root
ORPHA:3218,Deafness-epiphyseal dysplasia-short stature syndrome,HPO_root
ORPHA:3224,Deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome,HPO_root
ORPHA:90646,Deafness-hypogonadism syndrome,HPO_root
ORPHA:94064,Deafness-infertility syndrome,HPO_root
ORPHA:85321,"Deafness-intellectual disability syndrome, Martin-Probst type",HPO_root
ORPHA:3230,Deafness-oligodontia syndrome,HPO_root
ORPHA:3217,Deafness-small bowel diverticulosis-neuropathy syndrome,HPO_root
ORPHA:3239,Deafness-vitiligo-achalasia syndrome,HPO_root
OMIM:619004,Deeah syndrome,HPO_root
ORPHA:293978,Deficiency in anterior pituitary function-variable immunodeficiency syndrome,HPO_root
ORPHA:3202,Dehydrated hereditary stomatocytosis,HPO_root
OMIM:194380,Dehydrated hereditary stomatocytosis 1 with or without pseudohyperkalemia and/or perinatal edema,HPO_root
OMIM:616689,Dehydrated hereditary stomatocytosis 2,HPO_root
ORPHA:306686,Delayed encephalopathy due to carbon monoxide poisoning,HPO_root
ORPHA:3034,Delayed membranous cranial ossification,HPO_root
OMIM:619613,"Delayed puberty, self-limited",HPO_root
OMIM:614163,"Delayed sleep phase disorder, susceptibility to",HPO_root
ORPHA:3038,Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,HPO_root
ORPHA:1627,Deletion 5q35 syndrome,HPO_root
OMIM:619083,Delpire-Mcneill syndrome,HPO_root
ORPHA:231237,Delta-beta-thalassemia,HPO_root
ORPHA:219,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,HPO_root
OMIM:117300,"Dementia, familial danish",HPO_root
OMIM:127750,"Dementia, lewy body",HPO_root
OMIM:125320,Dementia/parkinsonism with non-alzheimer amyloid plaques,HPO_root
ORPHA:99828,Dengue fever,HPO_root
ORPHA:1652,Dent disease,HPO_root
OMIM:300009,Dent disease 1,HPO_root
OMIM:300555,Dent disease 2,HPO_root
ORPHA:1077,Dental ankylosis,HPO_root
OMIM:601216,Dental anomalies and short stature,HPO_root
OMIM:125350,Dental noneruption,HPO_root
OMIM:621434,Dental radicular dysplasia,HPO_root
