gene_symbol,n_total_variants,n_pathogenic,n_likely_pathogenic,n_benign,n_likely_benign,n_vus,pathogenic_fraction,benign_fraction,clinical_actionability
LINC00410,2,0,0,0,0,2,0.0,0.0,low
LINC00380,2,0,0,0,0,2,0.0,0.0,low
PSMA1,2,0,0,0,0,2,0.0,0.0,low
PDE3B,3,0,0,0,1,2,0.0,0.3333333333333333,low
LOC130005370,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 23 GENES: DSG2,2,0,0,0,0,2,0.0,0.0,low
LOC129390977,2,0,0,0,0,2,0.0,0.0,low
LOC130009413,2,0,0,0,0,2,0.0,0.0,low
LOC129391004,4,0,0,0,4,0,0.0,1.0,low
SLITRK5,2,0,0,0,2,0,0.0,1.0,low
LOC126861813,2,0,0,0,2,0,0.0,1.0,low
LINC00397,2,0,0,0,2,0,0.0,1.0,low
LINC00373,2,0,0,0,2,0,0.0,1.0,low
RIOK2,2,0,0,0,0,2,0.0,0.0,low
LOC129994273,4,0,0,2,0,2,0.0,0.5,low
LOC129998840,2,0,0,0,0,2,0.0,0.0,low
CZ1P-ASNS,2,0,0,0,0,2,0.0,0.0,low
LOC129389548,2,0,0,2,0,0,0.0,1.0,low
LOC123744837,2,0,0,2,0,0,0.0,1.0,low
ERVH-3,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 12 GENES: ARID1B,2,0,0,0,2,0,0.0,1.0,low
RAB11FIP4,5,0,0,0,0,5,0.0,0.0,low
LOC130060657,2,0,0,0,0,2,0.0,0.0,low
LOC125177454,2,0,0,0,0,2,0.0,0.0,low
POT1-AS1,2,0,0,2,0,0,0.0,1.0,low
LOC129998789,2,0,0,0,0,2,0.0,0.0,low
LOC129998788,2,0,0,0,0,2,0.0,0.0,low
SLC37A3,3,0,0,0,2,1,0.0,0.6666666666666666,low
RAB19,3,0,0,0,2,1,0.0,0.6666666666666666,low
LOC129999501,2,0,0,0,2,0,0.0,1.0,low
LOC129999500,2,0,0,0,2,0,0.0,1.0,low
LOC129999499,2,0,0,0,2,0,0.0,1.0,low
LOC129999498,2,0,0,0,2,0,0.0,1.0,low
LOC126859636,4,0,0,2,0,0,0.0,0.5,low
LOC126859884,2,0,0,0,2,0,0.0,1.0,low
LOC126859883,2,0,0,0,2,0,0.0,1.0,low
C6ORF118,2,0,0,0,2,0,0.0,1.0,low
LOC129996909,2,0,0,0,2,0,0.0,1.0,low
LOC129996908,2,0,0,0,2,0,0.0,1.0,low
LOC129996907,2,0,0,0,2,0,0.0,1.0,low
LOC129996906,2,0,0,0,2,0,0.0,1.0,low
LOC126859757,2,0,0,0,2,0,0.0,1.0,low
CRYBG1,3,0,0,0,2,1,0.0,0.6666666666666666,low
LOC441179,2,0,0,2,0,0,0.0,1.0,low
LOC129997698,2,0,0,2,0,0,0.0,1.0,low
LOC129997697,2,0,0,2,0,0,0.0,1.0,low
LINC02487,2,0,0,2,0,0,0.0,1.0,low
SORCS1,6,0,0,2,0,4,0.0,0.3333333333333333,low
LOC130004676,2,0,0,0,0,2,0.0,0.0,low
LOC130004675,2,0,0,0,0,2,0.0,0.0,low
LOC130004674,2,0,0,0,0,2,0.0,0.0,low
LOC130004673,2,0,0,0,0,2,0.0,0.0,low
LOC130004672,2,0,0,0,0,2,0.0,0.0,low
LOC126861032,2,0,0,0,0,2,0.0,0.0,low
DCLK2,4,0,0,0,0,4,0.0,0.0,low
NRG3-AS1,6,0,0,0,2,4,0.0,0.3333333333333333,low
LINC01558,2,0,0,2,0,0,0.0,1.0,low
LOC132089224,2,0,0,2,0,0,0.0,1.0,low
COMMD10,4,0,0,4,0,0,0.0,1.0,low
BHMT2,2,0,0,0,2,0,0.0,1.0,low
BHMT,4,0,0,0,2,0,0.0,0.5,low
LOC129995178,2,0,0,0,2,0,0.0,1.0,low
LOC129995177,2,0,0,0,2,0,0.0,1.0,low
LOC129995176,2,0,0,0,2,0,0.0,1.0,low
LOC129995175,2,0,0,0,2,0,0.0,1.0,low
FABP6-AS1,2,0,0,0,2,0,0.0,1.0,low
FABP6,2,0,0,0,2,0,0.0,1.0,low
CCNJL,2,0,0,0,2,0,0.0,1.0,low
C1QTNF2,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 18 GENES: ZNF292,2,0,0,0,0,2,0.0,0.0,low
OR2J2,4,0,0,2,0,0,0.0,0.5,low
LOC129994337,2,0,0,0,0,2,0.0,0.0,low
LOC129994336,2,0,0,0,0,2,0.0,0.0,low
LOC129994335,2,0,0,0,0,2,0.0,0.0,low
LOC129994334,2,0,0,0,0,2,0.0,0.0,low
LOC129994333,2,0,0,0,0,2,0.0,0.0,low
LOC126807479,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 194 GENES: EBF3,2,0,2,0,0,0,1.0,0.0,low
LOC129994910,2,0,0,0,0,2,0.0,0.0,low
LOC129994909,2,0,0,0,0,2,0.0,0.0,low
LOC129994908,2,0,0,0,0,2,0.0,0.0,low
LOC129994907,2,0,0,0,0,2,0.0,0.0,low
LOC129994906,2,0,0,0,0,2,0.0,0.0,low
LOC129994905,2,0,0,0,0,2,0.0,0.0,low
LOC129994904,2,0,0,0,0,2,0.0,0.0,low
LOC129995427,2,0,0,2,0,0,0.0,1.0,low
LOC126807624,4,0,0,4,0,0,0.0,1.0,low
LOC123466234,2,0,0,2,0,0,0.0,1.0,low
LOC116158485,2,0,0,2,0,0,0.0,1.0,low
CFAP299,2,0,0,2,0,0,0.0,1.0,low
NEIL3-AS1,2,0,0,2,0,0,0.0,1.0,low
NEIL3,2,0,0,2,0,0,0.0,1.0,low
LOC129993413,2,0,0,2,0,0,0.0,1.0,low
LOC129993412,2,0,0,2,0,0,0.0,1.0,low
LOC129993411,2,0,0,2,0,0,0.0,1.0,low
LOC123493242,2,0,0,2,0,0,0.0,1.0,low
LOC112939926,2,0,0,2,0,0,0.0,1.0,low
LOC129992014,2,0,2,0,0,0,1.0,0.0,low
LOC129992013,2,0,2,0,0,0,1.0,0.0,low
LETM1,4,0,2,0,0,2,0.5,0.0,low
PJA2,2,0,0,0,0,2,0.0,0.0,low
LOC101926953,2,0,0,2,0,0,0.0,1.0,low
LINC02024,2,0,0,2,0,0,0.0,1.0,low
LOC129936457,4,0,0,2,0,0,0.0,0.5,low
ARPP21,7,0,0,3,0,2,0.0,0.42857142857142855,low
LOC129937074,2,0,0,2,0,0,0.0,1.0,low
LOC129389092,2,0,0,2,0,0,0.0,1.0,low
CHCHD4,2,0,0,0,2,0,0.0,1.0,low
LRCH3,3,0,0,2,0,1,0.0,0.6666666666666666,low
LOC129938327,2,0,0,2,0,0,0.0,1.0,low
LOC129938326,2,0,0,2,0,0,0.0,1.0,low
LOC129938325,2,0,0,2,0,0,0.0,1.0,low
LOC129938324,2,0,0,2,0,0,0.0,1.0,low
LOC126806937,2,0,0,2,0,0,0.0,1.0,low
FYTTD1,3,0,0,2,0,1,0.0,0.6666666666666666,low
LOC126806973,2,0,0,2,0,0,0.0,1.0,low
LOC126862969,2,0,0,0,2,0,0.0,1.0,low
TGM2,2,0,0,0,0,2,0.0,0.0,low
LOC130065840,2,0,0,0,0,2,0.0,0.0,low
LOC149684,2,0,0,2,0,0,0.0,1.0,low
LOC130065841,2,0,0,2,0,0,0.0,1.0,low
BPI,5,0,0,3,0,2,0.0,0.6,low
LOC129938314,2,0,0,2,0,0,0.0,1.0,low
LOC126806935,2,0,0,2,0,0,0.0,1.0,low
LOC123464503,2,0,0,2,0,0,0.0,1.0,low
LOC121725167,2,0,0,2,0,0,0.0,1.0,low
LOC105374308,2,0,0,2,0,0,0.0,1.0,low
PIGX,2,0,0,2,0,0,0.0,1.0,low
PAK2,2,0,0,2,0,0,0.0,1.0,low
LOC129938303,2,0,0,2,0,0,0.0,1.0,low
LOC129937291,2,0,0,2,0,0,0.0,1.0,low
LOC126806779,2,0,0,2,0,0,0.0,1.0,low
LOC129933443,2,0,0,0,2,0,0.0,1.0,low
PLCB1-IT1,2,0,0,2,0,0,0.0,1.0,low
LOC130066350,2,0,0,0,2,0,0.0,1.0,low
LOC129391210,2,0,0,0,2,0,0.0,1.0,low
LOC129391209,2,0,0,0,2,0,0.0,1.0,low
HAR1B,2,0,0,0,2,0,0.0,1.0,low
HAR1A,2,0,0,0,2,0,0.0,1.0,low
MIR663AHG,2,0,0,2,0,0,0.0,1.0,low
MIR663A,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 31 GENES: GDF5,2,0,2,0,0,0,1.0,0.0,low
LOC126862950,2,0,0,0,2,0,0.0,1.0,low
TM9SF4,2,0,0,0,2,0,0.0,1.0,low
PARAL1,2,0,0,0,2,0,0.0,1.0,low
PAK5,2,0,0,0,2,0,0.0,1.0,low
LOC130065414,2,0,0,0,2,0,0.0,1.0,low
LOC130065413,2,0,0,0,2,0,0.0,1.0,low
LINC01945,2,0,0,2,0,0,0.0,1.0,low
LOC126806099,2,0,0,2,0,0,0.0,1.0,low
SUBSET OF 112 GENES: MYH10,2,0,0,0,0,2,0.0,0.0,low
SESTD1,2,0,0,0,2,0,0.0,1.0,low
LOC129935199,2,0,0,0,2,0,0.0,1.0,low
LOC129935198,2,0,0,0,2,0,0.0,1.0,low
LOC129935197,2,0,0,0,2,0,0.0,1.0,low
LOC129935196,2,0,0,0,2,0,0.0,1.0,low
LOC126806436,2,0,0,0,2,0,0.0,1.0,low
LYG2,2,0,0,0,2,0,0.0,1.0,low
LYG1,2,0,0,0,2,0,0.0,1.0,low
LOC126806369,4,0,0,2,0,2,0.0,0.5,low
LINC01931,4,0,0,2,0,2,0.0,0.5,low
LOC121725108,2,0,0,2,0,0,0.0,1.0,low
DSG1-AS1,2,0,0,2,0,0,0.0,1.0,low
PARD6G-AS1,2,0,0,0,2,0,0.0,1.0,low
LOC130062804,2,0,0,0,2,0,0.0,1.0,low
LOC130006662,4,0,0,0,0,4,0.0,0.0,low
LOC130006661,4,0,0,0,0,4,0.0,0.0,low
LOC130006660,4,0,0,0,0,4,0.0,0.0,low
LOC129390348,4,0,0,0,0,4,0.0,0.0,low
DCUN1D5,4,0,0,0,0,4,0.0,0.0,low
LOC129388841,2,0,0,2,0,0,0.0,1.0,low
LINC01320,2,0,0,2,0,0,0.0,1.0,low
ST6GAL2,3,0,0,0,2,1,0.0,0.6666666666666666,low
LOC129934516,2,0,0,0,2,0,0.0,1.0,low
LOC126806299,2,0,0,0,2,0,0.0,1.0,low
LOC112695111,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 31 GENES: FH,2,0,0,0,0,2,0.0,0.0,low
LOC126860984,6,0,0,0,0,6,0.0,0.0,low
LOC126860983,6,0,0,0,2,4,0.0,0.3333333333333333,low
LOC121366067,6,0,0,0,0,6,0.0,0.0,low
LOC105378396,8,0,0,0,0,8,0.0,0.0,low
LINC02650,6,0,0,0,0,6,0.0,0.0,low
SUBSET OF 19 GENES: RPS24,2,0,0,0,0,2,0.0,0.0,low
PPM1E,2,0,0,0,2,0,0.0,1.0,low
LOC129390904,2,0,0,0,2,0,0.0,1.0,low
LOC126862606,2,0,0,0,2,0,0.0,1.0,low
MYO19,2,0,0,2,0,0,0.0,1.0,low
GGNBP2,2,0,0,2,0,0,0.0,1.0,low
NCOR1,5,0,0,0,0,3,0.0,0.0,low
LOC130062336,2,0,0,0,2,0,0.0,1.0,low
LOC130062335,2,0,0,0,2,0,0.0,1.0,low
AQP4-AS1,2,0,0,0,2,0,0.0,1.0,low
AQP4,4,0,0,0,2,2,0.0,0.5,low
LOC126862690,2,0,0,2,0,0,0.0,1.0,low
LOC100192426,2,0,0,2,0,0,0.0,1.0,low
LOC130062338,2,0,0,2,0,0,0.0,1.0,low
LOC129390978,2,0,0,2,0,0,0.0,1.0,low
LOC126862467,2,0,0,0,0,2,0.0,0.0,low
SLC39A11,2,0,0,0,2,0,0.0,1.0,low
LOC130061570,2,0,0,0,2,0,0.0,1.0,low
LOC130061569,2,0,0,0,2,0,0.0,1.0,low
LOC130061568,2,0,0,0,2,0,0.0,1.0,low
LOC126862633,2,0,0,0,2,0,0.0,1.0,low
LOC125316789,2,0,0,0,2,0,0.0,1.0,low
TRPV1,5,0,0,3,2,0,0.0,1.0,low
LOC130059978,2,0,0,0,2,0,0.0,1.0,low
LOC130059977,2,0,0,0,2,0,0.0,1.0,low
LOC130059976,2,0,0,0,2,0,0.0,1.0,low
LOC126862463,2,0,0,0,2,0,0.0,1.0,low
LOC130060359,2,0,0,0,2,0,0.0,1.0,low
LOC130060358,2,0,0,0,2,0,0.0,1.0,low
LOC130060357,2,0,0,0,2,0,0.0,1.0,low
LOC113939958,2,0,0,0,2,0,0.0,1.0,low
MIR6859-3,2,0,0,0,2,0,0.0,1.0,low
LOC130057542,2,0,0,0,2,0,0.0,1.0,low
LOC130057541,2,0,0,0,2,0,0.0,1.0,low
LOC130057540,2,0,0,0,2,0,0.0,1.0,low
LOC130057539,2,0,0,0,2,0,0.0,1.0,low
LOC129390721,2,0,0,0,2,0,0.0,1.0,low
LOC121530592,2,0,0,0,2,0,0.0,1.0,low
LOC101929333,2,0,0,0,2,0,0.0,1.0,low
ARID3B,2,0,0,0,2,0,0.0,1.0,low
LOC126862447,2,0,0,0,2,0,0.0,1.0,low
PRR35,2,0,0,0,2,0,0.0,1.0,low
SPNS3,2,0,0,0,0,2,0.0,0.0,low
SPNS2-AS1,2,0,0,0,0,2,0.0,0.0,low
LOC130060024,2,0,0,0,0,2,0.0,0.0,low
LOC130009480,2,0,0,0,2,0,0.0,1.0,low
LOC130009479,2,0,0,0,2,0,0.0,1.0,low
LOC130009478,2,0,0,0,2,0,0.0,1.0,low
LOC130009477,2,0,0,0,2,0,0.0,1.0,low
LINC00297,2,0,0,0,2,0,0.0,1.0,low
C13ORF46,2,0,0,0,2,0,0.0,1.0,low
TMEM255B,2,0,0,0,2,0,0.0,1.0,low
LOC130010188,2,0,0,0,2,0,0.0,1.0,low
LOC130010187,2,0,0,0,2,0,0.0,1.0,low
LOC130010186,2,0,0,0,2,0,0.0,1.0,low
GAS6-AS1,2,0,0,0,2,0,0.0,1.0,low
GAS6,2,0,0,0,2,0,0.0,1.0,low
MIR4499,2,0,0,0,2,0,0.0,1.0,low
LOC130057463,2,0,0,0,0,2,0.0,0.0,low
LOC121847956,2,0,0,0,0,2,0.0,0.0,low
GRAMD2A,2,0,0,0,0,2,0.0,0.0,low
PRH1-PRR4,2,0,0,2,0,0,0.0,1.0,low
PRH1,2,0,0,2,0,0,0.0,1.0,low
LOC129390400,2,0,0,2,0,0,0.0,1.0,low
LOC130007663,2,0,0,0,2,0,0.0,1.0,low
LOC126861496,2,0,0,0,2,0,0.0,1.0,low
LOC130008290,2,0,0,0,2,0,0.0,1.0,low
LOC124629403,2,0,0,0,2,0,0.0,1.0,low
LGR5,2,0,0,0,2,0,0.0,1.0,low
LOC130007667,2,0,0,2,0,0,0.0,1.0,low
LOC126861502,2,0,0,2,0,0,0.0,1.0,low
LOC126861501,2,0,0,2,0,0,0.0,1.0,low
LOC124629342,2,0,0,2,0,0,0.0,1.0,low
LOC121832832,2,0,0,2,0,0,0.0,1.0,low
ALG10B,2,0,0,2,0,0,0.0,1.0,low
UBL3,2,0,0,0,2,0,0.0,1.0,low
LOC130009481,2,0,0,0,2,0,0.0,1.0,low
LOC126860961,2,0,0,0,2,0,0.0,1.0,low
LOC126860959,2,0,0,0,2,0,0.0,1.0,low
LOC126860958,2,0,0,0,2,0,0.0,1.0,low
LOC130004105,2,0,0,0,2,0,0.0,1.0,low
LOC130004104,2,0,0,0,2,0,0.0,1.0,low
LOC130007335,2,0,0,0,2,0,0.0,1.0,low
CLEC6A,2,0,0,0,2,0,0.0,1.0,low
CLEC4E,2,0,0,0,2,0,0.0,1.0,low
CLEC4D,2,0,0,0,2,0,0.0,1.0,low
NTF3,5,0,0,0,0,5,0.0,0.0,low
LOC126861428,2,0,0,0,0,2,0.0,0.0,low
TAS2R46,2,0,0,2,0,0,0.0,1.0,low
TAS2R43,2,0,0,2,0,0,0.0,1.0,low
PRH1-TAS2R14,2,0,0,2,0,0,0.0,1.0,low
CFAP46,4,0,0,0,2,0,0.0,0.5,low
LOC126860822,2,0,0,2,0,0,0.0,1.0,low
LINC00701,2,0,0,2,0,0,0.0,1.0,low
LOC129390143,2,0,0,0,2,0,0.0,1.0,low
LOC129390142,2,0,0,0,2,0,0.0,1.0,low
LOC126860870,2,0,0,0,2,0,0.0,1.0,low
LOC121366045,2,0,0,0,2,0,0.0,1.0,low
LOC111501766,2,0,0,0,2,0,0.0,1.0,low
LOC130004461,2,0,0,0,2,0,0.0,1.0,low
LOC130004460,2,0,0,0,2,0,0.0,1.0,low
LOC130004459,2,0,0,0,2,0,0.0,1.0,low
LOC130004458,2,0,0,0,2,0,0.0,1.0,low
LOC129390219,2,0,0,0,2,0,0.0,1.0,low
ARHGAP19-SLIT1,2,0,0,0,2,0,0.0,1.0,low
SUBSET OF 34 GENES: SLC16A12,2,0,0,0,0,2,0.0,0.0,low
LOC130004103,2,0,0,0,2,0,0.0,1.0,low
ELK4,2,0,0,0,0,2,0.0,0.0,low
LOC122152318,2,0,0,2,0,0,0.0,1.0,low
LOC120908913,2,0,0,2,0,0,0.0,1.0,low
LOC120908912,2,0,0,2,0,0,0.0,1.0,low
LINC02815,2,0,0,2,0,0,0.0,1.0,low
LINC02814,2,0,0,2,0,0,0.0,1.0,low
MIR6072,2,0,0,2,0,0,0.0,1.0,low
LOC126860819,2,0,0,2,0,0,0.0,1.0,low
LOC126860818,2,0,0,2,0,0,0.0,1.0,low
LINC00700,2,0,0,2,0,0,0.0,1.0,low
LOC130005007,2,0,0,0,2,0,0.0,1.0,low
LOC130005006,2,0,0,0,2,0,0.0,1.0,low
LOC126861103,2,0,0,0,2,0,0.0,1.0,low
LINC01168,2,0,0,0,2,0,0.0,1.0,low
LINC01167,2,0,0,0,2,0,0.0,1.0,low
LINC01166,2,0,0,0,2,0,0.0,1.0,low
LOC129930482,2,0,0,0,0,2,0.0,0.0,low
LINC01398,2,0,0,0,0,2,0.0,0.0,low
LOC129388707,2,0,0,2,0,0,0.0,1.0,low
LOC112577489,2,0,0,2,0,0,0.0,1.0,low
FAM72B,2,0,0,2,0,0,0.0,1.0,low
LOC129388803,4,0,0,2,2,0,0.0,1.0,low
LOC129932770,8,0,0,0,2,0,0.0,0.25,low
LINC00582,8,0,0,0,2,0,0.0,0.25,low
SLC45A3,2,0,0,0,0,2,0.0,0.0,low
LOC129932321,2,0,0,0,0,2,0.0,0.0,low
LOC129932320,2,0,0,0,0,2,0.0,0.0,low
LOC129932319,2,0,0,0,0,2,0.0,0.0,low
LOC129932318,2,0,0,0,0,2,0.0,0.0,low
LOC129932317,2,0,0,0,0,2,0.0,0.0,low
LOC129938153,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 11 GENES: ZMYND11,6,0,0,0,0,6,0.0,0.0,low
WDR64,2,0,0,0,0,2,0.0,0.0,low
OPN3,2,0,0,0,0,2,0.0,0.0,low
LOC129932889,2,0,0,0,0,2,0.0,0.0,low
LOC129932888,2,0,0,0,0,2,0.0,0.0,low
KMO,2,0,0,0,0,2,0.0,0.0,low
CHML,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 86 GENES: RAD51B,2,0,2,0,0,0,1.0,0.0,low
SUBSET OF 32 GENES: MSX1,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 42 GENES: MSX1,2,0,0,0,0,2,0.0,0.0,low
TMEM207,2,0,0,0,0,2,0.0,0.0,low
LOC126805988,2,0,0,0,0,2,0.0,0.0,low
LOC129937134,2,0,0,0,2,0,0.0,1.0,low
LOC129937133,2,0,0,0,2,0,0.0,1.0,low
LOC129389105,2,0,0,0,2,0,0.0,1.0,low
LOC105374010,2,0,0,0,2,0,0.0,1.0,low
FILIP1L,2,0,0,0,2,0,0.0,1.0,low
CMSS1,2,0,0,0,2,0,0.0,1.0,low
TRN-GTT2-7,1,0,0,1,0,0,0.0,1.0,low
LINC00624,2,0,0,2,0,0,0.0,1.0,low
NSUN4,2,0,0,0,0,2,0.0,0.0,low
LOC129930484,2,0,0,0,0,2,0.0,0.0,low
LOC129930483,2,0,0,0,0,2,0.0,0.0,low
IGF2-AS,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 14 GENES: BAG3,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 61 GENES: SRRM2,2,0,2,0,0,0,1.0,0.0,low
PDCL2,2,0,0,0,0,2,0.0,0.0,low
NMU,2,0,0,0,0,2,0.0,0.0,low
LOC129992618,2,0,0,0,0,2,0.0,0.0,low
LOC121053180,2,0,0,0,0,2,0.0,0.0,low
LOC116158493,2,0,0,0,0,2,0.0,0.0,low
LOC116158492,2,0,0,0,0,2,0.0,0.0,low
LOC116158491,2,0,0,0,0,2,0.0,0.0,low
LOC116158490,2,0,0,0,0,2,0.0,0.0,low
LOC116158489,2,0,0,0,0,2,0.0,0.0,low
MIR3921,2,0,0,0,2,0,0.0,1.0,low
LOC129937136,2,0,0,0,2,0,0.0,1.0,low
LOC129937135,2,0,0,0,2,0,0.0,1.0,low
MORC4,2,0,0,0,0,2,0.0,0.0,low
LOC130068525,2,0,0,0,0,2,0.0,0.0,low
LOC130068524,2,0,0,0,0,2,0.0,0.0,low
LOC130068523,2,0,0,0,0,2,0.0,0.0,low
LOC130068522,2,0,0,0,0,2,0.0,0.0,low
LOC130068470,2,0,0,0,0,2,0.0,0.0,low
LOC130068469,2,0,0,0,0,2,0.0,0.0,low
GPR174,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 24 GENES: IDS,2,0,0,0,2,0,0.0,1.0,low
LOC130058503,2,0,0,0,0,2,0.0,0.0,low
LOC112296183,2,0,0,0,0,2,0.0,0.0,low
LOC112296182,2,0,0,0,0,2,0.0,0.0,low
MTREX,2,0,0,0,0,2,0.0,0.0,low
LOC129993897,2,0,0,0,0,2,0.0,0.0,low
LOC129993896,2,0,0,0,0,2,0.0,0.0,low
DHX29,4,0,0,0,0,4,0.0,0.0,low
CCNO-DT,2,0,0,0,0,2,0.0,0.0,low
LOC130056027,2,0,0,0,0,2,0.0,0.0,low
LOC130056026,2,0,0,0,0,2,0.0,0.0,low
LOC130056025,2,0,0,0,0,2,0.0,0.0,low
FGGY,5,0,0,0,0,5,0.0,0.0,low
LOC130065273,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 494 GENES: ANOS1:AP1S2:ARX:CDKL5:CLCN4:CNKSR2:CYBB:DMD:FANCB:GK:HCCS:IL1RAPL1:MID1:MSL3:NHS:NLGN4X:NR0B1:OFD1:OTC:PDHA1:PHEX:PIGA:PTCHD1:RPS6KA3:RS1:SMS:STS:TRAPPC2:TSPAN7,2,0,0,0,0,2,0.0,0.0,low
RBM41,2,0,0,0,0,2,0.0,0.0,low
LOC126806203,2,0,0,0,0,2,0.0,0.0,low
ABRA,2,0,0,0,0,2,0.0,0.0,low
LOC129994087,2,0,0,0,0,2,0.0,0.0,low
LOC129994086,2,0,0,0,0,2,0.0,0.0,low
LOC129994085,2,0,0,0,0,2,0.0,0.0,low
LOC129994084,2,0,0,0,0,2,0.0,0.0,low
LOC101929109,2,0,0,0,0,2,0.0,0.0,low
IQGAP2,4,0,0,0,0,4,0.0,0.0,low
TLCD4-RWDD3,2,0,0,0,0,2,0.0,0.0,low
RWDD3-DT,2,0,0,0,0,2,0.0,0.0,low
RWDD3,2,0,0,0,0,2,0.0,0.0,low
LOC129930993,2,0,0,0,0,2,0.0,0.0,low
LOC129930992,2,0,0,0,0,2,0.0,0.0,low
NUDT21,2,0,0,0,0,2,0.0,0.0,low
LOC130059041,2,0,0,0,0,2,0.0,0.0,low
AMFR,4,0,0,0,0,4,0.0,0.0,low
SUBSET OF 17 GENES: FLCN,2,0,0,0,0,2,0.0,0.0,low
SNORA55,2,0,0,0,0,2,0.0,0.0,low
PABPC4-AS1,2,0,0,0,0,2,0.0,0.0,low
PABPC4,2,0,0,0,0,2,0.0,0.0,low
MACF1,8,0,0,0,0,8,0.0,0.0,low
LOC129930217,2,0,0,0,0,2,0.0,0.0,low
LOC129930216,2,0,0,0,0,2,0.0,0.0,low
LOC129930215,2,0,0,0,0,2,0.0,0.0,low
LOC129930214,2,0,0,0,0,2,0.0,0.0,low
BMP8A,2,0,0,0,0,2,0.0,0.0,low
LOC129933620,2,0,0,0,0,2,0.0,0.0,low
LOC129933619,2,0,0,0,0,2,0.0,0.0,low
LOC129933618,2,0,0,0,0,2,0.0,0.0,low
LOC129933617,2,0,0,0,0,2,0.0,0.0,low
LOC129933616,2,0,0,0,0,2,0.0,0.0,low
LOC129933615,2,0,0,0,0,2,0.0,0.0,low
LOC126860026,2,0,0,0,0,2,0.0,0.0,low
LOC126860025,2,0,0,0,0,2,0.0,0.0,low
C7ORF57,2,0,0,0,0,2,0.0,0.0,low
LOC109461478,10,0,0,2,2,6,0.0,0.4,low
LOC130056716,2,0,0,0,0,2,0.0,0.0,low
LOC130056715,2,0,0,0,0,2,0.0,0.0,low
LOC130056714,2,0,0,0,0,2,0.0,0.0,low
LOC130056713,2,0,0,0,0,2,0.0,0.0,low
LOC129993053,2,0,0,0,0,2,0.0,0.0,low
LOC129993052,2,0,0,0,0,2,0.0,0.0,low
LOC129993051,2,0,0,0,0,2,0.0,0.0,low
LOC129993050,2,0,0,0,0,2,0.0,0.0,low
LOC129993049,2,0,0,0,0,2,0.0,0.0,low
LOC123480930,2,0,0,0,0,2,0.0,0.0,low
INTU,2,0,0,0,0,2,0.0,0.0,low
HSPA4L,2,0,0,0,0,2,0.0,0.0,low
TEX13C,2,0,0,0,0,2,0.0,0.0,low
LOC129391313,2,0,0,0,0,2,0.0,0.0,low
SREK1IP1,2,0,0,0,0,2,0.0,0.0,low
SHISAL2B,2,0,0,0,0,2,0.0,0.0,low
LOC129993966,2,0,0,0,0,2,0.0,0.0,low
LOC129993965,2,0,0,0,0,2,0.0,0.0,low
LOC123493324,2,0,0,0,0,2,0.0,0.0,low
LOC121725205,2,0,0,0,0,2,0.0,0.0,low
CWC27,2,0,0,0,0,2,0.0,0.0,low
LOC126860281,2,0,0,0,0,2,0.0,0.0,low
LOC126860280,2,0,0,0,0,2,0.0,0.0,low
LOC123987606,2,0,0,0,0,2,0.0,0.0,low
UPP1,4,0,0,0,2,2,0.0,0.5,low
SUN3,2,0,0,0,0,2,0.0,0.0,low
LOC129998421,2,0,0,0,0,2,0.0,0.0,low
LOC129998420,2,0,0,0,0,2,0.0,0.0,low
MIR548AM,2,0,0,0,0,2,0.0,0.0,low
LOC130067991,2,0,0,0,0,2,0.0,0.0,low
LOC130067990,2,0,0,0,0,2,0.0,0.0,low
LOC130067989,2,0,0,0,0,2,0.0,0.0,low
CTPS2,2,0,0,0,0,2,0.0,0.0,low
SMC2-DT,2,0,0,0,0,2,0.0,0.0,low
SMC2,2,0,0,0,0,2,0.0,0.0,low
LOC101928523,2,0,0,0,0,2,0.0,0.0,low
NPAS3,2,0,0,0,0,2,0.0,0.0,low
SYDE1,2,0,0,0,0,2,0.0,0.0,low
MIR6795,2,0,0,0,0,2,0.0,0.0,low
LOC130063807,2,0,0,0,0,2,0.0,0.0,low
ILVBL-AS1,2,0,0,0,0,2,0.0,0.0,low
ILVBL,2,0,0,0,0,2,0.0,0.0,low
MDGA2,6,0,0,0,0,6,0.0,0.0,low
PTGER3,2,0,0,0,0,2,0.0,0.0,low
SUBSET OF 76 GENES: ELN,2,0,0,0,2,0,0.0,1.0,low
WWC2-AS1,2,0,0,0,0,2,0.0,0.0,low
WWC2,4,0,0,0,2,2,0.0,0.5,low
LOC132089104,2,0,0,0,0,2,0.0,0.0,low
LOC129993431,2,0,0,0,0,2,0.0,0.0,low
