gene_symbol,n_diseases,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,mean_actionability,is_pediatric,is_category_a,meets_ngsr,inheritance_code,panels,pathogenic_fraction,clinical_actionability,n_pathogenic,combined_actionability
CHRNA2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,SEIZ,0.2553191489361702,high,72.0,0.18712765957446809
CHRNB1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.3052631578947368,high,29.0,0.2071052631578947
CHRND,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.3580246913580246,high,56.0,0.5932098765432098
CHRNE,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.4049586776859504,high,74.0,0.7619834710743801
CHRNG,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.484375,high,54.0,0.6437499999999999
CHST3,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SK, HYPOTO",0.1842105263157894,high,26.0,0.15868421052631576
CHSY1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SK, HYPOTO",0.4848484848484848,high,16.0,0.27893939393939393
CIRH1A,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,,,,,0.08499999999999999
CISD2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"HL, IEM, HYPOTO",0.7142857142857143,medium,5.0,0.3707142857142858
CITED2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,0.2,low,1.0,0.10500000000000001
CLCN1,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,1.0,HYPOTO,0.5684210526315789,high,76.0,0.34736842105263155
CLCN5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"REN, SK",0.54,high,48.0,0.8160000000000001
CLCN7,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,1.0,"AN_TH, SK, SEIZ",0.2929292929292929,high,56.0,0.23717171717171714
CLDN1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"BIL, DERM",0.25,medium,6.0,0.185
CLDN14,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.4634146341463415,high,34.0,0.6353658536585366
CLDN19,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.0769230769230769,medium,4.0,0.4807692307692307
CLMP,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,BOW,0.7142857142857143,high,8.0,0.3707142857142858
CLN3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5496688741721855,high,98.0,0.8198675496688742
CLN5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5555555555555556,high,81.0,0.8222222222222222
CLN6,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.4036697247706422,high,74.0,0.7614678899082569
CLN8,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.49375,high,47.0,0.6475
CLPP,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HL,0.25,medium,6.0,0.185
CLRN1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.4736842105263157,high,36.0,0.6394736842105262
CNGB3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3548387096774194,high,60.0,0.7419354838709677
CNTNAP2,1,2.0,0.4,1.0,0.06666666666666667,0.06666666666666667,1,0,0,5.0,SEIZ,0.2641025641025641,high,193.0,0.14564102564102566
COCH,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HL,0.3695652173913043,high,30.0,0.5978260869565217
COG4,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"SEIZ, HYPOTO",0.1864406779661017,high,7.0,0.09957627118644068
COG5,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.2575757575757575,high,34.0,0.188030303030303
COG7,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.5,high,46.0,0.28500000000000003
COL11A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, SK",0.3954802259887006,high,136.0,0.7581920903954802
COL11A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, IEM, SK, DERM",0.4948979591836734,high,184.0,0.7979591836734694
COL17A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.3275862068965517,high,70.0,0.7310344827586207
COL1A1,2,4.0,1.0,3.0,1.0,0.575,1,1,1,1.0,"SK, HYPOTO, DERM",0.652,high,248.0,0.8608
COL1A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"SK, DERM",0.5683890577507599,high,151.0,0.827355623100304
COL2A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, IEM, SK, DERM",0.6293103448275862,high,246.0,0.8517241379310345
COL3A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.7784615384615384,high,749.0,0.9113846153846153
COL4A3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, REN",0.3642857142857142,high,88.0,0.7457142857142857
COL4A4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"HL, REN",0.2352941176470588,high,70.0,0.6941176470588235
COL4A5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,"HL, REN",0.8571428571428571,high,302.0,0.9428571428571428
COL5A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.3954410307234886,high,381.0,0.7581764122893955
COL5A2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,DERM,0.3265306122448979,high,158.0,0.5806122448979592
COL6A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5277044854881267,high,374.0,0.8110817941952506
COL6A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5565714285714286,high,443.0,0.8226285714285715
COL6A3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5505011565150347,high,686.0,0.8202004626060139
COL7A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.6649484536082474,high,222.0,0.865979381443299
COL9A1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"HL, SK, DERM",0.2051282051282051,high,32.0,0.16705128205128203
COL9A2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"HL, SK, DERM",0.2421052631578947,high,46.0,0.12184210526315789
COLQ,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.2392638036809816,high,37.0,0.6957055214723926
COQ2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"IEM, REN, SEIZ, HYPOTO",0.2619047619047619,high,18.0,0.12976190476190477
COQ6,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"IEM, REN, HYPOTO",0.2272727272727272,high,10.0,0.17590909090909088
COX4I2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,AN_TH,0.0,low,0.0,0.024999999999999998
CP,1,4.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0,0,1,0.0,,0.4590163934426229,high,104.0,0.5836065573770491
CPOX,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,1.0,SEIZ,0.217391304347826,high,28.0,0.20695652173913037
CPS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"CHD, IEM",0.3670212765957447,high,61.0,0.7468085106382979
CPT1A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"COND, IEM, GLY, SEIZ",0.4736842105263157,high,42.0,0.7894736842105263
CPT2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, COND, IEM, GLY, SEIZ, HYPOTO",0.5639097744360902,high,41.0,0.825563909774436
CPZ,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,0.0,low,0.0,0.024999999999999998
CR2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,REN,1.0,medium,6.0,0.42500000000000004
CREBBP,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,SEIZ,0.6055776892430279,high,244.0,0.8422310756972111
CRELD1,1,2.0,0.15,1.0,0.024999999999999998,0.024999999999999998,1,0,0,1.0,CHD,0.1333333333333333,medium,4.0,0.06833333333333332
CRLF1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.6875,high,20.0,0.875
CRTAP,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SK,0.15,high,26.0,0.51
CRYAB,2,3.0,1.0,3.0,0.75,0.44166666666666665,1,1,1,1.0,"CM, HYPOTO",0.4155844155844156,high,30.0,0.6162337662337662
CSF1R,1,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,1.0,"SEIZ, HYPOTO",0.25,high,54.0,0.3
CSF2RA,1,3.0,1.0,3.0,0.75,0.75,1,1,1,2.0,PULM,0.1111111111111111,medium,9.0,0.4944444444444444
CSF2RB,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,PULM,0.0588235294117647,low,2.0,0.048529411764705876
CSRP3,2,2.0,0.5,2.0,0.13333333333333333,0.0875,1,0,1,1.0,CM,0.2597402597402597,high,38.0,0.1838961038961039
CSTA,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,DERM,1.0,medium,6.0,0.485
CSTB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.46875,high,18.0,0.6375
CTC1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"AN_TH, DERM",0.1964285714285714,high,38.0,0.5285714285714285
CTDP1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.1379310344827586,medium,4.0,0.14017241379310344
CTF1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,0,0,0,-1.0,CM,0.1923076923076923,high,10.0,0.10192307692307692
CTNS,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THYR, IEM, REN",0.2724550898203592,high,69.0,0.7089820359281437
CTSD,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ",0.2772727272727273,high,57.0,0.5609090909090909
CTSK,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SK",0.5,high,16.0,0.8
CUBN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"AN_TH, REN",0.3068181818181818,high,112.0,0.5727272727272728
CUL7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SK,0.3951612903225806,high,88.0,0.7580645161290323
CYBA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BOW, AN_TH, REN",0.5510204081632653,high,17.0,0.8204081632653061
CYBB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"BOW, AN_TH",0.5567010309278351,high,94.0,0.822680412371134
CYCS,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,AN_TH,0.1875,medium,4.0,0.1
CYP11A1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,,0.64,high,22.0,0.706
CYP11B1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3896713615023474,high,57.0,0.755868544600939
CYP21A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,GLY,0.45,high,57.0,0.78
CYP27A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, SEIZ, HYPOTO",0.6902654867256637,high,130.0,0.8761061946902655
CYP27B1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.5789473684210527,high,32.0,0.8315789473684211
CYP4F22,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.3939393939393939,high,13.0,0.6075757575757575
CYP7A1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,BIL,0.1818181818181818,medium,4.0,0.09772727272727272
CYP7B1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"BIL, HYPOTO",0.4716981132075472,high,42.0,0.21367924528301888
D2HGDH,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.2386363636363636,high,38.0,0.5454545454545454
DAG1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.358695652173913,high,64.0,0.22847826086956521
DAPK3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,,,,0.024999999999999998
DBH,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,GLY,0.1666666666666666,high,26.0,0.15166666666666662
DBT,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.2627737226277372,high,60.0,0.7051094890510948
DCLRE1C,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.25,high,34.0,0.7
DCTN1,1,2.0,0.15,1.0,0.024999999999999998,0.024999999999999998,0,0,0,1.0,,0.2666666666666666,high,38.0,0.12166666666666665
DCX,2,4.0,1.0,3.0,1.0,0.5208333333333334,1,1,1,2.0,SEIZ,0.905511811023622,high,182.0,0.9622047244094488
DDB2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.3103448275862069,high,16.0,0.5741379310344827
DDC,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.3243243243243243,high,18.0,0.5797297297297297
DDHD1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.4444444444444444,medium,8.0,0.2627777777777778
DDOST,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"SEIZ, HYPOTO",0.1,medium,8.0,0.065
DDR2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SK,0.3947368421052631,high,28.0,0.24289473684210525
DECR1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,GLY,,,,0.024999999999999998
DES,2,4.0,1.0,3.0,1.0,0.65,1,1,1,1.0,"CM, COND, HYPOTO",0.4741784037558685,high,154.0,0.7896713615023474
DFNA5,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HL,,,,0.44999999999999996
DFNB31,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HL,,,,0.08499999999999999
DFNB59,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,,,,0.44999999999999996
DGKE,1,3.0,0.6,1.0,0.15,0.15,1,0,0,0.0,"BIL, AN_TH, REN",0.8571428571428571,high,22.0,0.43285714285714283
DGUOK,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, IEM, GLY, HYPOTO",0.6346153846153846,high,50.0,0.8538461538461538
DHCR24,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SK, HYPOTO",0.1323529411764706,high,12.0,0.13794117647058823
DHCR7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, PULM, IEM, SEIZ",0.5877862595419847,high,102.0,0.8351145038167939
DIABLO,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,HL,0.5714285714285714,high,12.0,0.25357142857142856
DIAPH1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,HL,0.2678571428571428,high,58.0,0.19214285714285712
DKC1,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,1,0,1,2.0,DERM,0.4134615384615384,high,35.0,0.40538461538461534
DLC1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,0.4,medium,4.0,0.18500000000000003
DLD,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, GLY, SEIZ, HYPOTO",0.3472222222222222,high,32.0,0.5888888888888888
DLL3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SK, HYPOTO",0.4074074074074074,high,16.0,0.6129629629629629
DMD,3,4.0,1.0,3.0,1.0,0.7999999999999999,1,1,1,2.0,"CM, HYPOTO",0.6381578947368421,high,1282.0,0.8552631578947368
DMP1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"REN, SK",0.217391304347826,high,18.0,0.5369565217391303
DMPK,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,HYPOTO,0.9455782312925172,high,278.0,0.9782312925170069
DNAAF1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,PULM,0.3043478260869565,high,63.0,0.5717391304347825
DNAAF2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,PULM,0.3333333333333333,high,46.0,0.21833333333333332
DNAAF3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,PULM,0.3440860215053763,high,32.0,0.16263440860215053
DNAH11,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"PULM, CHD",0.5082872928176796,high,438.0,0.8033149171270718
DNAH5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,PULM,0.4322132097334878,high,337.0,0.7728852838933951
DNAI1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,PULM,0.3970588235294117,high,40.0,0.6088235294117647
DNAI2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,PULM,0.3058823529411765,high,50.0,0.2073529411764706
DNAJB6,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HYPOTO,0.3262032085561497,high,60.0,0.5804812834224599
DNAJC19,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"IEM, HYPOTO",0.3225806451612903,high,8.0,0.15403225806451612
DNAJC5,1,3.0,1.0,1.0,0.25,0.25,0,0,0,1.0,SEIZ,0.1866666666666666,high,28.0,0.22466666666666663
DNAL1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,PULM,0.1,high,8.0,0.065
DNM2,2,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,HYPOTO,0.46,high,74.0,0.784
DNMT3B,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,,0.4157303370786517,high,29.0,0.6162921348314606
DOCK8,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,PULM,0.2056555269922879,high,78.0,0.6822622107969152
DOK7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.3086419753086419,high,34.0,0.7234567901234568
DOLK,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"CM, SEIZ, HYPOTO",0.4470588235294118,high,34.0,0.2638235294117647
DPAGT1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.5428571428571428,high,32.0,0.667142857142857
DPM1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.5384615384615384,high,10.0,0.30038461538461536
DPP6,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,0,0,0,1.0,COND,0.2631578947368421,high,10.0,0.13026315789473683
DPYD,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,0.0,SEIZ,0.1052631578947368,high,18.0,0.1621052631578947
DSC2,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,1,0,1,1.0,"CM, COND",0.3732057416267942,high,150.0,0.3892822966507177
DSG2,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,1,0,1,1.0,"CM, COND",0.3879003558718861,high,206.0,0.3951601423487544
DSP,2,4.0,1.0,3.0,1.0,0.7,1,1,1,1.0,"CM, COND, DERM",0.555366269165247,high,528.0,0.8221465076660988
DTHD1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,0.0,low,0.0,0.024999999999999998
DTNA,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,0,0,0,1.0,"CM, COND, CHD",0.1839080459770115,high,32.0,0.09856321839080459
DTNBP1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"PULM, DERM",0.2,high,14.0,0.10500000000000001
DUOX2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,THYR,0.4454545454545454,high,86.0,0.7781818181818181
DUOXA2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,THYR,0.5454545454545454,high,8.0,0.30318181818181816
DYSF,2,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.6449912126537786,high,656.0,0.8579964850615114
ECE1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,BOW,0.0769230769230769,low,2.0,0.05576923076923076
EDA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,DERM,0.7868020304568528,high,113.0,0.9147208121827411
EDAR,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.3291925465838509,high,39.0,0.7316770186335404
EDARADD,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,DERM,0.1176470588235294,high,8.0,0.4970588235294117
EDN3,2,2.0,0.85,1.0,0.14166666666666666,0.10416666666666666,1,0,0,1.0,"HL, PULM, BOW, DERM",0.1860465116279069,high,16.0,0.15941860465116275
EDNRB,2,3.0,0.6,1.0,0.15,0.15,1,0,0,0.0,"HL, BOW, DERM",0.2592592592592592,high,26.0,0.19370370370370368
EFEMP2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"PULM, DERM",0.4722222222222222,high,28.0,0.27388888888888885
EFHC1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.2166064981949458,high,60.0,0.5366425992779783
EFTUD2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,CHD,0.6,high,28.0,0.69
EGR2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HYPOTO,0.3076923076923077,high,22.0,0.573076923076923
EIF2AK3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SK,0.3448275862068966,high,36.0,0.7379310344827587
EIF2B1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.1951219512195122,high,14.0,0.16304878048780488
ELANE,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,DERM,0.543859649122807,high,46.0,0.8175438596491228
ELN,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"PULM, CHD, DERM",0.5087719298245614,high,127.0,0.8035087719298246
EMD,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"CM, COND, HYPOTO",0.6066666666666667,high,81.0,0.8426666666666667
ENG,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"PULM, DERM",0.4074074074074074,high,72.0,0.762962962962963
ENPP1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SK,0.2876712328767123,high,76.0,0.5650684931506849
EPB42,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,"BIL, AN_TH",0.4705882352941176,high,46.0,0.273235294117647
EPCAM,1,3.0,0.6,1.0,0.15,0.15,0,0,0,1.0,BOW,0.140893470790378,high,35.0,0.1463573883161512
EPHX1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,AN_TH,0.0,low,0.0,0.024999999999999998
EPM2A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SEIZ,0.3636363636363636,high,24.0,0.7454545454545454
ERBB3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,HYPOTO,0.5,medium,2.0,0.225
ERCC1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"HYPOTO, DERM",0.2,medium,4.0,0.10500000000000001
ERCC2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"AN_TH, DERM",0.3636363636363636,high,42.0,0.7454545454545454
ERCC3,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,DERM,0.4615384615384615,high,44.0,0.2696153846153846
ERCC4,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"AN_TH, DERM",0.223826714801444,high,50.0,0.1745306859205776
ERCC5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.4090909090909091,high,84.0,0.7636363636363637
ERCC6,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SK, SEIZ, DERM",0.5041322314049587,high,159.0,0.8016528925619835
ERCC8,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SK, SEIZ, DERM",0.3611111111111111,high,27.0,0.7444444444444445
ESCO2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SK,0.4615384615384615,high,72.0,0.6346153846153846
ESPN,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HL,0.21875,high,12.0,0.1725
ESRRB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HL,0.3424657534246575,high,40.0,0.586986301369863
ETFA,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM,GLY, SEIZ, HYPOTO",0.4333333333333333,high,20.0,0.6233333333333333
ETFB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM,GLY, SEIZ, HYPOTO",0.3333333333333333,high,10.0,0.5833333333333333
ETFDH,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM,GLY, SEIZ, HYPOTO",0.6564885496183206,high,46.0,0.7125954198473282
ETHE1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ, HYPOTO",0.5217391304347826,high,22.0,0.658695652173913
EVC,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SK,0.2463054187192118,high,94.0,0.6985221674876847
EVC2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SK,0.3515625,high,88.0,0.740625
EXT1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"SK, HYPOTO",0.4,high,50.0,0.76
EXT2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"SK, HYPOTO",0.3723404255319149,high,66.0,0.7489361702127659
EYA1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, REN",0.3410852713178294,high,82.0,0.7364341085271318
EYA4,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,"HL, HYPOTO",0.2929292929292929,high,54.0,0.5671717171717171
EZH2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,GLY,0.3043478260869565,high,20.0,0.5717391304347825
F11,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, AN_TH",0.4844444444444444,high,63.0,0.7937777777777777
F2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,THROM,0.6511627906976745,high,50.0,0.8604651162790697
