gene_symbol,n_diseases,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,mean_actionability,is_pediatric,is_category_a,meets_ngsr,inheritance_code,panels,pathogenic_fraction,clinical_actionability,n_pathogenic,combined_actionability
AKR1D1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,BIL,0.1074380165289256,high,9.0,0.4929752066115702
AKT2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,"GLY, DERM",0.4,medium,2.0,0.18500000000000003
AKT3,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,"SEIZ, DERM",0.4,high,8.0,0.24500000000000002
ALAS2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"AN_TH, IEM, HYPOTO",0.66,high,58.0,0.864
ALB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,THYR,0.1634615384615384,high,34.0,0.5153846153846153
ALDH18A1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.4262295081967213,high,46.0,0.6204918032786885
ALDH1A2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,,,,0.024999999999999998
ALDH3A2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SEIZ, HYPOTO, DERM",0.4393939393939394,high,44.0,0.7757575757575758
ALDH4A1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,0.2352941176470588,high,28.0,0.17911764705882352
ALDH5A1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,SEIZ,0.2268041237113402,high,40.0,0.6907216494845361
ALDOA,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.36,high,18.0,0.22899999999999998
ALDOB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,BIL,0.4482758620689655,high,36.0,0.7793103448275862
ALG1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.6451612903225806,high,26.0,0.7080645161290322
ALG11,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.3421052631578947,high,20.0,0.22184210526315787
ALG12,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.3055555555555556,high,12.0,0.5722222222222222
ALG2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"SEIZ, HYPOTO",0.1538461538461538,medium,6.0,0.08653846153846152
ALG3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.4333333333333333,high,22.0,0.6233333333333333
ALG6,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SEIZ, HYPOTO",0.2826086956521739,high,18.0,0.5630434782608695
ALG8,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"REN, SEIZ, HYPOTO",0.4418604651162791,high,30.0,0.6267441860465116
ALG9,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SEIZ, HYPOTO",0.0869565217391304,high,8.0,0.11978260869565216
ALMS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"HL, REN, SEIZ, DERM",0.3789173789173789,high,125.0,0.7515669515669515
ALOX12B,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.4561403508771929,high,42.0,0.6324561403508772
ALOXE3,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,DERM,0.3076923076923077,high,30.0,0.573076923076923
ALPL,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"SK, SEIZ",0.4838709677419355,high,60.0,0.7935483870967742
ALS2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.3444444444444444,high,54.0,0.7377777777777778
ALX4,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.1181102362204724,high,30.0,0.4972440944881889
AMACR,2,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"BIL, IEM, HYPOTO",0.14,high,12.0,0.14100000000000001
AMELX,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,DERM,0.7142857142857143,high,23.0,0.8857142857142857
AMN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,AN_TH,0.9545454545454546,high,12.0,0.8318181818181818
AMPD1,1,2.0,0.15,1.0,0.024999999999999998,0.024999999999999998,1,0,0,0.0,HYPOTO,0.3728813559322034,high,44.0,0.16415254237288135
AMT,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.6730769230769231,high,44.0,0.7192307692307692
ANK1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,BIL,0.3877551020408163,high,110.0,0.7551020408163265
ANK2,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,1,0,1,1.0,COND,0.305131761442441,high,212.0,0.36205270457697636
ANKH,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, SK",0.1296296296296296,high,30.0,0.6518518518518518
ANKRD1,2,2.0,0.5,2.0,0.13333333333333333,0.0875,0,0,1,1.0,"CHD, CM",0.2560975609756097,high,42.0,0.1824390243902439
ANKRD26,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,AN_TH,0.2057142857142857,high,34.0,0.5322857142857143
ANO10,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,,0.3508771929824561,high,36.0,0.5903508771929824
ANO5,2,3.0,1.0,3.0,0.75,0.4458333333333333,1,1,1,0.0,"SK, HYPOTO",0.3284671532846715,high,148.0,0.5813868613138686
ANTXR2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, DERM",0.2666666666666666,high,20.0,0.7066666666666667
AP1S3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,0.0,low,0.0,0.024999999999999998
AP3B1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"PULM, DERM",0.4064516129032258,high,63.0,0.6125806451612903
AP4M1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.6,high,20.0,0.32499999999999996
APC,2,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,,0.2542052144659377,high,1052.0,0.701682085786375
APOB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.696969696969697,high,373.0,0.8787878787878788
APOE,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,AN_TH,0.5789473684210527,high,34.0,0.2565789473684211
APP,1,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,1.0,,0.5392156862745098,high,49.0,0.4156862745098039
APRT,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,0.0,REN,0.40625,high,22.0,0.2825
APTX,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ, HYPOTO",0.3980582524271844,high,39.0,0.7592233009708738
AR,2,4.0,1.0,3.0,1.0,0.6666666666666666,1,1,1,2.0,HYPOTO,0.84472049689441,high,126.0,0.937888198757764
"AR, autosomal recessive; AD, autosomal dominant; XLR, X-linked recessive;XLR, X-linked dominant; yrs; years; BabySeq gene panels: AN_TH, anemia-thrombocytopenia; BIL, hyperbilirubinemia; BOW, bowel dysfunction; CHD, congenital heart disease; CM, cardiomyopathy; COND, cardiac conduction disease; DERM, dermatologic disease; GLY, hypoglycinemia; HL, hearing loss; HYPOTO, hypotonia; IEM, inborn errors of metabolism; REN, renal disorder; RESP, respiratory disorder; SEIZ, seizure; SK, skeletal dysplasia; THROM, thrombophilia; THYR, hypothyroidism.",0,0.0,0.5,0.0,0.0,0.0,0,0,0,-1.0,,,,,0.0
ARFGEF2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.3227513227513227,high,60.0,0.579100529100529
ARG1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5833333333333334,high,24.0,0.8333333333333334
ARHGAP31,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,SK,0.2162162162162162,high,32.0,0.11148648648648649
ARHGEF9,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,2.0,SEIZ,0.4444444444444444,high,10.0,0.2627777777777778
ARID1A,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,SEIZ,0.5,high,30.0,0.28500000000000003
ARID1B,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.6194331983805668,high,141.0,0.6977732793522267
ARL13B,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"REN, SEIZ",0.3529411764705882,high,16.0,0.1661764705882353
ARMC4,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,PULM,,,,0.44999999999999996
ARSA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ, HYPOTO",0.6415094339622641,high,142.0,0.8566037735849057
ARSB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.2401746724890829,high,37.0,0.6960698689956332
ARSE,1,3.0,0.6,1.0,0.15,0.15,1,0,0,2.0,SK,,,,0.09
ARX,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"SEIZ, HYPOTO",0.6805555555555556,high,129.0,0.8722222222222222
ASCL1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,PULM,0.0666666666666666,low,2.0,0.05166666666666664
ASL,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.7164179104477612,high,64.0,0.8865671641791044
ASNS,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,0.8571428571428571,high,8.0,0.4278571428571428
ASPA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ, HYPOTO",0.7241379310344828,high,22.0,0.8896551724137931
ASS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5760869565217391,high,66.0,0.8304347826086956
ATIC,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,,0.6666666666666666,medium,4.0,0.2916666666666667
ATM,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.4383954154727794,high,1563.0,0.7753581661891118
ATN1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,SEIZ,0.5,high,10.0,0.28500000000000003
ATP1A2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,,0.277602523659306,high,70.0,0.5610410094637224
ATP1A3,1,3.0,0.6,1.0,0.15,0.15,1,0,0,1.0,SEIZ,0.6986301369863014,high,72.0,0.3694520547945206
ATP2A1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.4318181818181818,high,33.0,0.6227272727272727
ATP6AP2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,2.0,SEIZ,0.3478260869565217,high,16.0,0.22413043478260866
ATP6V0A2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"SK, SEIZ, HYPOTO, DERM",0.2226720647773279,high,49.0,0.5390688259109311
ATP6V1B1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"HL, REN",0.360655737704918,high,38.0,0.5942622950819672
ATP7A,3,4.0,1.0,3.0,1.0,0.6805555555555555,1,1,1,2.0,"IEM, SEIZ, HYPOTO",0.7142857142857143,high,198.0,0.8857142857142857
ATP7B,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, IEM",0.5776892430278885,high,184.0,0.8310756972111554
ATP8B1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,BIL,0.3607305936073059,high,71.0,0.7442922374429224
ATR,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,0.3265306122448979,high,92.0,0.21561224489795916
ATRX,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,"AN_TH, SEIZ",0.5714285714285714,high,114.0,0.8285714285714285
AUH,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, HYPOTO",0.3658536585365853,high,24.0,0.5963414634146341
AVPR2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,"REN, SEIZ",0.8043478260869565,high,46.0,0.9217391304347826
AXL,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,,,,0.024999999999999998
B3GALTL,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"THYR, HYPOTO",,,,0.44999999999999996
B3GAT3,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,"SK, HYPOTO",0.75,medium,4.0,0.385
B4GALT1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"SEIZ, HYPOTO",0.0625,medium,4.0,0.05
B9D2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,REN,0.3529411764705882,high,6.0,0.1661764705882353
BAAT,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"BIL, AN_TH",0.0952380952380952,high,12.0,0.488095238095238
BAG3,2,3.0,0.85,2.0,0.3,0.22083333333333333,1,0,1,1.0,"CM, HYPOTO",0.4662162162162162,high,122.0,0.36648648648648646
BANF1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,DERM,0.0,low,0.0,0.08499999999999999
BARD1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,0.346058091286307,high,361.0,0.16342323651452278
BBS1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,REN,0.4729729729729729,high,60.0,0.7891891891891891
BBS10,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,REN,0.425,high,52.0,0.77
BBS12,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,REN,0.3333333333333333,high,34.0,0.7333333333333333
BBS2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,REN,0.5393258426966292,high,74.0,0.8157303370786517
BBS4,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,REN,0.3691275167785235,high,48.0,0.7476510067114094
BBS5,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.5789473684210527,high,13.0,0.6815789473684211
BBS7,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.3559322033898305,high,28.0,0.5923728813559321
BBS9,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,REN,0.3380281690140845,high,54.0,0.5852112676056338
BCKDHA,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.5714285714285714,high,74.0,0.8285714285714285
BCKDHB,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, SEIZ",0.4472727272727272,high,77.0,0.7789090909090909
BCL9,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,1.0,high,10.0,0.42500000000000004
BCS1L,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,,0.6938775510204082,high,48.0,0.8775510204081632
BDNF,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,PULM,0.1818181818181818,low,2.0,0.09772727272727272
BICD2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,HYPOTO,0.8333333333333334,high,14.0,0.7833333333333333
BIN1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.2926829268292683,high,46.0,0.5670731707317073
BLM,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,DERM,0.4818652849740932,high,160.0,0.7927461139896372
BLOC1S3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"PULM, DERM",0.2666666666666666,medium,8.0,0.13166666666666665
BLOC1S6,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"PULM, DERM",0.1428571428571428,low,2.0,0.08214285714285711
BMPR1A,2,4.0,1.0,3.0,1.0,0.5208333333333334,1,1,1,1.0,CHD,0.4427966101694915,high,185.0,0.7771186440677966
BMPR2,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,1,0,1,1.0,"CHD, PULM",0.2705882352941176,high,80.0,0.348235294117647
BNC2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,0.0,low,0.0,0.024999999999999998
BPGM,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,AN_TH,1.0,medium,4.0,0.42500000000000004
BRAF,2,4.0,1.0,3.0,1.0,0.5708333333333333,1,1,1,1.0,"AN_TH, CHD, SEIZ, DERM",0.5045045045045045,high,136.0,0.8018018018018018
BRCA1,1,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,1.0,AN_TH,0.6744915511484367,high,6330.0,0.46979662045937465
BRCA2,2,4.0,1.0,3.0,1.0,0.6,1,1,1,1.0,AN_TH,0.6932331979462028,high,8788.0,0.8772932791784811
BSCL2,2,4.0,1.0,3.0,1.0,0.575,1,1,1,1.0,HYPOTO,0.5374149659863946,high,75.0,0.8149659863945579
BSND,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"HL, REN",0.392156862745098,high,30.0,0.6068627450980392
BTD,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"IEM, GLY, SEIZ",0.779874213836478,high,142.0,0.9119496855345912
BTK,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,,0.9102564102564102,high,116.0,0.9641025641025641
BVES,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CHD,,,,0.024999999999999998
C10ORF2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"IEM, SEIZ, HYPOTO",,,,0.44999999999999996
C15ORF41,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"BIL, AN_TH",,,,0.024999999999999998
C3,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,0.0,"BIL, THROM, AN_TH, REN",0.4230769230769231,high,38.0,0.28923076923076924
CA2,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"REN, SK",0.3333333333333333,high,18.0,0.7333333333333333
CACNA1A,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,SEIZ,0.5728155339805825,high,147.0,0.829126213592233
CACNA1C,1,2.0,0.4,2.0,0.13333333333333333,0.13333333333333333,1,0,1,1.0,"COND, GLY, SEIZ",0.4070278184480234,high,268.0,0.24281112737920935
CACNA1D,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,HL,0.1927710843373494,high,12.0,0.10210843373493976
CACNA1F,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,SEIZ,0.5294117647058824,high,45.0,0.8117647058823529
CACNA1S,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,,0.2620320855614973,high,94.0,0.12981283422459894
CACNA2D1,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,COND,0.0566037735849056,medium,2.0,0.04764150943396224
CACNB2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,COND,0.1862745098039215,high,38.0,0.0995098039215686
CAPN3,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HYPOTO,0.5765472312703583,high,284.0,0.8306188925081434
CARS2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,SEIZ,0.75,medium,4.0,0.32500000000000007
CASK,1,3.0,1.0,3.0,0.75,0.75,1,1,1,3.0,"CHD, SEIZ",0.6951219512195121,high,100.0,0.7280487804878049
CASP10,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,AN_TH,0.125,high,22.0,0.135
CASQ2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"CM, COND",0.3053435114503817,high,64.0,0.5721374045801526
CAV3,5,4.0,1.0,3.0,1.0,0.445,1,1,1,1.0,"CM, COND, HYPOTO",0.3282442748091603,high,76.0,0.7312977099236642
CBL,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,CHD,0.2248628884826325,high,111.0,0.539945155393053
CBS,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"THROM, IEM",0.4970414201183432,high,118.0,0.7988165680473372
CC2D2A,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"BIL, REN, SK, SEIZ",0.6465116279069767,high,226.0,0.7086046511627906
CCDC103,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,PULM,,,,0.08499999999999999
CCDC39,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,PULM,0.3565217391304348,high,80.0,0.5926086956521739
CCDC40,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,PULM,0.3489096573208722,high,108.0,0.5895638629283488
CCDC50,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,HL,0.1470588235294117,high,10.0,0.08382352941176467
CCDC78,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,HYPOTO,0.0512820512820512,low,2.0,0.045512820512820476
CCDC88C,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,0.1621621621621621,high,8.0,0.14986486486486483
CD2AP,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,REN,0.0485436893203883,high,10.0,0.10441747572815531
CD36,1,3.0,0.2,1.0,0.05000000000000001,0.05000000000000001,1,0,0,0.0,AN_TH,0.3406593406593406,high,23.0,0.16626373626373625
CD40LG,1,4.0,1.0,3.0,1.0,1.0,1,1,1,2.0,AN_TH,0.8695652173913043,high,28.0,0.9478260869565217
CD46,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,0.0,"BIL, THROM, AN_TH, REN",0.2702702702702703,high,16.0,0.2281081081081081
CD96,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,DERM,0.1428571428571428,medium,9.0,0.14214285714285713
CDAN1,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, AN_TH",0.2804878048780488,high,34.0,0.7121951219512195
CDAN3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,AN_TH,,,,0.024999999999999998
CDH1,2,4.0,0.6,2.0,0.39999999999999997,0.22083333333333333,1,0,1,1.0,,0.3135245901639344,high,433.0,0.36540983606557376
CDH23,2,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,HL,0.4288,high,502.0,0.77152
CDK5RAP2,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,0.3424657534246575,high,94.0,0.221986301369863
CDKL5,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,SEIZ,0.6286149162861492,high,295.0,0.8514459665144596
CDKN1C,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"THYR, GLY, SK",0.56,high,74.0,0.8240000000000001
CDKN2A,1,4.0,0.6,2.0,0.39999999999999997,0.39999999999999997,0,0,1,1.0,,0.5508982035928144,high,140.0,0.46035928143712573
CDON,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,SEIZ,0.0432098765432098,high,12.0,0.10228395061728392
CDSN,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,DERM,0.7692307692307693,high,10.0,0.7576923076923077
CDT1,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,HYPOTO,0.2702702702702703,high,16.0,0.1931081081081081
CEACAM16,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,1.0,HL,0.25,high,12.0,0.185
CENPJ,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,SEIZ,,,,0.08499999999999999
CEP152,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,SEIZ,0.4098360655737705,high,90.0,0.6139344262295081
CEP290,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,"REN, SK, SEIZ",0.5464098073555166,high,262.0,0.6685639229422066
CEP41,1,2.0,0.85,1.0,0.14166666666666666,0.14166666666666666,1,0,0,0.0,REN,0.1529411764705882,high,26.0,0.14617647058823527
CFB,1,2.0,0.4,1.0,0.06666666666666667,0.06666666666666667,1,0,0,1.0,"BIL, THROM, AN_TH, REN",0.3333333333333333,high,32.0,0.17333333333333334
CFC1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,CHD,0.2307692307692307,medium,6.0,0.5423076923076923
CFD,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,AN_TH,0.5,medium,4.0,0.225
CFH,1,4.0,0.6,1.0,0.19999999999999998,0.19999999999999998,1,0,0,0.0,"BIL, THROM, AN_TH, REN",0.3448275862068966,high,52.0,0.2579310344827586
CFHR1,1,2.0,0.4,1.0,0.06666666666666667,0.06666666666666667,1,0,0,0.0,"BIL, AN_TH, REN",0.1935483870967742,medium,6.0,0.11741935483870969
CFHR3,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,0.0,"BIL, AN_TH, REN",0.2307692307692307,medium,6.0,0.11730769230769228
CFHR4,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,-1.0,AN_TH,0.0,low,0.0,0.024999999999999998
CFHR5,1,2.0,0.4,1.0,0.06666666666666667,0.06666666666666667,1,0,0,1.0,"THROM, AN_TH, REN",0.2619047619047619,high,22.0,0.14476190476190479
CFI,1,3.0,0.6,1.0,0.15,0.15,1,0,0,0.0,"BIL, THROM, AN_TH, REN",0.3725490196078431,high,36.0,0.23901960784313725
CFL2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.0967741935483871,medium,6.0,0.4887096774193548
CFP,1,3.0,1.0,3.0,0.75,0.75,1,1,1,2.0,,0.6666666666666666,medium,8.0,0.7166666666666666
CFTR,1,4.0,1.0,3.0,1.0,1.0,1,1,1,0.0,"BIL, PULM, BOW",0.6865046102263203,high,1434.0,0.8746018440905281
CHAT,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.3272727272727272,high,20.0,0.5809090909090908
CHD2,1,3.0,1.0,3.0,0.75,0.75,1,1,1,1.0,SEIZ,0.5825242718446602,high,56.0,0.683009708737864
CHD7,1,4.0,1.0,3.0,1.0,1.0,1,1,1,1.0,"HL, CHD, HYPOTO",0.583743842364532,high,453.0,0.8334975369458129
CHEK2,1,3.0,0.2,1.0,0.05000000000000001,0.05000000000000001,0,0,0,1.0,,0.3814345991561181,high,318.0,0.18257383966244725
CHKB,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.6666666666666666,high,24.0,0.7166666666666666
CHM,1,4.0,1.0,3.0,1.0,1.0,1,1,1,3.0,,0.7777777777777778,high,41.0,0.9111111111111111
CHRM2,1,1.0,0.5,1.0,0.041666666666666664,0.041666666666666664,1,0,0,1.0,CM,0.125,low,2.0,0.075
CHRNA1,1,3.0,1.0,3.0,0.75,0.75,1,1,1,0.0,HYPOTO,0.5625,high,64.0,0.6749999999999999
