gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
BIK,1.8428e-06,1.2671,1.838,-0.54037,0,0
SCNM1,1.8424e-06,0.7053,0.992,0.47466,0,0
YRDC,1.8417e-06,0.85781,1.259,-1.219,0,0
TIMM23B,1.8411e-06,0.85783,1.259,0.57798,0,0
HOXA7,1.8404e-06,1.0401,1.572,-0.44686,0,0
RBP1,1.8399e-06,0.9065,1.344,0.067798,0,0
EFNA2,1.8385e-06,0.9659,1.447,-0.53744,0,0
CYP3A4,1.8249e-06,0.60632,0.818,1.7594,0,0
TMEM121B,1.8203e-06,1.2692,1.839,-3.9374,0,0
HIBADH,1.8194e-06,0.78339,1.128,-0.016545,0,0
EXOC6B,1.8167e-06,0.53339,0.688,2.1536,0,0
ADRA1B,1.8158e-06,0.96704,1.449,-0.96775,0,0
ADH4,1.8113e-06,0.75399,1.077,-0.24816,0,0
ZNF174,1.8072e-06,0.68646,0.959,0.52437,0,0
BEAN1,1.8014e-06,0.96776,1.45,0.076155,0,0
GSS,1.795e-06,0.60671,0.819,1.8313,0,0
THEMIS2,1.7947e-06,0.61678,0.837,1.8215,0,0
TRIM5,1.7911e-06,0.72884,1.033,0.073201,0,0
TRAIP,1.7835e-06,0.56208,0.739,1.8702,0,0
TAF1B,1.7732e-06,0.55658,0.73,0.92082,0,0
PIGV,1.771e-06,0.65439,0.902,1.4008,0,0
VAC14,1.7656e-06,0.53001,0.681,2.0166,0,0
CFAP410,1.7639e-06,0.96968,1.453,-1.8237,0,0
TNFSF12-TNFSF13,1.7586e-06,0.64082,0.879,-0.23785,0,0
NEURL2,1.7584e-06,1.0451,1.579,0.32928,0,0
C10ORF88,1.7578e-06,0.72968,1.034,0.39334,0,0
SLC46A3,1.7565e-06,0.65465,0.903,0.94475,0,0
CEP20,1.7546e-06,1.0453,1.579,-0.18552,0,0
CAVIN3,1.7539e-06,1.7758,1.958,-2.2938,0,0
PCDHGB1,1.7422e-06,0.58213,0.775,-0.078474,0,0
KRT31,1.7393e-06,0.64114,0.879,0.75909,0,0
NRM,1.7294e-06,0.86213,1.265,1.8922,0,0
EPGN,1.724e-06,0.97177,1.456,-0.26831,0,0
SNX5,1.7121e-06,0.70828,0.996,-0.12783,0,0
TRAF7,1.7117e-06,0.52685,0.675,2.7873,0,0
MRPL44,1.7086e-06,0.82176,1.194,0.19178,0,0
CRIP3,1.7078e-06,0.73097,1.036,-0.012232,0,0
C1QL1,1.7075e-06,1.1465,1.723,-0.041812,0,0
RGP1,1.7064e-06,0.6417,0.88,1.5537,0,0
MYO16,1.7042e-06,0.47434,0.577,-0.27074,0,0
CAPS,1.6965e-06,0.97325,1.458,-0.25936,0,0
CKLF-CMTM1,1.6945e-06,1.2816,1.847,0.93689,0,0
ZNF700,1.6888e-06,0.55738,0.731,0.7384,0,0
GNE,1.6876e-06,0.60818,0.821,4.0011,0,0
MED27,1.6864e-06,0.75751,1.082,1.7299,0,0
CDK3,1.6832e-06,0.7576,1.082,0.90122,0,0
TMEM52,1.6773e-06,1.2834,1.848,-1.1958,0,0
PYCR1,1.677e-06,0.86426,1.268,-0.10303,0,0
KRT13,1.6731e-06,0.65618,0.905,0.32728,0,0
CTF1,1.6729e-06,1.7936,1.959,-2.2418,0,0
ACY3,1.6724e-06,0.82307,1.196,0.034173,0,0
MYF5,1.6674e-06,0.86465,1.269,-0.081277,0,0
TMEM179,1.6607e-06,0.97521,1.461,0.29758,0,0
PLD1,1.6495e-06,0.60873,0.822,0.59664,0,0
FLOT2,1.644e-06,0.59105,0.79,1.9096,0,0
PAN2,1.6351e-06,0.48328,0.594,4.8474,0,0
EIF4E1B,1.6195e-06,0.75951,1.085,-0.19488,0,0
CALCR,1.6157e-06,0.73345,1.039,0.83346,0,0
OR10H3,1.6139e-06,1.2902,1.852,0.015679,0,0
AMPH,1.6051e-06,0.53909,0.697,1.1391,0,0
NAA38,1.6005e-06,1.1553,1.732,-0.058182,0,0
IFNL2,1.5954e-06,0.91774,1.361,0.6312,0,0
SCGB2B2,1.5927e-06,1.4918,1.926,0.46962,0,0
BCAP29,1.5904e-06,1.0561,1.594,-0.35386,0,0
IQCM,1.5897e-06,0.91803,1.361,0.49985,0,0
SPATS2,1.5893e-06,0.5768,0.765,1.4642,0,0
STEAP2,1.5892e-06,0.61988,0.841,1.4289,0,0
CIB2,1.5892e-06,0.86799,1.274,0.64344,0,0
SERPINB13,1.5825e-06,0.79104,1.139,-0.053566,0,0
STX2,1.5773e-06,0.73453,1.041,0.80568,0,0
GRWD1,1.565e-06,0.63163,0.861,0.60247,0,0
SHISA5,1.5594e-06,0.79185,1.14,0.18953,0,0
ALG11,1.5591e-06,0.65842,0.908,1.1209,0,0
ZNF480,1.5572e-06,1.159,1.736,0.82116,0,0
CCN5,1.5551e-06,0.98128,1.47,-0.83267,0,0
SYT12,1.5504e-06,0.6586,0.908,0.82279,0,0
MAP4K3,1.5366e-06,0.59249,0.792,0.2601,0,0
LDLRAD1,1.5269e-06,0.79301,1.142,-0.15537,0,0
COMMD3-BMI1,1.5266e-06,0.57756,0.766,1.8395,0,0
GFRAL,1.5186e-06,0.82902,1.205,-0.17449,0,0
KATNAL1,1.5171e-06,0.64516,0.885,1.8605,0,0
GAN,1.5123e-06,0.62115,0.842,-2.0202,0,0
CYP1B1,1.5114e-06,0.76295,1.089,-2.0908,0,0
IFNL3,1.5048e-06,0.98434,1.474,-0.11583,0,0
AMZ2,1.5011e-06,0.71366,1.004,0.92246,0,0
SLC7A8,1.5009e-06,0.59299,0.793,1.3086,0,0
CASP5,1.5001e-06,0.7368,1.044,0.4677,0,0
RBKS,1.4931e-06,0.87235,1.28,0.79188,0,0
SRD5A3,1.4849e-06,0.71411,1.004,0.62996,0,0
CENPU,1.4839e-06,0.83045,1.207,-0.094086,0,0
SLAIN2,1.482e-06,0.62167,0.843,-0.92251,0,0
CTSD,1.4812e-06,0.64587,0.886,1.2419,0,0
AQP11,1.4795e-06,1.1661,1.743,-0.23682,0,0
CRISP3,1.4732e-06,0.98633,1.477,-0.0080466,0,0
SERPINB10,1.4713e-06,0.73768,1.045,-0.78659,0,0
OTUD6B,1.4689e-06,0.9866,1.478,-0.26311,0,0
TMEM259,1.4641e-06,0.69433,0.97,-2.0836,0,0
PRPSAP1,1.461e-06,0.76465,1.092,1.26,0,0
NPTX2,1.4596e-06,0.7647,1.092,-0.24254,0,0
DOC2B,1.4579e-06,0.92495,1.371,-1.3442,0,0
CEACAM1,1.4567e-06,0.61171,0.826,1.4314,0,0
H2BC13,1.4534e-06,1.8484,1.962,0.32452,0,0
CFAP77,1.4488e-06,0.76507,1.092,0.21054,0,0
YIF1B,1.4449e-06,0.71524,1.006,0.93704,0,0
OR5K4,1.4436e-06,1.3102,1.862,-0.57697,0,0
UBTD1,1.4412e-06,0.87483,1.284,0.72829,0,0
PHYH,1.4384e-06,0.79633,1.147,0.45192,0,0
ATRIP,1.4374e-06,0.545,0.707,0.4195,0,0
GNRH2,1.4259e-06,1.1712,1.748,0.091899,0,0
GPR151,1.4249e-06,0.79686,1.147,0.36525,0,0
MYOD1,1.424e-06,1.1714,1.749,-1.4255,0,0
DBX2,1.4229e-06,1.0685,1.61,-2.8171,0,0
FAM228B,1.4176e-06,0.92721,1.375,0.49802,0,0
CPVL,1.414e-06,0.69565,0.972,0.52226,0,0
STK19,1.4096e-06,0.73963,1.048,0.67035,0,0
ANKRD39,1.4079e-06,0.92777,1.375,-0.14134,0,0
SLC35G6,1.4056e-06,0.9279,1.376,1.0376,0,0
LETMD1,1.4051e-06,0.69589,0.972,0.78169,0,0
DIO2,1.405e-06,0.87662,1.286,0.92039,0,0
SLC44A5,1.4031e-06,0.63464,0.865,1.1758,0,0
SLC16A10,1.4027e-06,0.66181,0.913,1.9888,0,0
ZNF107,1.4008e-06,1.5242,1.932,0.36894,0,0
ZDHHC16,1.3974e-06,0.59452,0.795,1.4559,0,0
PRAMEF14,1.3969e-06,0.71664,1.008,0.7742,0,0
MMP7,1.3956e-06,0.76695,1.095,-0.48441,0,0
HDDC3,1.3823e-06,0.99231,1.486,-0.73107,0,0
VPS72,1.3801e-06,0.66233,0.913,2.3379,0,0
ITPRID2,1.3766e-06,0.50646,0.637,-0.010525,0,0
ONECUT3,1.3739e-06,1.5292,1.933,-3.2801,0,0
RUSC1,1.3701e-06,0.5504,0.716,0.8753,0,0
CACHD1,1.3473e-06,0.50438,0.633,2.3429,0,0
ZSWIM1,1.3452e-06,0.74176,1.051,1.7307,0,0
GPLD1,1.3446e-06,0.61365,0.828,0.52774,0,0
PRR29,1.3424e-06,0.87985,1.291,0.044677,0,0
AKT1S1,1.3423e-06,0.99509,1.49,-1.5434,0,0
SEC22C,1.3391e-06,0.76903,1.098,0.94537,0,0
LMBR1,1.3374e-06,0.93192,1.381,-0.084758,0,0
TFB1M,1.3285e-06,0.76944,1.099,0.74012,0,0
PRDM15,1.3284e-06,0.49096,0.608,3.1503,0,0
CA4,1.3264e-06,0.69808,0.975,0.13739,0,0
PLA2G12B,1.3261e-06,0.88072,1.292,1.4574,0,0
UNC50,1.3259e-06,0.71881,1.011,1.5179,0,0
PRMT6,1.315e-06,0.7428,1.052,0.27969,0,0
GPN2,1.3087e-06,0.83831,1.218,-0.0048766,0,0
DPH5,1.2937e-06,0.88248,1.295,0.75845,0,0
STEAP1,1.287e-06,0.74379,1.054,1.361,0,0
ADH1B,1.2869e-06,0.72005,1.013,0.80857,0,0
CD68,1.2863e-06,0.72008,1.013,0.11445,0,0
FBXO15,1.2855e-06,0.59631,0.797,0.79419,0,0
DDHD2,1.2846e-06,0.57405,0.758,1.7398,0,0
CRAMP1,1.2806e-06,0.53046,0.68,-0.74244,0,0
PIKFYVE,1.2773e-06,0.44798,0.523,3.5575,0,0
C3,1.2692e-06,0.45669,0.541,4.4464,0,0
CARNMT1,1.2644e-06,0.80356,1.157,0.30678,0,0
IFITM10,1.2637e-06,1.0008,1.498,-0.3143,0,0
IGSF6,1.2611e-06,1.1886,1.765,0.3617,0,0
FAM3B,1.2532e-06,0.84104,1.222,0.55573,0,0
ZFAND2B,1.251e-06,0.6655,0.918,0.89251,0,0
GSTM3,1.2495e-06,0.84123,1.222,0.32532,0,0
BRME1,1.2487e-06,0.60577,0.814,0.78937,0,0
RNF166,1.2468e-06,0.88511,1.299,-1.4708,0,0
ABCC1,1.2436e-06,0.46831,0.564,2.0321,0,0
PNPLA5,1.2435e-06,0.72149,1.015,-1.0586,0,0
TRA2A,1.24e-06,0.70066,0.979,1.6331,0,0
SPRY1,1.2335e-06,0.84205,1.224,-0.64648,0,0
PIGP,1.2246e-06,1.5595,1.937,0.16505,0,0
C22ORF42,1.2217e-06,0.7737,1.105,0.96897,0,0
HSPB6,1.2214e-06,1.5602,1.938,-1.4343,0,0
OXGR1,1.2165e-06,1.0045,1.504,0.56073,0,0
CCDC181,1.2161e-06,0.6268,0.85,1.2634,0,0
MTMR14,1.2144e-06,0.53112,0.681,1.0931,0,0
KRT17,1.2138e-06,0.63868,0.871,0.84319,0,0
LLCFC1,1.209e-06,1.3431,1.878,-0.21633,0,0
P4HTM,1.2041e-06,0.6066,0.815,1.8747,0,0
TWNK,1.2032e-06,0.57526,0.76,2.5901,0,0
C2ORF80,1.1937e-06,0.88823,1.303,0.53212,0,0
TTC4,1.1908e-06,0.62735,0.851,0.93535,0,0
TRAFD1,1.1898e-06,0.56909,0.749,1.577,0,0
C1ORF50,1.1784e-06,1.0075,1.508,-0.99023,0,0
ARHGAP11A,1.1732e-06,0.59829,0.8,1.608,0,0
CCNP,1.1726e-06,0.9427,1.397,-0.43687,0,0
COA8,1.1686e-06,0.88976,1.305,-1.074,0,0
SFT2D1,1.1675e-06,1.0084,1.509,-0.062676,0,0
NIF3L1,1.1666e-06,0.72418,1.018,0.61647,0,0
C5ORF47,1.1652e-06,1.9411,1.967,-1.596,0,0
C14ORF39,1.1618e-06,0.89018,1.306,-0.5849,0,0
KLHL5,1.1595e-06,0.54814,0.711,2.1287,0,0
ZBTB48,1.1541e-06,0.56368,0.739,1.055,0,0
TNKS,1.1512e-06,0.5082,0.639,-0.27589,0,0
MICU3,1.1439e-06,1.3536,1.883,-3.7124,0,0
GPRC5C,1.1419e-06,0.77716,1.11,0.68196,0,0
PANX1,1.1418e-06,0.70384,0.983,-0.035264,0,0
GNB1L,1.1408e-06,0.72513,1.02,0.93229,0,0
VAT1,1.1399e-06,0.72516,1.02,1.5325,0,0
HACD4,1.1274e-06,1.2048,1.78,-0.89,0,0
MDH2,1.1219e-06,0.70452,0.984,0.34026,0,0
HAGH,1.1212e-06,0.94641,1.403,-0.52883,0,0
RAB31,1.1162e-06,1.0128,1.516,0.46784,0,0
FOXR1,1.1143e-06,0.70479,0.984,0.06672,0,0
MYOT,1.1112e-06,0.66937,0.923,1.6631,0,0
DUSP19,1.1108e-06,1.0133,1.516,0.24588,0,0
AHRR,1.1095e-06,0.65454,0.897,-0.81612,0,0
CD55,1.1051e-06,0.84905,1.234,0.32192,0,0
ARAP1,1.1045e-06,0.47277,0.572,1.8747,0,0
ZFP30,1.1043e-06,0.89385,1.311,1.1654,0,0
TMTC3,1.0951e-06,0.55382,0.721,2.0602,0,0
SAMSN1,1.0946e-06,0.77933,1.113,-0.057998,0,0
TSSK4,1.0884e-06,0.72712,1.023,1.8931,0,0
FBXO44,1.0856e-06,0.7058,0.986,0.90156,0,0
C5ORF22,1.0824e-06,0.67023,0.924,0.86528,0,0
LYZ,1.081e-06,1.1001,1.652,1.0666,0,0
TEX47,1.0758e-06,0.94985,1.408,0.2804,0,0
PRKRIP1,1.0724e-06,0.89598,1.315,-0.02794,0,0
PRDX5,1.0707e-06,0.85108,1.237,0.81878,0,0
RLBP1,1.0689e-06,0.68745,0.954,0.01579,0,0
CFAP45,1.0658e-06,0.54938,0.713,0.65888,0,0
SLC31A2,1.0641e-06,1.102,1.654,1.1077,0,0
ARPC1B,1.063e-06,0.64242,0.876,0.86139,0,0
PGM2,1.06e-06,0.81361,1.172,0.87159,0,0
DRAM2,1.0566e-06,0.78116,1.115,0.39663,0,0
ZNF624,1.0511e-06,0.54958,0.713,2.9322,0,0
NAA40,1.0508e-06,0.68806,0.955,1.7038,0,0
PMM1,1.0505e-06,0.75322,1.067,0.78498,0,0
KLK13,1.0496e-06,0.85237,1.239,0.84207,0,0
CCDC174,1.049e-06,0.67127,0.926,0.83417,0,0
TLR9,1.0483e-06,0.78157,1.116,3.1255,0,0
STARD7,1.0458e-06,0.68823,0.955,-0.1505,0,0
MMP15,1.0375e-06,0.578,0.763,0.93604,0,0
POC1A,1.0342e-06,0.70769,0.988,1.266,0,0
MYF6,1.0332e-06,0.85338,1.24,0.10878,0,0
UPK3B,1.0306e-06,0.85354,1.24,0.33568,0,0
SIX2,1.0297e-06,0.8536,1.24,1.0655,0,0
CEMIP2,1.0274e-06,0.48117,0.588,1.4422,0,0
PPCDC,1.0274e-06,0.8991,1.319,0.74667,0,0
SLC25A15,1.026e-06,0.72964,1.026,1.3292,0,0
RERG,1.0222e-06,1.0214,1.528,-0.088827,0,0
KLHL7,1.0222e-06,0.59297,0.789,5.0385,0,0
POLR3G,1.0206e-06,0.8158,1.175,0.52067,0,0
ACP2,1.017e-06,0.60141,0.804,1.3402,0,0
A3GALT2,1.0169e-06,1.0219,1.529,-4.0799,0,0
UTP18,1.0128e-06,0.62061,0.838,-0.58191,0,0
PRAMEF15,1.0111e-06,0.81634,1.176,0.97457,0,0
BGLAP,1.0032e-06,1.222,1.795,0.34834,0,0
ABHD18,1.0028e-06,0.73062,1.028,0.33876,0,0
PRDX1,9.9753e-07,0.90126,1.322,0.52088,0,0
ADAMTS4,9.9457e-07,0.56055,0.732,1.3266,0,0
PDLIM3,9.9167e-07,0.75593,1.071,0.74665,0,0
TSPAN16,9.8496e-07,0.81785,1.178,0.81071,0,0
CDK11B,9.8271e-07,0.65825,0.902,2.4953,0,0
REG1B,9.8205e-07,0.95749,1.419,-0.93256,0,0
STBD1,9.7892e-07,1.1119,1.666,0.52828,0,0
MRPL11,9.7443e-07,1.0261,1.535,-0.20844,0,0
TRABD,9.6574e-07,0.67401,0.929,0.77758,0,0
CENPS-CORT,9.62e-07,1.0274,1.536,-0.026152,0,0
POMK,9.6147e-07,0.78607,1.122,0.75433,0,0
NPY5R,9.6098e-07,0.81928,1.18,1.0507,0,0
LYPLAL1,9.596e-07,1.2287,1.801,-1.6579,0,0
TRIM64C,9.5859e-07,0.78623,1.123,0.555,0,0
ZNF354B,9.5595e-07,0.81959,1.18,1.5664,0,0
SERPINB2,9.5489e-07,0.73272,1.03,-0.33248,0,0
EPOP,9.5437e-07,1.3892,1.896,-2.1295,0,0
PPP4R4,9.5292e-07,0.55103,0.715,1.873,0,0
ABRA,9.4717e-07,0.71114,0.993,0.27635,0,0
UTP6,9.4274e-07,0.52728,0.672,1.4496,0,0
CDCA2,9.4051e-07,0.62245,0.84,0.14446,0,0
FCER1A,9.3641e-07,0.96152,1.425,-0.041667,0,0
PGLYRP1,9.3441e-07,0.9617,1.425,0.3383,0,0
IRX1,9.3376e-07,0.7876,1.125,-1.8476,0,0
NUP93,9.3371e-07,0.5274,0.673,1.6118,0,0
PTPN23,9.3323e-07,0.47588,0.577,1.6989,0,0
MIF4GD,9.3231e-07,0.78768,1.125,0.69299,0,0
ZNF430,9.312e-07,0.61257,0.823,1.3863,0,0
PCSK7,9.311e-07,0.64619,0.881,2.1121,0,0
MED20,9.308e-07,0.90636,1.33,1.3418,0,0
PDP2,9.2777e-07,0.69255,0.961,1.7025,0,0
H4C13,9.2571e-07,2.0472,1.97,-0.31636,0,0
TMEM267,9.2491e-07,0.96257,1.426,0.65953,0,0
USP39,9.2464e-07,0.56742,0.744,1.5646,0,0
MGME1,9.2408e-07,0.67548,0.932,0.67804,0,0
LAIR1,9.1917e-07,0.73437,1.033,-0.12693,0,0
CAPN7,9.1158e-07,0.6468,0.882,0.026175,0,0
RHEX,9.1142e-07,1.0328,1.544,0.81322,0,0
ZNF177,9.0695e-07,0.90828,1.333,-0.6664,0,0
KY,9.0457e-07,0.58056,0.767,1.6862,0,0
PRB1,9.0279e-07,1.1216,1.678,-2.4311,0,0
TAFA4,8.9848e-07,0.90897,1.334,-0.53546,0,0
SLC25A30,8.9523e-07,0.76079,1.078,1.5399,0,0
WBP2,8.9376e-07,0.76086,1.078,-0.080367,0,0
DPP9,8.931e-07,0.51322,0.647,1.4404,0,0
NKX6-2,8.897e-07,1.1234,1.68,-1.8227,0,0
HMCES,8.8962e-07,0.67675,0.933,0.89754,0,0
ANO1,8.8688e-07,0.49781,0.618,2.4386,0,0
AKR1C2,8.8515e-07,0.736,1.035,0.93379,0,0
KHDC1,8.8469e-07,0.82411,1.187,0.74354,0,0
HOXA9,8.8059e-07,0.96675,1.433,-1.4454,0,0
FAAP24,8.7894e-07,0.91061,1.336,0.97249,0,0
NR2F6,8.7258e-07,0.86438,1.256,-0.97621,0,0
IRAK1BP1,8.7251e-07,0.86439,1.256,-0.029967,0,0
C19ORF81,8.7046e-07,0.91133,1.337,-0.33619,0,0
FKBP11,8.6824e-07,0.82521,1.188,0.33348,0,0
RIT2,8.6808e-07,1.1264,1.684,0.45823,0,0
HSF1,8.6609e-07,0.64827,0.884,-0.37989,0,0
SLC11A2,8.6394e-07,0.58864,0.78,2.781,0,0
SLC8A3,8.5972e-07,0.59657,0.794,1.2804,0,0
ITPRIPL1,8.5899e-07,0.6624,0.908,1.2931,0,0
RAB32,8.5505e-07,0.91266,1.339,0.15918,0,0
MTHFD2L,8.5503e-07,0.82611,1.19,-0.87498,0,0
BBS7,8.5502e-07,0.54358,0.701,1.7963,0,0
MKNK1,8.5261e-07,0.64873,0.885,1.6944,0,0
MAPK3,8.5101e-07,0.67824,0.935,2.018,0,0
DOHH,8.472e-07,1.1293,1.688,-1.6771,0,0
ESS2,8.4357e-07,0.62518,0.844,0.48942,0,0
