gene_id,gene_name
NCBIGene:4137,MAPT
NCBIGene:10299,MARCHF6
NCBIGene:2011,MARK2
NCBIGene:4140,MARK3
NCBIGene:4141,MARS1
NCBIGene:92935,MARS2
NCBIGene:153562,MARVELD2
NCBIGene:5648,MASP1
NCBIGene:10747,MASP2
NCBIGene:22983,MAST1
NCBIGene:23031,MAST3
NCBIGene:4143,MAT1A
NCBIGene:4144,MAT2A
NCBIGene:4148,MATN3
NCBIGene:9782,MATR3
NCBIGene:4149,MAX
NCBIGene:4151,MB
NCBIGene:8930,MBD4
NCBIGene:55777,MBD5
NCBIGene:4153,MBL2
NCBIGene:79143,MBOAT7
NCBIGene:8720,MBTPS1
NCBIGene:51360,MBTPS2
NCBIGene:4157,MC1R
NCBIGene:4158,MC2R
NCBIGene:4159,MC3R
NCBIGene:4160,MC4R
NCBIGene:27349,MCAT
NCBIGene:4163,MCC
NCBIGene:56922,MCCC1
NCBIGene:64087,MCCC2
NCBIGene:84693,MCEE
NCBIGene:90411,MCFD2
NCBIGene:345643,MCIDAS
NCBIGene:55388,MCM10
NCBIGene:4171,MCM2
NCBIGene:8888,MCM3AP
NCBIGene:4173,MCM4
NCBIGene:4174,MCM5
NCBIGene:4175,MCM6
NCBIGene:4176,MCM7
NCBIGene:84515,MCM8
NCBIGene:254394,MCM9
NCBIGene:57192,MCOLN1
NCBIGene:79648,MCPH1
NCBIGene:55784,MCTP2
NCBIGene:28985,MCTS1
NCBIGene:29969,MDFIC
NCBIGene:4190,MDH1
NCBIGene:4191,MDH2
NCBIGene:4193,MDM2
NCBIGene:4194,MDM4
NCBIGene:2122,MECOM
NCBIGene:4204,MECP2
NCBIGene:51102,MECR
NCBIGene:400569,MED11
NCBIGene:9968,MED12
NCBIGene:116931,MED12L
NCBIGene:9969,MED13
NCBIGene:23389,MED13L
NCBIGene:10025,MED16
NCBIGene:9440,MED17
NCBIGene:9439,MED23
NCBIGene:81857,MED25
NCBIGene:9442,MED27
NCBIGene:4205,MEF2A
NCBIGene:4208,MEF2C
NCBIGene:4210,MEFV
NCBIGene:55384,MEG3
NCBIGene:84466,MEGF10
NCBIGene:1954,MEGF8
NCBIGene:150365,MEI1
NCBIGene:254528,MEIOB
NCBIGene:4212,MEIS2
NCBIGene:4221,MEN1
NCBIGene:4222,MEOX1
NCBIGene:10461,MERTK
NCBIGene:23184,MESD
NCBIGene:145873,MESP2
NCBIGene:4233,MET
NCBIGene:124512,METTL23
NCBIGene:155368,METTL27
NCBIGene:29081,METTL5
NCBIGene:8076,MFAP5
NCBIGene:56947,MFF
NCBIGene:9927,MFN2
NCBIGene:83552,MFRP
NCBIGene:84879,MFSD2A
NCBIGene:256471,MFSD8
NCBIGene:23269,MGA
NCBIGene:4247,MGAT2
NCBIGene:92667,MGME1
NCBIGene:4255,MGMT
NCBIGene:4256,MGP
NCBIGene:375056,MIA3
NCBIGene:57534,MIB1
NCBIGene:64780,MICAL1
NCBIGene:125988,MICOS13
NCBIGene:10367,MICU1
NCBIGene:4281,MID1
NCBIGene:11043,MID2
NCBIGene:54471,MIEF1
NCBIGene:125170,MIEF2
NCBIGene:4282,MIF
NCBIGene:100127206,MINAR2
NCBIGene:9562,MINPP1
NCBIGene:4284,MIP
NCBIGene:4285,MIPEP
NCBIGene:406932,MIR140
NCBIGene:407975,MIR17HG
NCBIGene:406960,MIR184
NCBIGene:406987,MIR204
NCBIGene:100422910,MIR2861
NCBIGene:407053,MIR96
NCBIGene:4286,MITF
NCBIGene:8195,MKKS
NCBIGene:7681,MKRN3
NCBIGene:54903,MKS1
NCBIGene:23209,MLC1
NCBIGene:4292,MLH1
NCBIGene:27030,MLH3
NCBIGene:90523,MLIP
NCBIGene:8028,MLLT10
NCBIGene:79083,MLPH
NCBIGene:6945,MLX
NCBIGene:51085,MLXIPL
NCBIGene:23417,MLYCD
NCBIGene:166785,MMAA
NCBIGene:326625,MMAB
NCBIGene:25974,MMACHC
NCBIGene:27249,MMADHC
NCBIGene:4311,MME
NCBIGene:79258,MMEL1
NCBIGene:4312,MMP1
NCBIGene:4322,MMP13
NCBIGene:4323,MMP14
NCBIGene:4327,MMP19
NCBIGene:4313,MMP2
NCBIGene:9313,MMP20
NCBIGene:118856,MMP21
NCBIGene:8510,MMP23B
NCBIGene:4318,MMP9
NCBIGene:4594,MMUT
NCBIGene:4330,MN1
NCBIGene:55329,MNS1
NCBIGene:3110,MNX1
NCBIGene:55034,MOCOS
NCBIGene:4337,MOCS1
NCBIGene:4338,MOCS2
NCBIGene:27304,MOCS3
NCBIGene:4340,MOG
NCBIGene:7841,MOGS
NCBIGene:22880,MORC2
NCBIGene:4342,MOS
NCBIGene:54456,MOV10L1
NCBIGene:51660,MPC1
NCBIGene:9526,MPDU1
NCBIGene:8777,MPDZ
NCBIGene:219972,MPEG1
NCBIGene:4351,MPI
NCBIGene:80739,MPIG6B
NCBIGene:4352,MPL
NCBIGene:136647,MPLKIP
NCBIGene:4353,MPO
NCBIGene:4358,MPV17
NCBIGene:4359,MPZ
NCBIGene:10205,MPZL2
NCBIGene:56246,MRAP
NCBIGene:112609,MRAP2
NCBIGene:22808,MRAS
NCBIGene:4361,MRE11
NCBIGene:29960,MRM2
NCBIGene:6182,MRPL12
NCBIGene:11222,MRPL3
NCBIGene:54148,MRPL39
NCBIGene:65080,MRPL44
NCBIGene:63931,MRPS14
NCBIGene:51021,MRPS16
NCBIGene:51116,MRPS2
NCBIGene:56945,MRPS22
NCBIGene:51649,MRPS23
NCBIGene:64432,MRPS25
NCBIGene:28957,MRPS28
NCBIGene:65993,MRPS34
NCBIGene:51081,MRPS7
NCBIGene:57591,MRTFA
NCBIGene:931,MS4A1
NCBIGene:4436,MSH2
NCBIGene:4437,MSH3
NCBIGene:4438,MSH4
NCBIGene:4439,MSH5
NCBIGene:2956,MSH6
NCBIGene:55167,MSL2
NCBIGene:10943,MSL3
NCBIGene:6307,MSMO1
NCBIGene:4478,MSN
NCBIGene:4481,MSR1
NCBIGene:253827,MSRB3
NCBIGene:4485,MST1
NCBIGene:4486,MST1R
NCBIGene:2660,MSTN
NCBIGene:55154,MSTO1
NCBIGene:4487,MSX1
NCBIGene:4488,MSX2
NCBIGene:4508,MT-ATP6
NCBIGene:4509,MT-ATP8
NCBIGene:4512,MT-CO1
NCBIGene:4513,MT-CO2
NCBIGene:4514,MT-CO3
NCBIGene:4519,MT-CYB
NCBIGene:4535,MT-ND1
NCBIGene:4536,MT-ND2
NCBIGene:4537,MT-ND3
NCBIGene:4538,MT-ND4
NCBIGene:4539,MT-ND4L
NCBIGene:4540,MT-ND5
NCBIGene:4541,MT-ND6
NCBIGene:4549,MT-RNR1
NCBIGene:4511,MT-TC
NCBIGene:4556,MT-TE
NCBIGene:4558,MT-TF
NCBIGene:4564,MT-TH
NCBIGene:4565,MT-TI
NCBIGene:4566,MT-TK
NCBIGene:4567,MT-TL1
NCBIGene:4568,MT-TL2
NCBIGene:4570,MT-TN
NCBIGene:4571,MT-TP
NCBIGene:4572,MT-TQ
NCBIGene:4574,MT-TS1
NCBIGene:4575,MT-TS2
NCBIGene:4576,MT-TT
NCBIGene:4577,MT-TV
NCBIGene:4578,MT-TW
NCBIGene:4507,MTAP
NCBIGene:123263,MTFMT
NCBIGene:4522,MTHFD1
NCBIGene:4524,MTHFR
NCBIGene:10588,MTHFS
NCBIGene:4534,MTM1
NCBIGene:64419,MTMR14
NCBIGene:8898,MTMR2
NCBIGene:4544,MTNR1B
NCBIGene:25821,MTO1
NCBIGene:2475,MTOR
NCBIGene:55149,MTPAP
NCBIGene:4548,MTR
NCBIGene:91574,MTRFR
NCBIGene:4552,MTRR
NCBIGene:92154,MTSS2
NCBIGene:4547,MTTP
NCBIGene:10651,MTX2
NCBIGene:4582,MUC1
NCBIGene:727897,MUC5B
NCBIGene:4589,MUC7
NCBIGene:4593,MUSK
NCBIGene:4595,MUTYH
NCBIGene:4597,MVD
NCBIGene:4598,MVK
NCBIGene:4601,MXI1
NCBIGene:4604,MYBPC1
NCBIGene:4607,MYBPC3
NCBIGene:4609,MYC
NCBIGene:4613,MYCN
NCBIGene:4615,MYD88
NCBIGene:4617,MYF5
NCBIGene:4618,MYF6
NCBIGene:4629,MYH11
NCBIGene:79784,MYH14
NCBIGene:4620,MYH2
NCBIGene:4621,MYH3
NCBIGene:4624,MYH6
NCBIGene:4625,MYH7
NCBIGene:4626,MYH8
NCBIGene:4627,MYH9
NCBIGene:4632,MYL1
NCBIGene:29895,MYL11
NCBIGene:4633,MYL2
NCBIGene:4634,MYL3
NCBIGene:4635,MYL4
NCBIGene:10398,MYL9
NCBIGene:4638,MYLK
NCBIGene:85366,MYLK2
NCBIGene:389827,MYMK
NCBIGene:101929726,MYMX
NCBIGene:51168,MYO15A
NCBIGene:84700,MYO18B
NCBIGene:4640,MYO1A
NCBIGene:4643,MYO1E
NCBIGene:283446,MYO1H
NCBIGene:53904,MYO3A
NCBIGene:4644,MYO5A
NCBIGene:4645,MYO5B
NCBIGene:4646,MYO6
NCBIGene:4647,MYO7A
NCBIGene:4649,MYO9A
NCBIGene:4653,MYOC
NCBIGene:93649,MYOCD
NCBIGene:4654,MYOD1
NCBIGene:26509,MYOF
NCBIGene:57462,MYORG
NCBIGene:9499,MYOT
NCBIGene:51778,MYOZ2
NCBIGene:84665,MYPN
NCBIGene:745,MYRF
NCBIGene:114803,MYSM1
NCBIGene:23040,MYT1L
NCBIGene:100820829,MYZAP
NCBIGene:8260,NAA10
NCBIGene:80155,NAA15
NCBIGene:51126,NAA20
NCBIGene:79903,NAA60
NCBIGene:24142,NAA80
NCBIGene:4665,NAB2
NCBIGene:64859,NABP1
NCBIGene:112939,NACC1
NCBIGene:133686,NADK2
NCBIGene:55191,NADSYN1
NCBIGene:8883,NAE1
NCBIGene:92345,NAF1
NCBIGene:4668,NAGA
NCBIGene:4669,NAGLU
NCBIGene:162417,NAGS
NCBIGene:259232,NALCN
NCBIGene:340719,NANOS1
NCBIGene:54187,NANS
NCBIGene:63908,NAPB
NCBIGene:4677,NARS1
NCBIGene:79731,NARS2
NCBIGene:10,NAT2
NCBIGene:339983,NAT8L
NCBIGene:89795,NAV3
NCBIGene:55739,NAXD
NCBIGene:128240,NAXE
NCBIGene:51594,NBAS
NCBIGene:26960,NBEA
NCBIGene:23218,NBEAL2
NCBIGene:4683,NBN
NCBIGene:9918,NCAPD2
NCBIGene:23310,NCAPD3
NCBIGene:54892,NCAPG2
NCBIGene:23397,NCAPH
NCBIGene:23154,NCDN
NCBIGene:653361,NCF1
NCBIGene:4688,NCF2
NCBIGene:4689,NCF4
NCBIGene:3071,NCKAP1L
NCBIGene:23385,NCSTN
NCBIGene:55706,NDC1
NCBIGene:54820,NDE1
NCBIGene:4692,NDN
NCBIGene:79625,NDNF
NCBIGene:4693,NDP
NCBIGene:10397,NDRG1
NCBIGene:3340,NDST1
NCBIGene:4694,NDUFA1
NCBIGene:4705,NDUFA10
NCBIGene:126328,NDUFA11
NCBIGene:55967,NDUFA12
NCBIGene:51079,NDUFA13
NCBIGene:4695,NDUFA2
NCBIGene:4700,NDUFA6
NCBIGene:4702,NDUFA8
NCBIGene:4704,NDUFA9
NCBIGene:51103,NDUFAF1
NCBIGene:91942,NDUFAF2
NCBIGene:25915,NDUFAF3
NCBIGene:29078,NDUFAF4
NCBIGene:79133,NDUFAF5
NCBIGene:137682,NDUFAF6
NCBIGene:284184,NDUFAF8
NCBIGene:4716,NDUFB10
NCBIGene:54539,NDUFB11
NCBIGene:4709,NDUFB3
NCBIGene:4713,NDUFB7
NCBIGene:4714,NDUFB8
NCBIGene:4715,NDUFB9
NCBIGene:4718,NDUFC2
NCBIGene:4719,NDUFS1
NCBIGene:4720,NDUFS2
NCBIGene:4722,NDUFS3
NCBIGene:4724,NDUFS4
NCBIGene:4726,NDUFS6
NCBIGene:374291,NDUFS7
NCBIGene:4728,NDUFS8
NCBIGene:4723,NDUFV1
NCBIGene:4729,NDUFV2
NCBIGene:4703,NEB
NCBIGene:25977,NECAP1
NCBIGene:5818,NECTIN1
NCBIGene:81607,NECTIN4
NCBIGene:23327,NEDD4L
NCBIGene:4744,NEFH
NCBIGene:4747,NEFL
NCBIGene:4750,NEK1
NCBIGene:152110,NEK10
NCBIGene:4751,NEK2
NCBIGene:284086,NEK8
NCBIGene:91754,NEK9
NCBIGene:7469,NELFA
NCBIGene:9147,NEMF
NCBIGene:4758,NEU1
NCBIGene:4760,NEUROD1
NCBIGene:4761,NEUROD2
NCBIGene:4762,NEUROG1
NCBIGene:50674,NEUROG3
NCBIGene:340533,NEXMIF
NCBIGene:91624,NEXN
NCBIGene:4763,NF1
NCBIGene:4771,NF2
NCBIGene:23114,NFASC
NCBIGene:4773,NFATC2
NCBIGene:4780,NFE2L2
NCBIGene:4774,NFIA
NCBIGene:4781,NFIB
NCBIGene:4784,NFIX
NCBIGene:4790,NFKB1
NCBIGene:4791,NFKB2
NCBIGene:4792,NFKBIA
NCBIGene:4795,NFKBIL1
NCBIGene:9054,NFS1
NCBIGene:27247,NFU1
NCBIGene:4803,NGF
NCBIGene:55768,NGLY1
NCBIGene:79840,NHEJ1
NCBIGene:9368,NHERF1
NCBIGene:4808,NHLH2
NCBIGene:378884,NHLRC1
NCBIGene:55651,NHP2
NCBIGene:4810,NHS
NCBIGene:51199,NIN
NCBIGene:123606,NIPA1
NCBIGene:81614,NIPA2
NCBIGene:348938,NIPAL4
NCBIGene:25836,NIPBL
NCBIGene:4817,NIT1
NCBIGene:79576,NKAP
NCBIGene:7080,NKX2-1
NCBIGene:1482,NKX2-5
NCBIGene:137814,NKX2-6
NCBIGene:579,NKX3-2
NCBIGene:84504,NKX6-2
NCBIGene:22871,NLGN1
NCBIGene:54413,NLGN3
NCBIGene:57502,NLGN4X
NCBIGene:58484,NLRC4
NCBIGene:22861,NLRP1
NCBIGene:91662,NLRP12
NCBIGene:55655,NLRP2
NCBIGene:114548,NLRP3
NCBIGene:126206,NLRP5
NCBIGene:199713,NLRP7
NCBIGene:8382,NME5
NCBIGene:51314,NME8
NCBIGene:64802,NMNAT1
NCBIGene:23530,NNT
NCBIGene:135935,NOBOX
NCBIGene:64127,NOD2
NCBIGene:4838,NODAL
NCBIGene:9241,NOG
NCBIGene:8996,NOL3
NCBIGene:4841,NONO
NCBIGene:55505,NOP10
NCBIGene:10528,NOP56
NCBIGene:4842,NOS1
NCBIGene:9722,NOS1AP
NCBIGene:4846,NOS3
NCBIGene:4851,NOTCH1
NCBIGene:4853,NOTCH2
NCBIGene:100996717,NOTCH2NLC
NCBIGene:4854,NOTCH3
NCBIGene:4858,NOVA2
NCBIGene:23742,NPAP1
NCBIGene:4863,NPAT
NCBIGene:4864,NPC1
NCBIGene:10577,NPC2
NCBIGene:4867,NPHP1
NCBIGene:27031,NPHP3
NCBIGene:261734,NPHP4
NCBIGene:4868,NPHS1
NCBIGene:7827,NPHS2
NCBIGene:4869,NPM1
NCBIGene:4878,NPPA
NCBIGene:4882,NPR2
NCBIGene:4883,NPR3
NCBIGene:10641,NPRL2
NCBIGene:8131,NPRL3
NCBIGene:387129,NPSR1
NCBIGene:4884,NPTX1
NCBIGene:4835,NQO2
NCBIGene:190,NR0B1
NCBIGene:8431,NR0B2
NCBIGene:9971,NR1H4
NCBIGene:10002,NR2E3
NCBIGene:7025,NR2F1
NCBIGene:7026,NR2F2
NCBIGene:2908,NR3C1
NCBIGene:4306,NR3C2
NCBIGene:4929,NR4A2
NCBIGene:8013,NR4A3
NCBIGene:2516,NR5A1
NCBIGene:2649,NR6A1
NCBIGene:4893,NRAS
NCBIGene:4897,NRCAM
NCBIGene:8204,NRIP1
NCBIGene:4901,NRL
NCBIGene:375387,NRROS
NCBIGene:4902,NRTN
NCBIGene:9378,NRXN1
NCBIGene:64324,NSD1
NCBIGene:7468,NSD2
NCBIGene:50814,NSDHL
NCBIGene:4905,NSF
NCBIGene:286053,NSMCE2
NCBIGene:56160,NSMCE3
NCBIGene:26012,NSMF
NCBIGene:84081,NSRP1
NCBIGene:54888,NSUN2
NCBIGene:63899,NSUN3
NCBIGene:221078,NSUN6
NCBIGene:22978,NT5C2
NCBIGene:51251,NT5C3A
NCBIGene:4907,NT5E
NCBIGene:4909,NTF4
NCBIGene:4913,NTHL1
NCBIGene:9423,NTN1
NCBIGene:22854,NTNG1
NCBIGene:84628,NTNG2
NCBIGene:4914,NTRK1
NCBIGene:4915,NTRK2
NCBIGene:81788,NUAK2
NCBIGene:80224,NUBPL
NCBIGene:318,NUDT2
NCBIGene:4926,NUMA1
NCBIGene:57122,NUP107
NCBIGene:55746,NUP133
NCBIGene:9631,NUP155
NCBIGene:23279,NUP160
NCBIGene:23511,NUP188
NCBIGene:23165,NUP205
NCBIGene:91181,NUP210L
NCBIGene:8021,NUP214
NCBIGene:79023,NUP37
NCBIGene:53371,NUP54
NCBIGene:23636,NUP62
NCBIGene:79902,NUP85
NCBIGene:4927,NUP88
NCBIGene:9688,NUP93
NCBIGene:116150,NUS1
NCBIGene:256646,NUTM1
NCBIGene:101060691,NUTM2B-AS1
NCBIGene:64359,NXN
NCBIGene:60506,NYX
NCBIGene:4938,OAS1
NCBIGene:4939,OAS2
NCBIGene:4942,OAT
NCBIGene:84033,OBSCN
NCBIGene:23363,OBSL1
NCBIGene:4948,OCA2
NCBIGene:100506658,OCLN
NCBIGene:4952,OCRL
NCBIGene:93233,ODAD1
NCBIGene:55130,ODAD2
NCBIGene:115948,ODAD3
NCBIGene:83538,ODAD4
NCBIGene:152816,ODAPH
NCBIGene:4953,ODC1
NCBIGene:8481,OFD1
NCBIGene:4967,OGDH
NCBIGene:4968,OGG1
NCBIGene:8473,OGT
NCBIGene:4976,OPA1
NCBIGene:80207,OPA3
NCBIGene:4978,OPCML
NCBIGene:4983,OPHN1
NCBIGene:26873,OPLAH
NCBIGene:5956,OPN1LW
NCBIGene:2652,OPN1MW
NCBIGene:611,OPN1SW
NCBIGene:10133,OPTN
NCBIGene:84876,ORAI1
NCBIGene:4998,ORC1
NCBIGene:5000,ORC4
NCBIGene:23594,ORC6
NCBIGene:9885,OSBPL2
NCBIGene:55644,OSGEP
NCBIGene:9180,OSMR
NCBIGene:28962,OSTM1
NCBIGene:5009,OTC
NCBIGene:146183,OTOA
NCBIGene:9381,OTOF
NCBIGene:340990,OTOG
NCBIGene:283310,OTOGL
NCBIGene:55593,OTUD5
NCBIGene:51633,OTUD6B
NCBIGene:161725,OTUD7A
NCBIGene:90268,OTULIN
NCBIGene:5015,OTX2
NCBIGene:58495,OVOL2
NCBIGene:5019,OXCT1
NCBIGene:27199,OXGR1
NCBIGene:55074,OXR1
NCBIGene:22953,P2RX2
NCBIGene:5032,P2RY11
NCBIGene:64805,P2RY12
NCBIGene:64175,P3H1
NCBIGene:55214,P3H2
NCBIGene:8974,P4HA2
NCBIGene:5034,P4HB
NCBIGene:54681,P4HTM
NCBIGene:80336,PABPC1L
NCBIGene:8106,PABPN1
NCBIGene:55690,PACS1
NCBIGene:23241,PACS2
NCBIGene:29763,PACSIN3
NCBIGene:51702,PADI3
NCBIGene:353238,PADI6
NCBIGene:5048,PAFAH1B1
NCBIGene:5053,PAH
NCBIGene:10606,PAICS
NCBIGene:5058,PAK1
NCBIGene:5062,PAK2
NCBIGene:5063,PAK3
NCBIGene:79728,PALB2
NCBIGene:23022,PALLD
NCBIGene:51025,PAM16
NCBIGene:9924,PAN2
NCBIGene:80025,PANK2
NCBIGene:55229,PANK4
NCBIGene:24145,PANX1
NCBIGene:60676,PAPPA2
NCBIGene:9060,PAPSS2
NCBIGene:11315,PARK7
NCBIGene:5073,PARN
NCBIGene:25973,PARS2
NCBIGene:197135,PATL2
NCBIGene:5075,PAX1
NCBIGene:5076,PAX2
NCBIGene:5077,PAX3
NCBIGene:5078,PAX4
NCBIGene:5080,PAX6
NCBIGene:5081,PAX7
NCBIGene:7849,PAX8
NCBIGene:5083,PAX9
NCBIGene:55193,PBRM1
NCBIGene:5087,PBX1
NCBIGene:5091,PC
NCBIGene:388939,PCARE
NCBIGene:5092,PCBD1
NCBIGene:5095,PCCA
NCBIGene:5096,PCCB
NCBIGene:51294,PCDH12
NCBIGene:65217,PCDH15
NCBIGene:57526,PCDH19
NCBIGene:56098,PCDHGC4
NCBIGene:7703,PCGF2
NCBIGene:5105,PCK1
NCBIGene:5106,PCK2
NCBIGene:27445,PCLO
NCBIGene:5111,PCNA
NCBIGene:5116,PCNT
NCBIGene:5122,PCSK1
NCBIGene:255738,PCSK9
NCBIGene:5130,PCYT1A
NCBIGene:5833,PCYT2
NCBIGene:5133,PDCD1
NCBIGene:11235,PDCD10
NCBIGene:10015,PDCD6IP
NCBIGene:10846,PDE10A
NCBIGene:50940,PDE11A
NCBIGene:5137,PDE1C
NCBIGene:5138,PDE2A
NCBIGene:5139,PDE3A
NCBIGene:5144,PDE4D
NCBIGene:5145,PDE6A
NCBIGene:5158,PDE6B
NCBIGene:5146,PDE6C
NCBIGene:5147,PDE6D
NCBIGene:5148,PDE6G
NCBIGene:5149,PDE6H
NCBIGene:8622,PDE8B
NCBIGene:5155,PDGFB
NCBIGene:5156,PDGFRA
NCBIGene:5159,PDGFRB
NCBIGene:5157,PDGFRL
NCBIGene:5160,PDHA1
NCBIGene:5161,PDHA2
NCBIGene:5162,PDHB
NCBIGene:8050,PDHX
NCBIGene:5165,PDK3
NCBIGene:8572,PDLIM4
NCBIGene:54704,PDP1
NCBIGene:10630,PDPN
NCBIGene:23590,PDSS1
NCBIGene:57107,PDSS2
NCBIGene:3651,PDX1
NCBIGene:8566,PDXK
NCBIGene:5173,PDYN
NCBIGene:79955,PDZD7
NCBIGene:118987,PDZD8
NCBIGene:5184,PEPD
NCBIGene:8864,PER2
NCBIGene:8863,PER3
NCBIGene:105371045,PERCC1
NCBIGene:64065,PERP
NCBIGene:100131801,PET100
NCBIGene:100303755,PET117
NCBIGene:5189,PEX1
NCBIGene:5192,PEX10
NCBIGene:8799,PEX11B
NCBIGene:5193,PEX12
NCBIGene:5194,PEX13
NCBIGene:5195,PEX14
NCBIGene:9409,PEX16
NCBIGene:5824,PEX19
NCBIGene:5828,PEX2
NCBIGene:55670,PEX26
NCBIGene:8504,PEX3
NCBIGene:5830,PEX5
NCBIGene:5190,PEX6
NCBIGene:5191,PEX7
NCBIGene:5213,PFKM
NCBIGene:5216,PFN1
NCBIGene:5224,PGAM2
NCBIGene:80055,PGAP1
NCBIGene:27315,PGAP2
NCBIGene:93210,PGAP3
NCBIGene:79605,PGBD5
NCBIGene:5230,PGK1
NCBIGene:5236,PGM1
NCBIGene:283209,PGM2L1
NCBIGene:5238,PGM3
NCBIGene:5241,PGR
NCBIGene:221692,PHACTR1
NCBIGene:5245,PHB1
NCBIGene:1911,PHC1
NCBIGene:5251,PHEX
NCBIGene:51317,PHF21A
NCBIGene:84295,PHF6
NCBIGene:23133,PHF8
NCBIGene:26227,PHGDH
NCBIGene:55023,PHIP
NCBIGene:5255,PHKA1
NCBIGene:5256,PHKA2
NCBIGene:5257,PHKB
NCBIGene:5260,PHKG1
NCBIGene:5261,PHKG2
NCBIGene:23187,PHLDB1
NCBIGene:401,PHOX2A
NCBIGene:8929,PHOX2B
NCBIGene:5264,PHYH
NCBIGene:85007,PHYKPL
NCBIGene:55361,PI4K2A
NCBIGene:5297,PI4KA
NCBIGene:5298,PI4KB
NCBIGene:10464,PIBF1
NCBIGene:8301,PICALM
NCBIGene:55367,PIDD1
NCBIGene:9780,PIEZO1
NCBIGene:63895,PIEZO2
NCBIGene:5277,PIGA
NCBIGene:9488,PIGB
NCBIGene:5279,PIGC
NCBIGene:5281,PIGF
NCBIGene:54872,PIGG
NCBIGene:5283,PIGH
NCBIGene:10026,PIGK
NCBIGene:9487,PIGL
NCBIGene:93183,PIGM
NCBIGene:23556,PIGN
NCBIGene:84720,PIGO
NCBIGene:51227,PIGP
NCBIGene:9091,PIGQ
NCBIGene:94005,PIGS
NCBIGene:51604,PIGT
NCBIGene:128869,PIGU
NCBIGene:55650,PIGV
NCBIGene:284098,PIGW
NCBIGene:84992,PIGY
NCBIGene:5286,PIK3C2A
NCBIGene:5290,PIK3CA
NCBIGene:5293,PIK3CD
NCBIGene:5294,PIK3CG
NCBIGene:5295,PIK3R1
NCBIGene:5296,PIK3R2
NCBIGene:23533,PIK3R5
NCBIGene:200576,PIKFYVE
NCBIGene:65018,PINK1
NCBIGene:23396,PIP5K1C
NCBIGene:23761,PISD
NCBIGene:83394,PITPNM3
NCBIGene:10531,PITRM1
NCBIGene:5307,PITX1
NCBIGene:5308,PITX2
NCBIGene:5309,PITX3
NCBIGene:494513,PJVK
NCBIGene:5310,PKD1
NCBIGene:168507,PKD1L1
NCBIGene:5311,PKD2
NCBIGene:91461,PKDCC
NCBIGene:5314,PKHD1
NCBIGene:93035,PKHD1L1
NCBIGene:5313,PKLR
NCBIGene:5317,PKP1
NCBIGene:5318,PKP2
NCBIGene:5320,PLA2G2A
NCBIGene:5321,PLA2G4A
NCBIGene:5322,PLA2G5
NCBIGene:8398,PLA2G6
NCBIGene:7941,PLA2G7
NCBIGene:9373,PLAA
NCBIGene:11145,PLAAT3
NCBIGene:5324,PLAG1
NCBIGene:5325,PLAGL1
NCBIGene:5328,PLAU
NCBIGene:23236,PLCB1
NCBIGene:5331,PLCB3
NCBIGene:5332,PLCB4
NCBIGene:5333,PLCD1
NCBIGene:51196,PLCE1
NCBIGene:5335,PLCG1
NCBIGene:5336,PLCG2
NCBIGene:23007,PLCH1
NCBIGene:89869,PLCZ1
NCBIGene:5337,PLD1
NCBIGene:23646,PLD3
NCBIGene:122618,PLD4
NCBIGene:5339,PLEC
NCBIGene:64857,PLEKHG2
NCBIGene:25894,PLEKHG4
NCBIGene:57449,PLEKHG5
NCBIGene:9842,PLEKHM1
NCBIGene:5340,PLG
NCBIGene:5346,PLIN1
NCBIGene:729359,PLIN4
NCBIGene:10733,PLK4
NCBIGene:5350,PLN
NCBIGene:5351,PLOD1
NCBIGene:5352,PLOD2
NCBIGene:8985,PLOD3
NCBIGene:5354,PLP1
NCBIGene:11212,PLPBP
NCBIGene:5357,PLS1
NCBIGene:5358,PLS3
NCBIGene:83483,PLVAP
NCBIGene:5361,PLXNA1
NCBIGene:23129,PLXND1
NCBIGene:83449,PMFBP1
NCBIGene:5371,PML
NCBIGene:5373,PMM2
NCBIGene:5375,PMP2
NCBIGene:5376,PMP22
NCBIGene:23203,PMPCA
NCBIGene:9512,PMPCB
NCBIGene:5378,PMS1
NCBIGene:5395,PMS2
NCBIGene:10654,PMVK
NCBIGene:25953,PNKD
NCBIGene:11284,PNKP
NCBIGene:154197,PNLDC1
NCBIGene:5406,PNLIP
NCBIGene:4860,PNP
NCBIGene:285848,PNPLA1
NCBIGene:57104,PNPLA2
NCBIGene:10908,PNPLA6
NCBIGene:50640,PNPLA8
NCBIGene:55163,PNPO
NCBIGene:87178,PNPT1
NCBIGene:25886,POC1A
NCBIGene:282809,POC1B
NCBIGene:5420,PODXL
NCBIGene:79983,POF1B
NCBIGene:23509,POFUT1
NCBIGene:56983,POGLUT1
NCBIGene:23126,POGZ
NCBIGene:5422,POLA1
NCBIGene:5424,POLD1
NCBIGene:10714,POLD3
NCBIGene:5426,POLE
NCBIGene:5428,POLG
NCBIGene:11232,POLG2
NCBIGene:5429,POLH
NCBIGene:25885,POLR1A
NCBIGene:84172,POLR1B
NCBIGene:9533,POLR1C
NCBIGene:51082,POLR1D
NCBIGene:5430,POLR2A
NCBIGene:11128,POLR3A
NCBIGene:55703,POLR3B
NCBIGene:10621,POLR3F
NCBIGene:84265,POLR3GL
NCBIGene:171568,POLR3H
NCBIGene:51728,POLR3K
NCBIGene:5442,POLRMT
NCBIGene:5443,POMC
