gene_id,gene_name
NCBIGene:53405,CLIC5
NCBIGene:7461,CLIP2
NCBIGene:79827,CLMP
NCBIGene:1201,CLN3
NCBIGene:1203,CLN5
NCBIGene:54982,CLN6
NCBIGene:2055,CLN8
NCBIGene:10978,CLP1
NCBIGene:81570,CLPB
NCBIGene:8192,CLPP
NCBIGene:10845,CLPX
NCBIGene:7401,CLRN1
NCBIGene:645104,CLRN2
NCBIGene:1213,CLTC
NCBIGene:8218,CLTCL1
NCBIGene:57393,CLTRN
NCBIGene:79645,CLXN
NCBIGene:129607,CMPK2
NCBIGene:7555,CNBP
NCBIGene:1259,CNGA1
NCBIGene:1261,CNGA3
NCBIGene:1258,CNGB1
NCBIGene:54714,CNGB3
NCBIGene:22866,CNKSR2
NCBIGene:54805,CNNM2
NCBIGene:26504,CNNM4
NCBIGene:23019,CNOT1
NCBIGene:4848,CNOT2
NCBIGene:4849,CNOT3
NCBIGene:10695,CNPY3
NCBIGene:1272,CNTN1
NCBIGene:6900,CNTN2
NCBIGene:8506,CNTNAP1
NCBIGene:26047,CNTNAP2
NCBIGene:28958,COA3
NCBIGene:493753,COA5
NCBIGene:388753,COA6
NCBIGene:65260,COA7
NCBIGene:84334,COA8
NCBIGene:80347,COASY
NCBIGene:22837,COBLL1
NCBIGene:1690,COCH
NCBIGene:9382,COG1
NCBIGene:22796,COG2
NCBIGene:83548,COG3
NCBIGene:25839,COG4
NCBIGene:10466,COG5
NCBIGene:57511,COG6
NCBIGene:91949,COG7
NCBIGene:84342,COG8
NCBIGene:1300,COL10A1
NCBIGene:1301,COL11A1
NCBIGene:1302,COL11A2
NCBIGene:1303,COL12A1
NCBIGene:1305,COL13A1
NCBIGene:7373,COL14A1
NCBIGene:1308,COL17A1
NCBIGene:80781,COL18A1
NCBIGene:1277,COL1A1
NCBIGene:1278,COL1A2
NCBIGene:84570,COL25A1
NCBIGene:85301,COL27A1
NCBIGene:1280,COL2A1
NCBIGene:1281,COL3A1
NCBIGene:1282,COL4A1
NCBIGene:1284,COL4A2
NCBIGene:1285,COL4A3
NCBIGene:1286,COL4A4
NCBIGene:1287,COL4A5
NCBIGene:1288,COL4A6
NCBIGene:1289,COL5A1
NCBIGene:1290,COL5A2
NCBIGene:1291,COL6A1
NCBIGene:1292,COL6A2
NCBIGene:1293,COL6A3
NCBIGene:1294,COL7A1
NCBIGene:1296,COL8A2
NCBIGene:1297,COL9A1
NCBIGene:1298,COL9A2
NCBIGene:1299,COL9A3
NCBIGene:10584,COLEC10
NCBIGene:78989,COLEC11
NCBIGene:79709,COLGALT1
NCBIGene:8292,COLQ
NCBIGene:1311,COMP
NCBIGene:1312,COMT
NCBIGene:1314,COPA
NCBIGene:1315,COPB1
NCBIGene:9276,COPB2
NCBIGene:22820,COPG1
NCBIGene:22818,COPZ1
NCBIGene:27235,COQ2
NCBIGene:51117,COQ4
NCBIGene:84274,COQ5
NCBIGene:51004,COQ6
NCBIGene:10229,COQ7
NCBIGene:56997,COQ8A
NCBIGene:79934,COQ8B
NCBIGene:57017,COQ9
NCBIGene:10699,CORIN
NCBIGene:11151,CORO1A
NCBIGene:1352,COX10
NCBIGene:1353,COX11
NCBIGene:84987,COX14
NCBIGene:1355,COX15
NCBIGene:51241,COX16
NCBIGene:285521,COX18
NCBIGene:116228,COX20
NCBIGene:1327,COX4I1
NCBIGene:84701,COX4I2
NCBIGene:9377,COX5A
NCBIGene:1337,COX6A1
NCBIGene:1339,COX6A2
NCBIGene:1340,COX6B1
NCBIGene:1349,COX7B
NCBIGene:1351,COX8A
NCBIGene:4697,COXFA4
NCBIGene:1356,CP
NCBIGene:1357,CPA1
NCBIGene:57094,CPA6
NCBIGene:27151,CPAMD8
NCBIGene:55835,CPAP
NCBIGene:1363,CPE
NCBIGene:65250,CPLANE1
NCBIGene:10815,CPLX1
NCBIGene:1369,CPN1
NCBIGene:1371,CPOX
NCBIGene:1373,CPS1
NCBIGene:29894,CPSF1
NCBIGene:51692,CPSF3
NCBIGene:1374,CPT1A
NCBIGene:126129,CPT1C
NCBIGene:1376,CPT2
NCBIGene:1380,CR2
NCBIGene:8738,CRADD
NCBIGene:1384,CRAT
NCBIGene:23418,CRB1
NCBIGene:286204,CRB2
NCBIGene:51185,CRBN
NCBIGene:1385,CREB1
NCBIGene:90993,CREB3L1
NCBIGene:84699,CREB3L3
NCBIGene:1387,CREBBP
NCBIGene:78987,CRELD1
NCBIGene:1392,CRH
NCBIGene:9419,CRIPT
NCBIGene:6997,CRIPTO
NCBIGene:1399,CRKL
NCBIGene:9244,CRLF1
NCBIGene:54675,CRLS1
NCBIGene:51340,CRNKL1
NCBIGene:729920,CRPPA
NCBIGene:10491,CRTAP
NCBIGene:1406,CRX
NCBIGene:1407,CRY1
NCBIGene:1409,CRYAA
NCBIGene:1410,CRYAB
NCBIGene:1411,CRYBA1
NCBIGene:1412,CRYBA2
NCBIGene:1413,CRYBA4
NCBIGene:1414,CRYBB1
NCBIGene:1415,CRYBB2
NCBIGene:1417,CRYBB3
NCBIGene:1419,CRYGB
NCBIGene:1420,CRYGC
NCBIGene:1421,CRYGD
NCBIGene:1427,CRYGS
NCBIGene:1428,CRYM
NCBIGene:1436,CSF1R
NCBIGene:1438,CSF2RA
NCBIGene:1439,CSF2RB
NCBIGene:1441,CSF3R
NCBIGene:55790,CSGALNACT1
NCBIGene:1453,CSNK1D
NCBIGene:1457,CSNK2A1
NCBIGene:1460,CSNK2B
NCBIGene:79848,CSPP1
NCBIGene:8048,CSRP3
NCBIGene:1471,CST3
NCBIGene:1474,CST6
NCBIGene:1475,CSTA
NCBIGene:1476,CSTB
NCBIGene:1478,CSTF2
NCBIGene:54967,CT55
NCBIGene:1487,CTBP1
NCBIGene:80169,CTC1
NCBIGene:10664,CTCF
NCBIGene:9150,CTDP1
NCBIGene:1491,CTH
NCBIGene:115908,CTHRC1
NCBIGene:1493,CTLA4
NCBIGene:1495,CTNNA1
NCBIGene:1496,CTNNA2
NCBIGene:29119,CTNNA3
NCBIGene:1499,CTNNB1
NCBIGene:56259,CTNNBL1
NCBIGene:1500,CTNND1
NCBIGene:1501,CTNND2
NCBIGene:1497,CTNS
NCBIGene:1503,CTPS1
NCBIGene:9646,CTR9
NCBIGene:11330,CTRC
NCBIGene:5476,CTSA
NCBIGene:1508,CTSB
NCBIGene:1075,CTSC
NCBIGene:1509,CTSD
NCBIGene:8722,CTSF
NCBIGene:1512,CTSH
NCBIGene:1513,CTSK
NCBIGene:348180,CTU2
NCBIGene:8029,CUBN
NCBIGene:8452,CUL3
NCBIGene:8450,CUL4B
NCBIGene:9820,CUL7
NCBIGene:1523,CUX1
NCBIGene:23316,CUX2
NCBIGene:10283,CWC27
NCBIGene:55280,CWF19L1
NCBIGene:3579,CXCR2
NCBIGene:7852,CXCR4
NCBIGene:1534,CYB561
NCBIGene:1528,CYB5A
NCBIGene:1727,CYB5R3
NCBIGene:1535,CYBA
NCBIGene:1536,CYBB
NCBIGene:79415,CYBC1
NCBIGene:1537,CYC1
NCBIGene:54205,CYCS
NCBIGene:26999,CYFIP2
NCBIGene:1538,CYLC1
NCBIGene:1540,CYLD
NCBIGene:1583,CYP11A1
NCBIGene:1584,CYP11B1
NCBIGene:1585,CYP11B2
NCBIGene:1586,CYP17A1
NCBIGene:1588,CYP19A1
NCBIGene:1545,CYP1B1
NCBIGene:1589,CYP21A2
NCBIGene:1591,CYP24A1
NCBIGene:56603,CYP26B1
NCBIGene:340665,CYP26C1
NCBIGene:1593,CYP27A1
NCBIGene:1594,CYP27B1
NCBIGene:1548,CYP2A6
NCBIGene:1559,CYP2C9
NCBIGene:1565,CYP2D6
NCBIGene:120227,CYP2R1
NCBIGene:113612,CYP2U1
NCBIGene:1576,CYP3A4
NCBIGene:1577,CYP3A5
NCBIGene:126410,CYP4F22
NCBIGene:285440,CYP4V2
NCBIGene:1581,CYP7A1
NCBIGene:9420,CYP7B1
NCBIGene:57105,CYSLTR2
NCBIGene:728294,D2HGDH
NCBIGene:23500,DAAM2
NCBIGene:1600,DAB1
NCBIGene:51339,DACT1
NCBIGene:1605,DAG1
NCBIGene:55152,DALRD3
NCBIGene:1610,DAO
NCBIGene:267012,DAOA
NCBIGene:7818,DAP3
NCBIGene:1615,DARS1
NCBIGene:55157,DARS2
NCBIGene:164781,DAW1
NCBIGene:1617,DAZ1
NCBIGene:57055,DAZ2
NCBIGene:57054,DAZ3
NCBIGene:57135,DAZ4
NCBIGene:1621,DBH
NCBIGene:51163,DBR1
NCBIGene:1629,DBT
NCBIGene:80067,DCAF17
NCBIGene:50717,DCAF8
NCBIGene:1630,DCC
NCBIGene:51473,DCDC2
NCBIGene:8642,DCHS1
NCBIGene:64858,DCLRE1B
NCBIGene:64421,DCLRE1C
NCBIGene:1634,DCN
NCBIGene:28960,DCPS
NCBIGene:1638,DCT
NCBIGene:1639,DCTN1
NCBIGene:51164,DCTN4
NCBIGene:1641,DCX
NCBIGene:51181,DCXR
NCBIGene:1642,DDB1
NCBIGene:1643,DDB2
NCBIGene:1644,DDC
NCBIGene:80821,DDHD1
NCBIGene:23259,DDHD2
NCBIGene:1649,DDIT3
NCBIGene:1650,DDOST
NCBIGene:4921,DDR2
NCBIGene:65992,DDRGK1
NCBIGene:1663,DDX11
NCBIGene:1654,DDX3X
NCBIGene:8653,DDX3Y
NCBIGene:51428,DDX41
NCBIGene:83479,DDX59
NCBIGene:1656,DDX6
NCBIGene:10522,DEAF1
NCBIGene:50619,DEF6
NCBIGene:8560,DEGS1
NCBIGene:23258,DENND5A
NCBIGene:9681,DEPDC5
NCBIGene:1674,DES
NCBIGene:8694,DGAT1
NCBIGene:9993,DGCR2
NCBIGene:8214,DGCR6
NCBIGene:54487,DGCR8
NCBIGene:8526,DGKE
NCBIGene:1716,DGUOK
NCBIGene:1718,DHCR24
NCBIGene:1717,DHCR7
NCBIGene:79947,DHDDS
NCBIGene:1719,DHFR
NCBIGene:50846,DHH
NCBIGene:1723,DHODH
NCBIGene:1725,DHPS
NCBIGene:207063,DHRSX
NCBIGene:55526,DHTKD1
NCBIGene:8449,DHX16
NCBIGene:22907,DHX30
NCBIGene:57647,DHX37
NCBIGene:9785,DHX38
NCBIGene:1660,DHX9
NCBIGene:56616,DIABLO
NCBIGene:1729,DIAPH1
NCBIGene:1730,DIAPH2
NCBIGene:81624,DIAPH3
NCBIGene:23405,DICER1
NCBIGene:1733,DIO1
NCBIGene:57609,DIP2B
NCBIGene:129563,DIS3L2
NCBIGene:27184,DISC2
NCBIGene:84976,DISP1
NCBIGene:1736,DKC1
NCBIGene:22943,DKK1
NCBIGene:1737,DLAT
NCBIGene:10395,DLC1
NCBIGene:1738,DLD
NCBIGene:9940,DLEC1
NCBIGene:1739,DLG1
NCBIGene:1741,DLG3
NCBIGene:1742,DLG4
NCBIGene:9231,DLG5
NCBIGene:8788,DLK1
NCBIGene:28514,DLL1
NCBIGene:10683,DLL3
NCBIGene:54567,DLL4
NCBIGene:1743,DLST
NCBIGene:1747,DLX3
NCBIGene:1748,DLX4
NCBIGene:1749,DLX5
NCBIGene:1750,DLX6
NCBIGene:1756,DMD
NCBIGene:29958,DMGDH
NCBIGene:1758,DMP1
NCBIGene:1760,DMPK
NCBIGene:1761,DMRT1
NCBIGene:23312,DMXL2
NCBIGene:1763,DNA2
NCBIGene:123872,DNAAF1
NCBIGene:23639,DNAAF11
NCBIGene:388389,DNAAF19
NCBIGene:55172,DNAAF2
NCBIGene:352909,DNAAF3
NCBIGene:161582,DNAAF4
NCBIGene:54919,DNAAF5
NCBIGene:139212,DNAAF6
NCBIGene:25981,DNAH1
NCBIGene:196385,DNAH10
NCBIGene:8701,DNAH11
NCBIGene:201625,DNAH12
NCBIGene:8632,DNAH17
NCBIGene:146754,DNAH2
NCBIGene:1767,DNAH5
NCBIGene:56171,DNAH7
NCBIGene:1769,DNAH8
NCBIGene:1770,DNAH9
NCBIGene:27019,DNAI1
NCBIGene:64446,DNAI2
NCBIGene:51726,DNAJB11
NCBIGene:374407,DNAJB13
NCBIGene:3300,DNAJB2
NCBIGene:11080,DNAJB4
NCBIGene:10049,DNAJB6
NCBIGene:56521,DNAJC12
NCBIGene:23317,DNAJC13
NCBIGene:131118,DNAJC19
NCBIGene:134218,DNAJC21
NCBIGene:5611,DNAJC3
NCBIGene:84277,DNAJC30
NCBIGene:80331,DNAJC5
NCBIGene:9829,DNAJC6
NCBIGene:83544,DNAL1
NCBIGene:10126,DNAL4
NCBIGene:7802,DNALI1
NCBIGene:1773,DNASE1
NCBIGene:1776,DNASE1L3
NCBIGene:1777,DNASE2
NCBIGene:144132,DNHD1
NCBIGene:1759,DNM1
NCBIGene:10059,DNM1L
NCBIGene:1785,DNM2
NCBIGene:23268,DNMBP
NCBIGene:1786,DNMT1
NCBIGene:1788,DNMT3A
NCBIGene:1789,DNMT3B
NCBIGene:139818,DOCK11
NCBIGene:1794,DOCK2
NCBIGene:1795,DOCK3
NCBIGene:57572,DOCK6
NCBIGene:85440,DOCK7
NCBIGene:81704,DOCK8
NCBIGene:83475,DOHH
NCBIGene:285489,DOK7
NCBIGene:22845,DOLK
NCBIGene:29980,DONSON
NCBIGene:84444,DOT1L
NCBIGene:1798,DPAGT1
NCBIGene:5977,DPF2
NCBIGene:1801,DPH1
NCBIGene:1802,DPH2
NCBIGene:51611,DPH5
NCBIGene:8813,DPM1
NCBIGene:8818,DPM2
NCBIGene:54344,DPM3
NCBIGene:1804,DPP6
NCBIGene:91039,DPP9
NCBIGene:283417,DPY19L2
NCBIGene:1806,DPYD
NCBIGene:1807,DPYS
NCBIGene:56896,DPYSL5
NCBIGene:128338,DRAM2
NCBIGene:92749,DRC1
NCBIGene:85478,DRC2
NCBIGene:2622,DRC4
NCBIGene:1813,DRD2
NCBIGene:1814,DRD3
NCBIGene:1815,DRD4
NCBIGene:1816,DRD5
NCBIGene:4733,DRG1
NCBIGene:1824,DSC2
NCBIGene:1825,DSC3
NCBIGene:29940,DSE
NCBIGene:1828,DSG1
NCBIGene:1829,DSG2
NCBIGene:1830,DSG3
NCBIGene:147409,DSG4
NCBIGene:1832,DSP
NCBIGene:1834,DSPP
NCBIGene:667,DST
NCBIGene:25778,DSTYK
NCBIGene:1837,DTNA
NCBIGene:84062,DTNBP1
NCBIGene:1841,DTYMK
NCBIGene:50506,DUOX2
NCBIGene:405753,DUOXA2
NCBIGene:1848,DUSP6
NCBIGene:1854,DUT
NCBIGene:100288687,DUX4
NCBIGene:22947,DUX4L1
NCBIGene:1855,DVL1
NCBIGene:1857,DVL3
NCBIGene:54808,DYM
NCBIGene:1778,DYNC1H1
NCBIGene:1781,DYNC1I2
NCBIGene:79659,DYNC2H1
NCBIGene:55112,DYNC2I1
NCBIGene:89891,DYNC2I2
NCBIGene:51626,DYNC2LI1
NCBIGene:255758,DYNLT2B
NCBIGene:1859,DYRK1A
NCBIGene:9149,DYRK1B
NCBIGene:8291,DYSF
NCBIGene:22873,DZIP1
NCBIGene:199221,DZIP1L
NCBIGene:124454,EARS2
NCBIGene:253738,EBF3
NCBIGene:10682,EBP
NCBIGene:1889,ECE1
NCBIGene:9427,ECEL1
NCBIGene:1892,ECHS1
NCBIGene:1893,ECM1
NCBIGene:1896,EDA
NCBIGene:60401,EDA2R
NCBIGene:10913,EDAR
NCBIGene:128178,EDARADD
NCBIGene:80153,EDC3
NCBIGene:80267,EDEM3
NCBIGene:1906,EDN1
NCBIGene:1908,EDN3
NCBIGene:1909,EDNRA
NCBIGene:1910,EDNRB
NCBIGene:8726,EED
NCBIGene:1917,EEF1A2
NCBIGene:1938,EEF2
NCBIGene:60678,EEFSEC
NCBIGene:2202,EFEMP1
NCBIGene:30008,EFEMP2
NCBIGene:114327,EFHC1
NCBIGene:79631,EFL1
NCBIGene:1947,EFNB1
NCBIGene:9343,EFTUD2
NCBIGene:1950,EGF
NCBIGene:1956,EGFR
NCBIGene:54583,EGLN1
NCBIGene:1959,EGR2
NCBIGene:1962,EHHADH
NCBIGene:79813,EHMT1
NCBIGene:27102,EIF2AK1
NCBIGene:5610,EIF2AK2
NCBIGene:9451,EIF2AK3
NCBIGene:440275,EIF2AK4
NCBIGene:1967,EIF2B1
NCBIGene:8892,EIF2B2
NCBIGene:8891,EIF2B3
NCBIGene:8890,EIF2B4
NCBIGene:8893,EIF2B5
NCBIGene:1968,EIF2S3
NCBIGene:8665,EIF3F
NCBIGene:1974,EIF4A2
NCBIGene:9775,EIF4A3
NCBIGene:1981,EIF4G1
NCBIGene:7458,EIF4H
NCBIGene:1984,EIF5A
NCBIGene:60528,ELAC2
NCBIGene:1991,ELANE
NCBIGene:2000,ELF4
NCBIGene:392617,ELFN1
NCBIGene:63916,ELMO2
NCBIGene:84173,ELMOD3
NCBIGene:2006,ELN
NCBIGene:64834,ELOVL1
NCBIGene:6785,ELOVL4
NCBIGene:60481,ELOVL5
NCBIGene:8518,ELP1
NCBIGene:55250,ELP2
NCBIGene:26610,ELP4
NCBIGene:23065,EMC1
NCBIGene:284361,EMC10
NCBIGene:2010,EMD
NCBIGene:10436,EMG1
NCBIGene:11117,EMILIN1
NCBIGene:2009,EML1
NCBIGene:2013,EMP2
NCBIGene:2018,EMX2
NCBIGene:2019,EN1
NCBIGene:10117,ENAM
NCBIGene:2022,ENG
NCBIGene:2027,ENO3
NCBIGene:5167,ENPP1
NCBIGene:953,ENTPD1
NCBIGene:285203,EOGT
NCBIGene:8320,EOMES
NCBIGene:2033,EP300
NCBIGene:2034,EPAS1
NCBIGene:2035,EPB41
NCBIGene:2036,EPB41L1
NCBIGene:2038,EPB42
NCBIGene:4072,EPCAM
NCBIGene:57724,EPG5
NCBIGene:284656,EPHA10
NCBIGene:1969,EPHA2
NCBIGene:2048,EPHB2
NCBIGene:2050,EPHB4
NCBIGene:2053,EPHX2
NCBIGene:7957,EPM2A
NCBIGene:2056,EPO
NCBIGene:2057,EPOR
NCBIGene:2058,EPRS1
NCBIGene:58513,EPS15L1
NCBIGene:2059,EPS8
NCBIGene:64787,EPS8L2
NCBIGene:79574,EPS8L3
NCBIGene:8288,EPX
NCBIGene:26284,ERAL1
NCBIGene:51752,ERAP1
NCBIGene:2064,ERBB2
NCBIGene:2065,ERBB3
NCBIGene:2066,ERBB4
NCBIGene:2067,ERCC1
NCBIGene:2068,ERCC2
NCBIGene:2071,ERCC3
NCBIGene:2072,ERCC4
NCBIGene:2073,ERCC5
NCBIGene:2074,ERCC6
NCBIGene:375748,ERCC6L2
NCBIGene:1161,ERCC8
NCBIGene:2077,ERF
NCBIGene:2078,ERG
NCBIGene:57222,ERGIC1
NCBIGene:90459,ERI1
NCBIGene:10613,ERLIN1
NCBIGene:11160,ERLIN2
NCBIGene:114625,ERMAP
NCBIGene:55780,ERMARD
NCBIGene:90952,ESAM
NCBIGene:157570,ESCO2
NCBIGene:83715,ESPN
NCBIGene:2099,ESR1
NCBIGene:2100,ESR2
NCBIGene:54845,ESRP1
NCBIGene:2103,ESRRB
NCBIGene:8220,ESS2
NCBIGene:2108,ETFA
NCBIGene:2109,ETFB
NCBIGene:2110,ETFDH
NCBIGene:23474,ETHE1
NCBIGene:2113,ETS1
NCBIGene:2120,ETV6
NCBIGene:2121,EVC
NCBIGene:132884,EVC2
NCBIGene:2130,EWSR1
NCBIGene:55770,EXOC2
NCBIGene:90332,EXOC3L2
NCBIGene:23233,EXOC6B
NCBIGene:23265,EXOC7
NCBIGene:149371,EXOC8
NCBIGene:51013,EXOSC1
NCBIGene:23404,EXOSC2
NCBIGene:51010,EXOSC3
NCBIGene:56915,EXOSC5
NCBIGene:11340,EXOSC8
NCBIGene:5393,EXOSC9
NCBIGene:23086,EXPH5
NCBIGene:2131,EXT1
NCBIGene:2132,EXT2
NCBIGene:2137,EXTL3
NCBIGene:2138,EYA1
NCBIGene:2070,EYA4
NCBIGene:346007,EYS
NCBIGene:2146,EZH2
NCBIGene:2159,F10
NCBIGene:2160,F11
NCBIGene:2161,F12
NCBIGene:2162,F13A1
NCBIGene:2165,F13B
NCBIGene:2147,F2
NCBIGene:2153,F5
NCBIGene:2155,F7
NCBIGene:2157,F8
NCBIGene:2158,F9
NCBIGene:79152,FA2H
NCBIGene:80233,FAAP100
NCBIGene:8772,FADD
NCBIGene:2184,FAH
NCBIGene:63901,FAM111A
NCBIGene:374393,FAM111B
NCBIGene:10144,FAM13A
NCBIGene:317662,FAM149B1
NCBIGene:84140,FAM161A
NCBIGene:283635,FAM177A1
NCBIGene:54757,FAM20A
NCBIGene:56975,FAM20C
NCBIGene:9130,FAM50A
NCBIGene:22909,FAN1
NCBIGene:2175,FANCA
NCBIGene:2187,FANCB
NCBIGene:2176,FANCC
NCBIGene:2177,FANCD2
NCBIGene:2178,FANCE
NCBIGene:2188,FANCF
NCBIGene:2189,FANCG
NCBIGene:55215,FANCI
NCBIGene:55120,FANCL
NCBIGene:57697,FANCM
NCBIGene:84188,FAR1
NCBIGene:10667,FARS2
NCBIGene:2193,FARSA
NCBIGene:10056,FARSB
NCBIGene:355,FAS
NCBIGene:356,FASLG
NCBIGene:22868,FASTKD2
NCBIGene:60493,FASTKD5
NCBIGene:2196,FAT2
NCBIGene:79633,FAT4
NCBIGene:2192,FBLN1
NCBIGene:10516,FBLN5
NCBIGene:2200,FBN1
NCBIGene:2201,FBN2
NCBIGene:2203,FBP1
NCBIGene:8789,FBP2
NCBIGene:26224,FBXL3
NCBIGene:26235,FBXL4
NCBIGene:80204,FBXO11
NCBIGene:26263,FBXO22
NCBIGene:23219,FBXO28
NCBIGene:79791,FBXO31
NCBIGene:81545,FBXO38
NCBIGene:286151,FBXO43
NCBIGene:25793,FBXO7
NCBIGene:23291,FBXW11
NCBIGene:6468,FBXW4
NCBIGene:55294,FBXW7
NCBIGene:2212,FCGR2A
NCBIGene:2213,FCGR2B
NCBIGene:9103,FCGR2C
NCBIGene:2214,FCGR3A
NCBIGene:2215,FCGR3B
NCBIGene:23149,FCHO1
NCBIGene:8547,FCN3
NCBIGene:197258,FCSK
NCBIGene:2222,FDFT1
NCBIGene:2224,FDPS
NCBIGene:112812,FDX2
NCBIGene:2232,FDXR
NCBIGene:2235,FECH
NCBIGene:10116,FEM1B
NCBIGene:55612,FERMT1
NCBIGene:83706,FERMT3
NCBIGene:57102,FERRY3
NCBIGene:389549,FEZF1
NCBIGene:2243,FGA
NCBIGene:2244,FGB
NCBIGene:2245,FGD1
NCBIGene:121512,FGD4
NCBIGene:2255,FGF10
NCBIGene:2257,FGF12
NCBIGene:2258,FGF13
NCBIGene:2259,FGF14
NCBIGene:8823,FGF16
NCBIGene:8822,FGF17
NCBIGene:26281,FGF20
NCBIGene:8074,FGF23
NCBIGene:2248,FGF3
NCBIGene:2249,FGF4
NCBIGene:2250,FGF5
NCBIGene:2253,FGF8
NCBIGene:2254,FGF9
NCBIGene:2260,FGFR1
NCBIGene:2263,FGFR2
NCBIGene:2261,FGFR3
NCBIGene:53834,FGFRL1
NCBIGene:2266,FGG
NCBIGene:2271,FH
NCBIGene:2273,FHL1
NCBIGene:2274,FHL2
NCBIGene:80206,FHOD3
NCBIGene:9158,FIBP
NCBIGene:9896,FIG4
NCBIGene:344018,FIGLA
NCBIGene:27145,FILIP1
NCBIGene:81608,FIP1L1
NCBIGene:128486,FITM2
NCBIGene:60681,FKBP10
NCBIGene:55033,FKBP14
NCBIGene:2289,FKBP5
NCBIGene:8468,FKBP6
NCBIGene:79147,FKRP
NCBIGene:2218,FKTN
NCBIGene:80308,FLAD1
NCBIGene:201163,FLCN
NCBIGene:2312,FLG
NCBIGene:388698,FLG2
NCBIGene:2313,FLI1
NCBIGene:2314,FLII
NCBIGene:2316,FLNA
NCBIGene:2317,FLNB
NCBIGene:2318,FLNC
NCBIGene:23769,FLRT1
NCBIGene:23767,FLRT3
NCBIGene:2321,FLT1
NCBIGene:2322,FLT3
NCBIGene:2323,FLT3LG
NCBIGene:2324,FLT4
NCBIGene:28982,FLVCR1
NCBIGene:55640,FLVCR2
NCBIGene:56776,FMN2
NCBIGene:2328,FMO3
NCBIGene:2332,FMR1
NCBIGene:2335,FN1
NCBIGene:96459,FNIP1
NCBIGene:54914,FOCAD
NCBIGene:2348,FOLR1
NCBIGene:2355,FOSL2
NCBIGene:3170,FOXA2
NCBIGene:2296,FOXC1
NCBIGene:2303,FOXC2
NCBIGene:27022,FOXD3
NCBIGene:2304,FOXE1
NCBIGene:2301,FOXE3
NCBIGene:2294,FOXF1
NCBIGene:2290,FOXG1
NCBIGene:8928,FOXH1
NCBIGene:2299,FOXI1
NCBIGene:344167,FOXI3
NCBIGene:2302,FOXJ1
NCBIGene:2300,FOXL1
NCBIGene:668,FOXL2
NCBIGene:8456,FOXN1
NCBIGene:2308,FOXO1
NCBIGene:27086,FOXP1
NCBIGene:93986,FOXP2
NCBIGene:50943,FOXP3
NCBIGene:55572,FOXRED1
NCBIGene:118924,FRA10AC1
NCBIGene:2464,FRA16E
NCBIGene:80144,FRAS1
NCBIGene:158326,FREM1
NCBIGene:341640,FREM2
NCBIGene:2483,FRG1
NCBIGene:55691,FRMD4A
NCBIGene:84978,FRMD5
NCBIGene:90167,FRMD7
NCBIGene:9758,FRMPD4
NCBIGene:23732,FRRS1L
NCBIGene:285527,FRYL
NCBIGene:2487,FRZB
NCBIGene:25794,FSCN2
NCBIGene:2488,FSHB
NCBIGene:2492,FSHR
NCBIGene:401024,FSIP2
NCBIGene:10841,FTCD
NCBIGene:2495,FTH1
NCBIGene:2512,FTL
NCBIGene:79068,FTO
NCBIGene:24140,FTSJ1
NCBIGene:2517,FUCA1
NCBIGene:2521,FUS
NCBIGene:2530,FUT8
NCBIGene:80199,FUZ
NCBIGene:2395,FXN
NCBIGene:8087,FXR1
NCBIGene:486,FXYD2
NCBIGene:2533,FYB1
NCBIGene:79443,FYCO1
NCBIGene:2535,FZD2
NCBIGene:8322,FZD4
NCBIGene:7855,FZD5
NCBIGene:8323,FZD6
NCBIGene:51343,FZR1
NCBIGene:2538,G6PC1
NCBIGene:92579,G6PC3
NCBIGene:2539,G6PD
NCBIGene:2548,GAA
NCBIGene:2549,GAB1
NCBIGene:2550,GABBR1
NCBIGene:9568,GABBR2
NCBIGene:2554,GABRA1
NCBIGene:2555,GABRA2
NCBIGene:2556,GABRA3
NCBIGene:2558,GABRA5
NCBIGene:2560,GABRB1
NCBIGene:2561,GABRB2
NCBIGene:2562,GABRB3
NCBIGene:2563,GABRD
NCBIGene:2566,GABRG2
NCBIGene:2571,GAD1
NCBIGene:51083,GAL
NCBIGene:2581,GALC
NCBIGene:2582,GALE
NCBIGene:2584,GALK1
NCBIGene:130589,GALM
NCBIGene:2588,GALNS
NCBIGene:2590,GALNT2
NCBIGene:2591,GALNT3
NCBIGene:2592,GALT
NCBIGene:2593,GAMT
NCBIGene:8139,GAN
NCBIGene:23193,GANAB
NCBIGene:26130,GAPVD1
NCBIGene:2617,GARS1
NCBIGene:2619,GAS1
NCBIGene:2620,GAS2
NCBIGene:246176,GAS2L2
NCBIGene:2623,GATA1
NCBIGene:2624,GATA2
NCBIGene:2625,GATA3
NCBIGene:2626,GATA4
NCBIGene:140628,GATA5
NCBIGene:2627,GATA6
NCBIGene:57798,GATAD1
NCBIGene:57459,GATAD2B
NCBIGene:5188,GATB
NCBIGene:283459,GATC
NCBIGene:2628,GATM
NCBIGene:2629,GBA1
NCBIGene:57704,GBA2
NCBIGene:2632,GBE1
NCBIGene:8729,GBF1
NCBIGene:2639,GCDH
NCBIGene:2642,GCGR
NCBIGene:2643,GCH1
NCBIGene:2645,GCK
NCBIGene:2729,GCLC
NCBIGene:9247,GCM2
NCBIGene:93953,GCNA
NCBIGene:2651,GCNT2
NCBIGene:2653,GCSH
NCBIGene:54332,GDAP1
