gene_symbol,mim_number,entry_type
IGFBP4,146733.0,gene
IGFBP5,146734.0,gene
IGFBP6,146735.0,gene
INSL3,146738.0,gene
FCGR3A,146740.0,gene
FCGR1A,146760.0,gene
IGLL1,146770.0,gene
IGKDEL,146780.0,gene
FCGR2A,146790.0,gene
HLA-DQA1,146880.0,gene
IGHA1,146900.0,gene
IGH,146910.0,gene
ADAR,146920.0,gene
CXCR2,146928.0,gene
CXCR1,146929.0,gene
CXCL8,146930.0,gene
IL9,146931.0,gene
IL10RA,146933.0,gene
IGHA2,147000.0,gene
IGHM,147020.0,gene
IFIT2,147040.0,gene
FCAR,147045.0,gene
IGHG1,147100.0,gene
IGHG2,147110.0,gene
IGHG3,147120.0,gene
IGHG4,147130.0,gene
MS4A2,147138.0,gene
FCER1G,147139.0,gene
FCER1A,147140.0,gene
TCF3,147141.0,gene
MX1,147150.0,gene
IGHD,147170.0,gene
IGHE,147180.0,gene
RBPJ,147183.0,gene
IGKV1OR2-108,147185.0,gene
IGKC,147200.0,gene
IGLC1,147220.0,gene
CD79B,147245.0,gene
INPP1,147263.0,gene
INPP5B,147264.0,gene
ITPR1,147265.0,gene
ITPR3,147267.0,gene
ITIH1,147270.0,gene
IGF2R,147280.0,gene
INHBA,147290.0,gene
CXCL10,147310.0,gene
IVL,147360.0,gene
IGF1R,147370.0,gene
INHA,147380.0,gene
INHBB,147390.0,gene
IDO1,147435.0,gene
IGF1,147440.0,gene
SOD1,147450.0,gene
SOD2,147460.0,gene
IGF2,147470.0,gene
IPP,147485.0,gene
ITPA,147520.0,gene
ITPKA,147521.0,gene
ITPKB,147522.0,gene
IRS1,147545.0,gene/phenotype
IFNW1,147553.0,gene
ITGA6,147556.0,gene
ITGB4,147557.0,gene
ITGB6,147558.0,gene
ITGB7,147559.0,gene
ITGB5,147561.0,gene
IFNA2,147562.0,gene
IBSP,147563.0,gene
IFNA4,147564.0,gene
IFNA5,147565.0,gene
IFNA6,147566.0,gene
IFNA7,147567.0,gene
IFNA8,147568.0,gene
IFNGR2,147569.0,gene
IFNG,147570.0,gene
ISG15,147571.0,gene
IFI6,147572.0,gene
IFNR,147573.0,gene
IRF9,147574.0,gene
IRF1,147575.0,gene
IRF2,147576.0,gene
IFNA10,147577.0,gene
IFNA13,147578.0,gene
IFNA14,147579.0,gene
IFNA16,147580.0,gene
IREB2,147582.0,gene
IFNA17,147583.0,gene
IFNA21,147584.0,gene
IFI16,147586.0,gene
IL6,147620.0,gene
ICA1,147625.0,gene
IFNB1,147640.0,gene
IDH2,147650.0,gene
IFNA1,147660.0,gene
INSR,147670.0,gene
INSRR,147671.0,gene
CASP1,147678.0,gene
IL1RN,147679.0,gene
IL2,147680.0,gene
IL11,147681.0,gene
IL13,147683.0,gene
FOXK2,147685.0,gene
IFIT1,147690.0,gene
IDH1,147700.0,gene
IL1B,147720.0,gene
IL2RA,147730.0,gene
IL3,147740.0,gene
IL1A,147760.0,gene
IL4,147780.0,gene
IL4R,147781.0,gene
JCHAIN,147790.0,gene
JAK1,147795.0,gene
JAK2,147796.0,gene
IL1R1,147810.0,gene
IL1R2,147811.0,gene
ICAM1,147840.0,gene
IL5,147850.0,gene
IL5RA,147851.0,gene
WNT2,147870.0,gene
IL6R,147880.0,gene
MX2,147890.0,gene
DIO1,147892.0,gene
KLK1,147910.0,gene
SERPINA4,147935.0,gene
IAPP,147940.0,gene
KLK2,147960.0,gene
KRT19,148020.0,gene
KRTAP5-9,148021.0,gene
KRTAP5-1,148022.0,gene
KRT15,148030.0,gene
KRT5,148040.0,gene
KRT6A,148041.0,gene
KRT6B,148042.0,gene
KRT3,148043.0,gene
KRT7,148059.0,gene
KRT8,148060.0,gene
KRT13,148065.0,gene
KRT14,148066.0,gene
KRT16,148067.0,gene
KRT17,148069.0,gene
KRT18,148070.0,gene
KRT10,148080.0,gene
FGF7,148180.0,gene
KIF11,148760.0,gene
LALBA,149750.0,gene
LDHA,150000.0,gene
LDHB,150100.0,gene
LDHC,150150.0,gene
CSH1,150200.0,gene
LPO,150205.0,gene
LTF,150210.0,gene
LAMB1,150240.0,gene
LAMC1,150290.0,gene
LAMC2,150292.0,gene
LAMB3,150310.0,gene
LAMA1,150320.0,gene
LAMB2,150325.0,gene
LMNA,150330.0,gene
LMNB1,150340.0,gene
LMNB2,150341.0,gene
RPSA,150370.0,gene
LTBP1,150390.0,gene
LGALS1,150570.0,gene
LGALS2,150571.0,gene
B3GAT1,151290.0,gene
LNPEP,151300.0,gene
LARS1,151350.0,gene
RUNX1,151385.0,gene
BCR,151410.0,gene
BCL2,151430.0,gene/phenotype
LYL1,151440.0,gene
STMN1,151442.0,gene
LIFR,151443.0,gene
FCER2,151445.0,gene
PTPRC,151460.0,gene
ITGAX,151510.0,gene
LTK,151520.0,gene
CD37,151523.0,gene
CD53,151525.0,gene
ANPEP,151530.0,gene
LTA4H,151570.0,gene
LGTN,151625.0,gene
LIPC,151670.0,gene
LCN1,151675.0,gene
ANXA1,151690.0,gene
ANXA2,151740.0,gene
LIPE,151750.0,gene
LBP,151990.0,gene
LPA,152200.0,gene
TFPI,152310.0,gene
ALOX5,152390.0,gene
ALOX12,152391.0,gene
ALOX15,152392.0,gene
ACSL1,152425.0,gene
KCNH2,152427.0,gene
LORICRIN,152445.0,gene
XRCC6,152690.0,gene
GNRH1,152760.0,gene
LHB,152780.0,gene
LHCGR,152790.0,gene
SELL,153240.0,gene
TNFRSF8,153243.0,gene
LEF1,153245.0,gene/phenotype
CLC,153310.0,gene
LAMP1,153330.0,gene
LAG3,153337.0,gene
CD5,153340.0,gene
ITGAL,153370.0,gene
LCK,153390.0,gene
CD58,153420.0,gene
LCP1,153430.0,gene
LSP1,153432.0,gene
LTA,153440.0,gene
LYZ,153450.0,gene
PLOD1,153454.0,gene
LOX,153455.0,gene
LOXL1,153456.0,gene
CAPG,153615.0,gene
MRC1,153618.0,gene
LGALS3,153619.0,gene
MIF,153620.0,gene
MSR1,153622.0,gene
CD68,153634.0,gene
YBX1,154030.0,gene
NELFE,154040.0,gene
LIM2,154045.0,gene
MIP,154050.0,gene
MDH2,154100.0,gene
MDH1,154200.0,gene
MAK,154235.0,gene
ME1,154250.0,gene
ME2,154270.0,gene
MGAM,154360.0,gene
PSMC2,154365.0,gene
M6PR,154540.0,gene
MBL2,154545.0,gene
MPI,154550.0,gene
MAN2C1,154580.0,gene
MAN2A1,154582.0,gene
SERPINB5,154790.0,gene
MGP,154870.0,gene
MAX,154950.0,gene
ADAM11,155120.0,gene
MC3R,155540.0,gene
MC4R,155541.0,gene
PMEL,155550.0,gene
MC1R,155555.0,gene
CXCL1,155730.0,gene
MCAM,155735.0,gene
CD63,155740.0,gene
MELTF,155750.0,gene
ACAN,155760.0,gene
CD200,155970.0,gene
MN1,156100.0,gene
LAMA2,156225.0,gene
MT1B,156349.0,gene
MT1A,156350.0,gene
MT1E,156351.0,gene
MT1F,156352.0,gene
MT1G,156353.0,gene
MT1H,156354.0,gene
MT1IP,156355.0,gene
MT1JP,156356.0,gene
MT1M,156357.0,gene
MT1L,156358.0,gene
MT1X,156359.0,gene
MT2A,156360.0,gene
NME1,156490.0,gene
NME2,156491.0,gene
MBD1,156535.0,gene
MTAP,156540.0,gene
MARS1,156560.0,gene
MPG,156565.0,gene
MGMT,156569.0,gene
MTR,156570.0,gene
MFAP2,156790.0,gene
MITF,156845.0,gene
MAP1B,157129.0,gene
MAP2,157130.0,gene
MAP4,157132.0,gene
MAPT,157140.0,gene
MSMB,157145.0,gene
MTTP,157147.0,gene
NDUFS1,157655.0,gene
RMRP,157660.0,gene
CDC25C,157680.0,gene
PSMD7,157970.0,gene
SLC3A2,158070.0,gene
CCL2,158105.0,gene/phenotype
CCL7,158106.0,gene
CD14,158120.0,gene
MLN,158270.0,gene
MUC1,158340.0,gene
ABCC1,158343.0,gene
MUC2,158370.0,gene
MUC3A,158371.0,gene
MUC4,158372.0,gene
MUC5AC,158373.0,gene
MUC6,158374.0,gene
MUC7,158375.0,gene
SLC20A2,158378.0,gene
EVI2A,158380.0,gene
EVI2B,158381.0,gene
MCC,159350.0,gene
MYBL1,159405.0,gene
MBP,159430.0,gene
MPZ,159440.0,gene
MAG,159460.0,gene
MOG,159465.0,gene
MPL,159530.0,gene
LIF,159540.0,gene
MCL1,159552.0,gene
MNDA,159553.0,gene
KMT2A,159555.0,gene/phenotype
MLLT1,159556.0,gene
AFF1,159557.0,gene
MLLT3,159558.0,gene
AFDN,159559.0,gene
CD33,159590.0,gene
MYOD1,159970.0,gene
MYOG,159980.0,gene
MYF5,159990.0,gene
MYF6,159991.0,gene
MB,160000.0,gene
MYH6,160710.0,gene
MYH3,160720.0,gene
MYH1,160730.0,gene
MYH2,160740.0,gene
MYH8,160741.0,gene
MYH4,160742.0,gene
MYH11,160745.0,gene
MYH7,160760.0,gene
MYL4,160770.0,gene
MYH9,160775.0,gene
MYH10,160776.0,gene
MYO5A,160777.0,gene
MYL1,160780.0,gene
MYL2,160781.0,gene
MYL5,160782.0,gene
MYL3,160790.0,gene
MYBPC2,160793.0,gene
MYBPC1,160794.0,gene
MYBPH,160795.0,gene
NMT1,160993.0,gene
HNRNPM,160994.0,gene
MGAT1,160995.0,gene
NQO2,160998.0,gene
NDUFV1,161015.0,gene
KLRC1,161555.0,gene
IL12A,161560.0,gene
IL12B,161561.0,gene
NKTR,161565.0,gene
NEB,161650.0,gene
NGFR,162010.0,gene
NGF,162030.0,gene
GAP43,162060.0,gene
NRL,162080.0,gene
PTN,162095.0,gene
MDK,162096.0,gene
PCSK1,162150.0,gene
PCSK2,162151.0,gene
NEFH,162230.0,gene
NEFM,162250.0,gene
NEFL,162280.0,gene
TAC1,162320.0,gene
TACR2,162321.0,gene
TACR1,162323.0,gene
TAC3,162330.0,gene
TACR3,162332.0,gene
NMB,162340.0,gene
NMBR,162341.0,gene
NHLH1,162360.0,gene
NHLH2,162361.0,gene
NPY,162640.0,gene
NPY1R,162641.0,gene
NPY2R,162642.0,gene
CXCR4,162643.0,gene
NTS,162650.0,gene
NTSR1,162651.0,gene
NTF3,162660.0,gene
NTF4,162662.0,gene
AZU1,162815.0,gene
CD177,162860.0,gene
NFE2L1,163260.0,gene
NOS3,163729.0,gene/phenotype
NOS2,163730.0,gene
NOS1,163731.0,gene
SNCA,163890.0,gene
HMGB1,163905.0,gene
HMGB2,163906.0,gene
HMGN2,163910.0,gene
HMGN1,163920.0,gene
SLC6A2,163970.0,gene
CEACAM6,163980.0,gene
NFIX,164005.0,gene
NFKBIA,164008.0,gene
NUMA1,164009.0,gene
CHMP1A,164010.0,gene
NFKB1,164011.0,gene
NFKB2,164012.0,gene
NFRKB,164013.0,gene
RELA,164014.0,gene
MATR3,164015.0,gene
HNRNPA1,164017.0,gene
HNRNPC,164020.0,gene
NOP2,164031.0,gene
NCL,164035.0,gene
NPM1,164040.0,gene
PNP,164050.0,gene
NAP1L1,164060.0,gene
LEP,164160.0,gene
POU2F1,164175.0,gene
POU2F2,164176.0,gene
POU5F1,164177.0,gene
OBP2A,164320.0,gene
OMP,164340.0,gene
OR1D2,164342.0,gene
EBF1,164343.0,gene
OMG,164345.0,gene
OAS1,164350.0,gene
ATP5F1A,164360.0,gene
ABL2,164690.0,gene
ETS1,164720.0,gene
AKT1,164730.0,gene
AKT2,164731.0,gene
ETS2,164740.0,gene
VIS1,164755.0,gene
BRAF,164757.0,gene
RAF1,164760.0,gene
RET,164761.0,gene
CRK,164762.0,gene
CTTN,164765.0,gene
CSF1R,164770.0,gene
FOSB,164772.0,gene
SKI,164780.0,gene
MDM2,164785.0,gene
NRAS,164790.0,gene
OCM,164795.0,gene
FOS,164810.0,gene
WNT1,164820.0,gene
BMI1,164831.0,gene
MYCN,164840.0,gene
MYCL,164850.0,gene
MET,164860.0,gene
ERBB2,164870.0,gene
ETV3,164873.0,gene
FOXG1,164874.0,gene
VAV1,164875.0,gene
YES1,164880.0,gene
REL,164910.0,gene
KIT,164920.0,gene
FGR,164940.0,gene
FGF3,164950.0,gene
NOTCH4,164951.0,gene
CCN3,164958.0,gene
PIM1,164960.0,gene
WNT5A,164975.0,gene
FGF4,164980.0,gene
ROS1,165020.0,gene
RAB8A,165040.0,gene
TRU-TCA1-1,165060.0,gene
FLT1,165070.0,gene
ERG,165080.0,gene
RRAS,165090.0,gene
OSM,165095.0,gene
SEA,165110.0,gene
LYN,165120.0,gene
PVT1,165140.0,gene
JUN,165160.0,gene
JUNB,165161.0,gene
JUND,165162.0,gene
SPI1,165170.0,gene
MAS1,165180.0,gene
FGF5,165190.0,gene
OPRD1,165195.0,gene
OPRK1,165196.0,gene
MECOM,165215.0,gene
GLI1,165220.0,gene
GLI2,165230.0,gene
GLI3,165240.0,gene
ZNF875,165250.0,gene
ZSCAN22,165260.0,gene
ZBTB48,165270.0,gene
GLI4,165280.0,gene
WNT3,165330.0,gene
SKIL,165340.0,gene
CBL,165360.0,gene
RHOB,165370.0,gene
RHOC,165380.0,gene
RHOA,165390.0,gene
ODC1,165640.0,gene
SPP1,166490.0,gene
NBR1,166945.0,gene
OSBP,167040.0,gene
OXT,167050.0,gene
OXTR,167055.0,gene
PCSK6,167405.0,gene
PAX2,167409.0,gene
PAX7,167410.0,gene
PAX1,167411.0,gene
PAX4,167413.0,gene
PAX5,167414.0,gene
PAX8,167415.0,gene
PAX9,167416.0,gene
PRRX1,167420.0,gene
REG1A,167770.0,gene
REG1B,167771.0,gene
PPY,167780.0,gene
SPINK1,167790.0,gene
REG3A,167805.0,gene
HPV18I1,167959.0,predominantly phenotypes
HPV18I2,167960.0,predominantly phenotypes
ELAVL4,168360.0,gene
PTMS,168440.0,gene
PTH,168450.0,gene
CCND1,168461.0,gene
PTH1R,168468.0,gene
PTHLH,168470.0,gene
PRH1,168730.0,gene
PRH2,168790.0,gene
PRB2,168810.0,gene
PON1,168820.0,gene/phenotype
PRB3,168840.0,gene
PVALB,168890.0,gene
CDK18,169190.0,gene
DSG3,169615.0,gene
PGA3,169710.0,predominantly phenotypes
PGA4,169720.0,gene
PGA5,169730.0,gene
PGC,169740.0,gene
CNDP2,169800.0,gene
PEPB,169900.0,gene
PEPC,170000.0,gene
PEPE,170200.0,gene
LAP3,170250.0,gene
TAP1,170260.0,gene
TAP2,170261.0,gene
PAM,170270.0,gene
PRF1,170280.0,gene
NUP85,170285.0,gene
PLIN1,170290.0,gene
PRPH,170710.0,gene
PMP2,170715.0,gene
PEX2,170993.0,gene
ABCD3,170995.0,gene
PPARA,170998.0,gene/phenotype
ABCB1,171050.0,gene
ABCB4,171060.0,gene
SULT1A1,171150.0,gene
PNMT,171190.0,gene
PDC,171490.0,gene
ACP1,171500.0,gene
ACP5,171640.0,gene
ACP2,171650.0,gene
ALPI,171740.0,gene
ALPL,171760.0,gene
ACP3,171790.0,gene
ALPP,171800.0,gene
ALPG,171810.0,gene
PIK3R1,171833.0,gene
PIK3CA,171834.0,gene
PFKFB2,171835.0,gene
PFKP,171840.0,gene
PFKL,171860.0,gene
PDE7A,171885.0,gene
PDE1A,171890.0,gene
PDE1B,171891.0,gene
PGM1,171900.0,gene
PGM2,172000.0,gene
PGM3,172100.0,gene
PGD,172200.0,gene
PGAM1,172250.0,gene
PGK2,172270.0,gene
PGP,172280.0,gene
GPI,172400.0,gene
PLN,172405.0,gene
PLA2G1B,172410.0,gene
PLA2G2A,172411.0,gene
PLCG1,172420.0,gene
PLTP,172425.0,gene/phenotype
ENO1,172430.0,gene
PAICS,172439.0,gene
PPAT,172450.0,gene
MTHFD1,172460.0,gene
PHKG1,172470.0,gene
PHKG2,172471.0,gene
PSPH,172480.0,gene
PHKB,172490.0,gene
SERPINF1,172860.0,gene
POU1F1,173110.0,gene
SCG5,173120.0,gene
PAEP,173310.0,gene
RNH1,173320.0,gene
SERPINB6,173321.0,gene
JUP,173325.0,gene
ENPP1,173335.0,gene
PLGLB1,173340.0,gene
PLG,173350.0,gene
SERPINE1,173360.0,gene
PLAT,173370.0,gene
SERPINB2,173390.0,gene
PLAUR,173391.0,gene
PTAFR,173393.0,gene
PDGFRB,173410.0,gene
PDGFA,173430.0,gene
PECAM1,173445.0,gene
PF4,173460.0,gene
PF4V1,173461.0,gene
ITGB3,173470.0,gene
PDGFRA,173490.0,gene
CD36,173510.0,gene
GP5,173511.0,gene
GP9,173515.0,gene
PLEK,173570.0,gene
SELP,173610.0,gene
PVR,173850.0,gene
PARP1,173870.0,gene
PIGR,173880.0,gene
PKD2,173910.0,gene
POLB,174760.0,gene
POLD1,174761.0,gene
POLE,174762.0,gene
POLG,174763.0,gene
KCNC2,176256.0,gene
KCNA6,176257.0,gene
KCNC1,176258.0,gene
KCNA1,176260.0,gene
KCNE1,176261.0,gene
KCNA2,176262.0,gene
KCNA3,176263.0,gene
KCNC3,176264.0,gene
KCNC4,176265.0,gene
KCNA4,176266.0,gene
KCNA5,176267.0,gene
KCNA7,176268.0,gene
DLK1,176290.0,gene
TTR,176300.0,gene
PBX1,176310.0,gene
PBX2,176311.0,gene
PBX3,176312.0,gene
PAPPA,176385.0,gene
PSG1,176390.0,gene
PSG2,176391.0,gene
PSG3,176392.0,gene
PSG4,176393.0,gene
PSG5,176394.0,gene
PSG6,176395.0,gene
PSG7,176396.0,gene
PSG8,176397.0,gene
PSG9,176398.0,gene
PSG10P,176399.0,gene
PSG11,176401.0,gene
PZP,176420.0,gene
PFN2,176590.0,gene
PFN1,176610.0,gene
PRIM1,176635.0,gene
PRIM2,176636.0,gene
PRNP,176640.0,gene
PHB,176705.0,gene
P4HA1,176710.0,gene
PIP,176720.0,gene
INS,176730.0,gene
PCNA,176740.0,gene
MKI67,176741.0,gene
PRL,176760.0,gene
PRLR,176761.0,gene
PRDX1,176763.0,gene
PRCP,176785.0,gene
P4HB,176790.0,gene
PMCHL1,176793.0,gene
PMCHL2,176794.0,gene
PMCH,176795.0,gene
ZBTB16,176797.0,gene
PSAP,176801.0,gene
PTGER1,176802.0,gene
PTGDS,176803.0,gene
PTGER2,176804.0,gene
PTGS1,176805.0,gene
PTGER3,176806.0,gene
KLK3,176820.0,gene
POMC,176830.0,gene
PSMA2,176842.0,gene
PSMA3,176843.0,gene
PSMA5,176844.0,gene
PSMA4,176846.0,gene
PSMB10,176847.0,gene
PCMT1,176851.0,gene
AMBP,176870.0,gene
EIF2AK2,176871.0,gene
MAP2K1,176872.0,gene
CDK11B,176873.0,gene
PPP1CA,176875.0,gene
PTPN11,176876.0,gene
PTPN3,176877.0,gene
PTPN4,176878.0,gene
PTPN5,176879.0,gene
PROS1,176880.0,gene
PTPRB,176882.0,gene
PTPN6,176883.0,gene
PTPRA,176884.0,gene
PTPN1,176885.0,gene
PTPRG,176886.0,gene
PTPN2,176887.0,gene
PTPRM,176888.0,gene
PTPN7,176889.0,gene
PTPRZ1,176891.0,gene
PRKACB,176892.0,gene
PRKACG,176893.0,gene
PRKG1,176894.0,gene
PROZ,176895.0,gene
PRKAR2A,176910.0,gene
PRKAR1B,176911.0,gene
PRKAR2B,176912.0,gene
PPP1CC,176914.0,gene
PPP2CA,176915.0,gene
PPP2CB,176916.0,gene
F2,176930.0,gene
S100A1,176940.0,gene
TYK2,176941.0,gene
FER,176942.0,gene
FGFR2,176943.0,gene
EPHA8,176945.0,gene
EPHA2,176946.0,gene
ZAP70,176947.0,gene
MAPK1,176948.0,gene
MAPK4,176949.0,gene
PRKCA,176960.0,gene
PRKCB,176970.0,gene
PRKCE,176975.0,gene
PRKCD,176977.0,gene
PRKCG,176980.0,gene
RACK1,176981.0,gene
PRKCZ,176982.0,gene
S100B,176990.0,gene
S100A5,176991.0,gene
S100A3,176992.0,gene
S100A2,176993.0,gene
SERPINE2,177010.0,gene
PSKH1,177015.0,gene
PRTN3,177020.0,gene
SRGN,177040.0,gene
PSMB9,177045.0,gene
PSMB8,177046.0,gene
PRKCSH,177060.0,gene
MARCKS,177061.0,gene
EPB42,177070.0,gene
MAF,177075.0,gene
BCHE,177400.0,gene
SFTPC,178620.0,gene
SFTPA1,178630.0,gene
SFTPD,178635.0,gene
SFTPB,178640.0,gene
SFTPA2,178642.0,gene
MMP7,178990.0,gene
PDXK,179020.0,gene
PPA1,179030.0,gene
PYCR1,179035.0,gene
PKM,179050.0,gene
PDHB,179060.0,gene
PDHA2,179061.0,gene
RABGGTB,179080.0,gene
UBE2B,179095.0,gene
RDX,179410.0,gene
RAB3A,179490.0,gene
RAP1GDS1,179502.0,gene
RRAD,179503.0,gene
RHOG,179505.0,gene
RAB1A,179508.0,gene
RAB2A,179509.0,gene
RAB3B,179510.0,gene
RAB4A,179511.0,gene
RAB5A,179512.0,gene
RAB6A,179513.0,gene
RAB5B,179514.0,gene
RAP1A,179520.0,gene
RAP1B,179530.0,gene
RAP2A,179540.0,gene
RAP2B,179541.0,gene
RALA,179550.0,gene
RALB,179551.0,gene
RSU1,179555.0,gene
PTPRF,179590.0,gene
PRPH2,179605.0,gene
EPHA1,179610.0,gene
EPHA3,179611.0,gene
RAG1,179615.0,gene
RAG2,179616.0,gene
RAD51,179617.0,gene
RCVRN,179618.0,gene
RCC1,179710.0,gene
RLN1,179730.0,gene
RLN2,179740.0,gene
PRCC,179755.0,gene
DPEP1,179780.0,gene
REN,179820.0,gene
RPA1,179835.0,gene
RPA2,179836.0,gene
RPA3,179837.0,gene
CLIP1,179838.0,gene
RD3,180040.0,gene
RPE65,180069.0,gene
PDE6A,180071.0,gene
PDE6B,180072.0,gene
PDE6G,180073.0,gene
RLBP1,180090.0,gene
RARG,180190.0,gene
ARID4A,180201.0,gene
KDM5A,180202.0,gene
RBL2,180203.0,gene
RARB,180220.0,gene
CRABP1,180230.0,gene
CRABP2,180231.0,gene
RARA,180240.0,gene
RXRA,180245.0,gene
RXRB,180246.0,gene
RXRG,180247.0,gene
RBP4,180250.0,gene
RBP1,180260.0,gene
RBP2,180280.0,gene
RBP3,180290.0,gene
RHAG,180297.0,gene
TST,180370.0,gene
RHO,180380.0,gene
GRK1,180381.0,gene
LMO2,180385.0,gene
LMO3,180386.0,gene
RRM2,180390.0,gene
RRM1,180410.0,gene
RPIA,180430.0,gene
RNASEL,180435.0,gene
RNASE1,180440.0,gene
RNR1,180450.0,gene
RNR2,180451.0,gene
RNR3,180452.0,gene
RNR4,180453.0,gene
RNR5,180454.0,gene
RPS6,180460.0,gene
RPS20P3,180463.0,gene
RPS20P4,180464.0,gene
RPS25,180465.0,gene
RPL19,180466.0,gene
RPL30,180467.0,gene
RPL35A,180468.0,gene
RPL36AL,180469.0,gene
RPN1,180470.0,gene
RPS11,180471.0,gene
RPS17,180472.0,gene
RPS18,180473.0,gene
RPL22,180474.0,gene
RPL12,180475.0,gene
RPS13,180476.0,gene
RPS21,180477.0,gene
RPS3A,180478.0,gene
RPL4,180479.0,gene
RPE,180480.0,gene
RPN2,180490.0,gene
RPLP0,180510.0,gene
RPLP1,180520.0,gene
RPLP2,180530.0,gene
RPS15,180535.0,gene
RLF,180610.0,gene
TRX-CAT2-1,180620.0,gene
TRX-CAT1-2,180621.0,gene
DDX5,180630.0,gene
TRE-TTC3-1,180640.0,gene
SNORA73A,180645.0,gene
SNORA62,180646.0,gene
SNORA63,180647.0,gene
POLR2A,180660.0,gene
POLR2B,180661.0,gene
POLR2I,180662.0,gene
POLR2C,180663.0,gene
POLR2E,180664.0,gene
RNU1-4,180680.0,gene
RNU2-1,180690.0,gene
RNU5A-1,180691.0,gene
RNU6-1,180692.0,gene
SNORD3A,180710.0,gene
ROM1,180721.0,gene
SNRNP70,180740.0,gene
RYR1,180901.0,gene
RYR2,180902.0,gene
RYR3,180903.0,gene
AHCY,180960.0,gene
AMD1,180980.0,gene
PRB1,180989.0,gene
PRB4,180990.0,gene
SAG,181031.0,gene
TSPAN31,181035.0,gene
STIL,181590.0,gene
SCTR,182098.0,gene
SCT,182099.0,gene
FUT2,182100.0,gene
CYTH1,182115.0,gene
SPARC,182120.0,gene
SPR,182125.0,gene
SDS,182128.0,gene
HTR1B,182131.0,gene
HTR1E,182132.0,gene
HTR1D,182133.0,gene
HTR1F,182134.0,gene
HTR2A,182135.0,gene
HTR7,182137.0,gene
SLC6A4,182138.0,gene
HTR3A,182139.0,gene
SEMG1,182140.0,gene
SEMG2,182141.0,gene
SHMT1,182144.0,gene
SPN,182160.0,gene
SRP19,182175.0,gene
SRPRA,182180.0,gene
SHBG,182205.0,gene
PI3,182257.0,gene
SPRR1A,182265.0,gene
SPRR1B,182266.0,gene
SPRR2A,182267.0,gene
SPRR2B,182268.0,gene
SPRR2C,182269.0,predominantly phenotypes
SPRR3,182271.0,gene
SNRPN,182279.0,gene
CCL1,182281.0,gene
SNRPB,182282.0,gene
CCL3,182283.0,gene
CCL4,182284.0,gene
SNRPA,182285.0,gene
SLC8A1,182305.0,gene
SLC9A3,182307.0,gene
SLC17A1,182308.0,gene
SLC34A1,182309.0,gene
ATP1A1,182310.0,gene
ATP1B1,182330.0,gene
ATP1B2,182331.0,gene
ATP1A2,182340.0,gene
ATP1A3,182350.0,gene
ATP12A,182360.0,gene
SLC5A1,182380.0,gene
SLC5A2,182381.0,gene
SCN1A,182389.0,gene
SCN2A,182390.0,gene
SCN3A,182391.0,gene
SCN7A,182392.0,gene
SLC10A1,182396.0,gene
SST,182450.0,gene
SSTR1,182451.0,gene
SSTR2,182452.0,gene
SSTR3,182453.0,gene
SSTR4,182454.0,gene
SSTR5,182455.0,gene/phenotype
SON,182465.0,gene
SORD,182500.0,gene
SRI,182520.0,gene
SOS1,182530.0,gene
TFF2,182590.0,gene
SPTBN1,182790.0,gene
SPTAN1,182810.0,gene
SPTA1,182860.0,gene
SPTB,182870.0,gene
ODF1,182878.0,gene
PRM1,182880.0,gene
ZP2,182888.0,gene
ZP3,182889.0,gene
PRM2,182890.0,gene
SRM,182891.0,gene
FDFT1,184420.0,gene
SOX2,184429.0,gene
SOX4,184430.0,gene
STATH,184470.0,gene
CSTA,184600.0,gene
KITLG,184745.0,gene
SRD5A1,184753.0,gene
SCP2,184755.0,gene
SREBF1,184756.0,gene
NR5A1,184757.0,gene
MMP3,185250.0,gene
MMP10,185260.0,gene
MMP11,185261.0,gene
CLU,185430.0,gene
SDHB,185470.0,gene
SOD3,185490.0,gene
EPCAM,185535.0,gene
SYT1,185605.0,gene
SURF1,185620.0,gene
SURF2,185630.0,gene
RPL7A,185640.0,gene
MED22,185641.0,gene
SURF6,185642.0,gene
SURF4,185660.0,gene
SV2A,185860.0,gene
SV2B,185861.0,gene
VAMP1,185880.0,gene
VAMP2,185881.0,gene
SDC1,186355.0,gene
SDC3,186357.0,gene
ANXA7,186360.0,gene
STX1A,186590.0,gene
STX4,186591.0,gene
CD27,186711.0,gene
CD6,186720.0,gene
CD8B,186730.0,gene
CD3G,186740.0,gene
TLN1,186745.0,gene
CD28,186760.0,gene
TLX1,186770.0,gene
CD247,186780.0,gene
CD3D,186790.0,gene
TRDC,186810.0,gene
CD7,186820.0,gene
CD3E,186830.0,gene
CD81,186845.0,gene
PSMC3,186852.0,gene
SLC6A6,186854.0,gene
TAL2,186855.0,gene
TRAC,186880.0,gene
CD8A,186910.0,gene
LMO1,186921.0,gene
TRBC1,186930.0,gene
CD4,186940.0,gene
FKBP1A,186945.0,gene
FKBP2,186946.0,gene
FKBP3,186947.0,gene
TCL1A,186960.0,gene
TRGC1,186970.0,gene
ITK,186973.0,gene
TCTE1,186975.0,gene
TCTE3,186977.0,gene
TCP1,186980.0,gene
TCP11,186982.0,gene
CD2,186990.0,gene
CCL5,187011.0,gene
TCP10L3,187020.0,gene
TAL1,187040.0,gene
TERT,187270.0,gene
POLR3D,187280.0,gene
TNC,187380.0,gene
TDGF1,187395.0,gene/phenotype
DNTT,187410.0,gene
CRISP2,187430.0,gene
