,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
HP:0001084,0.00541812,0.0066286568,0.00033334596,-0.0005110535,-0.0077153975,-0.002946048,0.00048690464,-0.0032993066,0.008266371,0.003653801,-0.0011471673,0.0008057033,0.00013465279,-5.827802e-08,-6.0597216e-08,-1.09995206e-07,-4.1928807e-09,2.4825098e-07,-0.0021146084,-0.0025707653,-0.0035509828,0.0011183945,0.0013915694,0.0065137404,-0.0107709365,-0.017660284,0.0058052754,0.0057120696,0.006535637,-0.0024108635,-0.0066401483,0.00075729727,0.0007582699,0.006639244,-0.0024111914,0.006535069,0.0057101315,-0.00580609,0.017660629,0.010770512,-0.006514039,0.0013912269,0.0011183589,0.0035503693,0.0025712484,0.0021147656,3.2655254e-07,2.015504e-08,-1.8625078e-08,-4.4086647e-08,-6.236224e-09,-0.00013498512,0.0008063023,0.0011472574,0.0036536672,0.008266926,0.0032978859,0.00048715196,0.002946064,0.0077154394,0.0005111432,-0.00033338944,-0.008038768,-0.0029450287
APOA2,-0.006057632,-0.0074110543,-0.0007408331,0.0006004395,0.006411055,0.0016480577,9.614484e-07,0.0036320304,-0.007060091,-0.0040829754,-0.00085565634,-0.002171029,0.00069978886,4.0966622e-08,7.1018846e-08,8.9938794e-08,-5.138642e-09,-1.7423817e-07,0.00265972,0.0010037906,0.004235833,0.00047999702,-0.0015813253,-0.0060064932,0.011099145,0.017220195,-0.003472962,-0.0033900572,-0.0056209974,0.001340319,0.008325197,0.0018128525,-0.0018112751,0.008324244,-0.0013404569,0.0056205112,0.0033881855,-0.0034736881,0.017220391,0.01109866,-0.0060069757,0.0015810877,-0.00048001576,0.004235427,0.0010043154,0.002659865,3.2390847e-07,5.2497132e-08,-3.8889176e-08,-2.4628294e-08,-4.4983306e-09,0.0006993313,0.0021713334,-0.0008558046,0.004082765,0.0070607155,0.0036309022,-8.310307e-07,0.0016481436,0.0064110747,0.0006004981,-0.0007408902,-0.0089876,-0.003292633
HP:0002570,0.010492147,0.012836332,1.48471445e-05,-0.002487991,-0.01631094,-0.009586793,0.0063231373,-0.0027301107,0.0068134647,0.007284197,-0.006855788,-5.3825013e-05,0.0001710132,-1.5087954e-07,1.4660611e-07,-1.2440049e-07,6.456561e-08,4.3027217e-07,-0.003887936,-0.009601206,-0.00026103162,0.014669755,-0.0006424412,0.008539435,-0.02015896,-0.009250231,0.0058970265,0.0044105677,0.0076163756,-0.021421297,-0.04190954,-0.029412286,-0.029416105,0.041910388,-0.021419892,0.007615633,0.004410522,-0.005896898,0.009250115,0.020158736,-0.008539083,-0.0006429171,0.014669342,0.0002597337,0.009601575,0.0038881411,1.0000317e-06,-2.1405997e-07,3.627203e-08,-2.7408113e-08,3.6421461e-09,-0.00017087632,-5.212309e-05,0.006855965,0.007284289,0.006814088,0.0027282755,0.00632452,0.009585871,0.016310897,0.0024881898,-1.4927066e-05,-0.01556702,-0.00570303
HP:0100513,0.004692224,0.0057405853,3.349874e-05,-0.0012996313,-0.012714556,-0.00579532,0.0036329806,-0.0018652892,0.00652066,0.001550283,-0.0033521047,-0.001269213,-0.0025092128,4.855048e-08,9.159417e-08,-6.8245645e-09,1.0901744e-09,1.3575469e-07,-0.0016183344,-0.005123148,-0.006097544,0.006380593,0.0024861288,0.004816774,-0.0059224544,-0.0082492735,0.0032149325,0.004468609,0.0057322965,-0.008737847,-0.0100630345,-0.0069143185,-0.006914015,0.01006342,-0.008737593,0.005731632,0.004468174,-0.003215073,0.008249642,0.005922457,-0.0048167743,0.002485827,0.0063805804,0.006096793,0.005124164,0.0016186609,1.052706e-06,-7.4510424e-08,-1.2098497e-08,-3.2188368e-08,-5.7442552e-08,0.0025092748,-0.0012682233,0.003352369,0.0015504113,0.0065211323,0.0018637261,0.0036337294,0.0057948413,0.012714557,0.0012997789,-3.358127e-05,-0.0069617755,-0.002550466
HP:0003563,0.004692223,0.005740584,4.9307477e-05,5.2251853e-06,-0.0026374639,-0.00083742104,-0.00044514547,0.00010119518,0.0022685707,-0.00037453882,0.00046760097,-0.0006562248,-0.0007777683,6.7205854e-09,2.09203e-09,-2.4942455e-08,7.599675e-10,2.0774722e-08,0.0015595837,0.0020926967,0.0023410488,0.0025461372,0.00017246907,-0.0002550345,-0.0019285628,-0.0035696763,0.00085214316,0.0012960114,0.0012698077,0.00041292977,-0.005526121,-0.0011767631,-0.0011765583,0.005525989,0.00041328534,0.0012698156,0.0012956156,-0.00085234834,0.0035697988,0.0019286299,0.000255084,0.0001724764,0.002546108,-0.0023407973,-0.0020928455,-0.0015596569,1.979709e-07,-1.3770126e-08,-1.4641267e-08,-2.6155622e-09,6.0036704e-09,0.00077780505,-0.00065625866,-0.000467473,-0.00037456618,0.002268529,-0.000101568134,-0.00044512263,0.000837495,0.0026374757,-5.2017126e-06,-4.932515e-05,-0.006961773,-0.0025504727
HP:0004381,0.0046922215,0.005740581,-0.00025260914,0.0008117147,0.0025880905,0.0013511206,-0.00038505133,0.0017170433,-0.0028141437,-0.0016449605,9.846453e-05,-8.8250046e-05,0.0015466863,-2.514751e-08,-2.0019401e-08,-1.59048e-08,2.083731e-08,2.4709582e-08,-0.00067650835,-0.0062494334,0.0005171929,-0.0016699564,-0.002743275,0.00012712617,0.005535666,-0.0018840755,-0.0008927155,0.0012909697,-0.00017117623,-0.0024144463,0.00017016484,0.002642017,0.002641916,-0.00016992081,-0.0024143285,-0.00017134837,0.0012910136,0.00089261803,0.0018840514,-0.005535848,-0.00012699438,-0.0027435422,-0.0016698511,-0.0005178254,0.0062491773,0.0006766778,-4.6589517e-07,5.265833e-08,9.0759675e-09,3.2449627e-08,4.7465576e-08,-0.0015466941,-8.8512774e-05,-9.846106e-05,-0.0016448443,-0.002814431,-0.0017165532,-0.0003852108,-0.0013511122,-0.0025881042,-0.00081174326,0.00025261455,-0.006961771,-0.0025504744
HP:0000799,0.0046922322,0.0057405788,4.0874816e-05,0.00019861711,-0.0015525667,-0.00079435715,-0.0009307945,-0.0010070265,0.0065319743,0.0013786819,-0.0006896245,-0.00069468195,-0.0015859524,7.919278e-09,-1.3603017e-08,-3.4002337e-08,-1.9884382e-08,1.457486e-07,-0.0017397043,-0.00090651866,-0.0011800715,0.0012392765,0.0013478571,-0.00025972704,-0.003866627,-0.008476718,0.0010407704,0.002777744,0.003516797,-0.0046185935,-0.00442779,0.0011666296,0.0011673833,0.004428034,-0.004618525,0.003516419,0.0027770728,-0.0010409544,0.008476996,0.0038665934,0.00025948603,0.0013478707,0.001239137,0.0011798502,0.000906729,0.0017398798,4.9099975e-07,1.4978676e-08,-3.2928106e-08,-6.634363e-08,-3.3050362e-08,0.0015858844,-0.000694222,0.00068986445,0.0013786086,0.0065320753,0.001006044,-0.00093089,0.0007945863,0.0015526075,-0.00019861186,-4.0878385e-05,-0.0069617713,-0.0025504755
HP:0004416,0.003831185,0.004687167,-0.00012969645,0.0002366146,0.0022581732,0.0002051061,-0.0014996992,-0.0005010343,0.0044468604,-0.00070257543,-0.00022096324,-0.0006681189,-0.0015284547,1.6402726e-08,4.035891e-08,1.3029824e-08,-8.49697e-09,3.9892463e-08,-0.0014440342,0.001680694,-0.002043241,-0.0036483055,-7.581788e-06,0.0014516496,-0.0015852469,-0.0029053753,0.0010012165,0.0014102603,0.001220777,0.0012078924,0.0013722325,-0.00030069263,-0.00030082866,-0.0013724554,0.0012075726,0.0012207369,0.0014097908,-0.00100141,0.0029055895,0.0015850089,-0.0014518738,-7.4864806e-06,-0.0036482373,0.002043391,-0.0016805676,0.0014440498,3.5136895e-07,-4.0451482e-08,-7.310659e-09,-1.5618951e-08,-7.242453e-09,0.0015284503,-0.0006679174,0.00022107772,-0.0007026104,0.004446883,0.00050043047,-0.0014999049,-0.00020480462,-0.002258144,-0.00023665858,0.00012971366,-0.0056842626,-0.002082455
HP:0012397,0.00469224,0.00574059,-5.208375e-05,-0.0001695943,-0.0036536069,-0.0024230243,4.452848e-05,-0.0012747995,0.007084203,0.0016782131,-0.0019019927,-0.00050998817,-0.0010777286,1.0142001e-08,-3.4533606e-08,-1.0161773e-07,1.1343911e-08,3.0139145e-07,-0.0049477075,-0.002625885,-0.0070057693,-0.0031540114,0.0026772178,0.008540733,-0.008693588,-0.02207839,0.0031769522,0.007930831,0.0087080775,-0.0025200772,-0.010491084,0.0007907332,0.0007916951,0.010490769,-0.00251991,0.008707298,0.007928602,-0.0031778875,0.022078913,0.008692809,-0.008541328,0.0026769773,-0.0031538825,0.007005244,0.0026266663,0.004947818,4.4398138e-07,1.0605592e-07,-3.5056154e-08,-5.3637457e-08,3.0623436e-08,0.001077503,-0.00050931575,0.0019022512,0.0016782823,0.0070844516,0.0012735651,4.461311e-05,0.0024230925,0.003653639,0.00016960343,5.203894e-05,-0.006961783,-0.002550479
HP:0006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP:3000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP:0000660,0.0027090586,0.0033143277,0.000116177136,-9.02256e-05,-0.0029906756,0.0005600229,-0.00078468805,0.0012385759,-0.00073971605,0.002873593,-0.0009643148,-0.0006058685,-0.0016789504,1.1739217e-08,6.029659e-08,-2.387866e-08,-5.563664e-09,9.697231e-08,-0.0011109551,-0.0015259816,-0.0023075317,0.0003961486,0.0012550858,0.002075592,-0.0038302795,-0.006358332,0.0015682377,0.0021773158,0.0048238644,-0.003141675,-0.0022442508,-0.002689557,-0.0026894521,0.0022442332,-0.0031420195,0.004823577,0.0021767179,-0.0015684158,0.0063585006,0.0038301041,-0.0020757588,0.0012550118,0.0003960957,0.0023072467,0.0015263306,0.0011110291,4.878065e-07,-4.9508216e-08,-8.058964e-09,-2.0508098e-08,-1.20351e-08,0.0016789366,-0.00060535804,0.00096449227,0.0028736256,-0.00073993776,-0.0012383781,-0.0007848502,-0.00055997336,0.0029906738,9.024757e-05,-0.00011619625,-0.0040193857,-0.0014725204
HP:0012184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP:0012153,0.0027090576,0.0033143286,3.1663803e-05,-0.00026319572,-0.004238941,-0.0009279491,-0.00063608855,-0.001225264,0.0050398055,0.00135546,-0.0011610425,-0.0004877973,-0.00045019836,2.6856681e-09,-4.3383894e-10,-1.8555529e-08,5.1096893e-10,6.032129e-08,0.0014498536,0.0009166042,-0.001561727,0.0032942477,-0.0015698472,0.0012304321,-0.0032092691,-0.0034924045,0.0029281587,0.0026977686,0.0022115298,0.00069707184,-0.0029600307,-0.0035120905,-0.0035119958,0.0029597224,0.0006970334,0.0022114916,0.002697263,-0.00292838,0.0034926704,0.0032093786,-0.0012302995,-0.0015698673,0.0032942158,0.0015617838,-0.00091636414,-0.0014498062,3.815323e-07,-3.2830254e-08,-7.617791e-09,-1.40356535e-08,-1.4148311e-08,0.00045020724,-0.00048739038,0.001161197,0.0013553604,0.0050399886,0.0012244544,-0.0006361161,0.00092806824,0.00423897,0.00026323344,-3.1684347e-05,-0.004019382,-0.0014725163
APOE,-0.01796985,-0.02198474,-6.798655e-05,0.00025654212,0.014682032,0.0025366908,0.0058858395,0.007569126,-0.027990207,-0.010510108,0.0077087656,0.00057425105,0.0013223395,1.0970122e-07,1.6720879e-08,1.4968856e-07,-8.217788e-09,-7.198625e-07,0.0038222824,0.0033103486,0.012432384,-0.0028969904,-0.0015536238,-0.014573802,0.022221452,0.035844672,-0.0042398893,-0.009780808,-0.0138206305,0.01033704,0.007761286,-0.009511672,0.009512395,0.007760669,-0.010338248,0.013819116,0.0097772945,-0.0042414796,0.035845518,0.022220448,-0.014574262,0.0015532625,0.0028971946,0.012431374,0.003311891,0.0038226745,1.7588483e-06,-1.3288191e-07,-4.406365e-08,-3.8657554e-08,-6.789196e-10,0.001321963,-0.0005715794,0.0077095106,0.010509497,0.027991174,0.0075650336,-0.0058863005,0.0025377977,0.014682193,0.0002566161,-6.807495e-05,-0.02666156,-0.009767563
HP:0002511,0.006635797,0.008118409,-0.00018077064,0.00028112624,-0.004903972,0.001143951,-0.0044120844,-0.0025453996,0.010904426,0.0013818983,-0.0034494123,-0.0008640326,-0.0047193957,-3.4382985e-08,2.1780339e-07,-3.6291684e-08,-2.2135968e-08,1.4409828e-07,-0.003344031,-0.004906353,0.00016564463,0.0029049423,0.0059436974,0.006271253,-0.012070476,-0.0074197496,0.006093545,0.0041364036,0.0011627424,-0.003330519,-0.0055071176,-0.0005751693,-0.00057635753,0.0055069784,-0.0033307315,0.0011623997,0.004135411,-0.0060941805,0.0074199094,0.01207015,-0.006271563,0.005943385,0.002904685,-0.00016668593,0.004906607,0.0033442252,1.5676525e-06,-2.6817142e-07,1.0905923e-08,-3.322109e-08,-1.0673292e-08,0.004719334,-0.00086275116,0.0034497832,0.0013817142,0.010904563,0.002543968,-0.0044125617,-0.0011431065,0.004904063,-0.00028110293,0.00018075824,-0.009845436,-0.0036069104
HP:0002635,0.0027090628,0.0033143288,1.2547942e-05,-4.8495363e-05,-0.002911734,-0.0005165327,-0.0012049183,-0.00156199,0.0058072684,0.002219062,-0.0016334768,-0.000121963654,-0.00028173267,-2.303461e-08,-1.8800284e-09,-3.8156003e-08,-4.978138e-09,1.5664939e-07,-0.00081947574,-0.0007302634,-0.002751952,0.0006487848,0.00034925833,0.0032973283,-0.005075373,-0.008233167,0.0009759891,0.0022587609,0.003216733,-0.0024178564,-0.0018245847,0.0022503764,0.0022505266,0.0018244311,-0.00241813,0.0032163607,0.0022579692,-0.00097634754,0.008233351,0.005075149,-0.0032974288,0.00034917597,0.0006488183,0.0027517357,0.0007305986,0.0008195467,3.6341672e-07,-2.4085539e-08,-1.090047e-08,-1.3641258e-08,6.9649673e-09,0.00028164935,-0.00012139145,0.0016336428,0.0022189463,0.0058074724,0.0015611451,-0.0012050181,0.0005167747,0.002911774,4.8514707e-05,-1.2555541e-05,-0.00401938,-0.0014725213
HP:0002185,0.008127159,0.009942978,-0.00015880307,0.000574287,-0.0005463301,0.0011403388,-0.0069152424,-0.0057328017,0.023196355,0.00242439,-0.0039556683,-0.0019281539,-0.008166859,-4.2333784e-08,2.5040626e-07,-5.4032214e-09,-3.6838273e-08,1.9960206e-07,-0.0048594163,0.0045160716,-0.0066924095,-0.0017144755,0.0067615723,0.0027222927,-0.010430219,-0.0026257047,0.0046789525,0.00086551736,0.0012059256,-0.005269867,-0.0017722541,-0.0040470916,-0.004048461,0.0017718086,-0.0052705524,0.00120552,0.00086519914,-0.004679183,0.0026255518,0.010429798,-0.0027227155,0.006761847,-0.0017144411,0.0066923657,-0.0045151156,0.00485952,2.5024253e-06,-3.8955065e-07,2.7061853e-09,-5.4052624e-08,-1.1150835e-08,0.008166861,-0.0019262495,0.0039562653,0.0024239179,0.023196936,0.005729646,-0.006916123,-0.0011389694,0.00054650306,-0.00057433767,0.00015883178,-0.012058146,-0.004417553
HP:0002221,0.0046922243,0.0057405834,-5.561486e-05,0.0003670277,0.0029280263,-0.0019417722,0.0013068723,0.004739404,-0.010791653,0.032035664,-0.015744844,-0.0012602519,-0.006051932,5.2213995e-08,1.6693181e-07,1.8937772e-08,3.9445176e-09,5.8764823e-07,-0.0029642584,0.007236261,-0.0064197555,0.0017224343,0.004728292,0.0019734926,-0.0042614164,-0.006149039,0.0005337557,0.00019004718,0.0007311229,0.0046818387,0.00012416551,0.004994826,0.004994356,-0.0001247608,0.0046814806,0.000731172,0.00018897718,-0.00053421664,0.006149294,0.0042613423,-0.0019734693,0.004728469,0.0017226915,0.0064202948,-0.0072356416,0.002963737,3.3412753e-06,-3.1805757e-07,1.3612897e-08,-9.789211e-09,-8.6040416e-08,0.0060521704,-0.0012554502,0.01574554,0.032035705,-0.010791959,-0.0047374084,0.0013068545,0.0019409257,-0.002927966,-0.00036707116,5.5633867e-05,-0.0069617704,-0.002550482
HP:0011970,0.004692231,0.0057405815,-0.00013842853,0.00029601343,-0.0018177137,0.0019141664,-0.005258755,-0.0032718075,0.014156982,0.0012878671,-0.002887491,-0.0009387244,-0.0042482144,-1.913445e-08,1.5641656e-07,-9.857237e-09,-2.3733786e-08,1.7738994e-07,-0.004406783,-0.0021512767,-0.006725635,-0.0029237522,0.0034162533,0.005671725,-0.0051155197,-0.0074770153,0.0029106666,0.0032113814,0.0009721877,-0.0027295405,-0.00020052484,0.0008986478,0.00089791085,0.00020033201,-0.0027299877,0.00097176456,0.0032105523,-0.0029112678,0.0074771456,0.005115012,-0.0056720474,0.00341617,-0.0029235887,0.0067250403,0.0021520029,0.004407037,1.3837492e-06,-2.290481e-07,1.0138999e-08,-2.2906782e-08,2.4401992e-09,0.0042481353,-0.00093745254,0.002887887,0.0012876461,0.014157263,0.0032699525,-0.0052594733,-0.0019131462,0.0018178187,-0.00029602842,0.00013843946,-0.006961776,-0.0025504755
HP:0002395,0.008566809,0.010480823,-6.595487e-05,-0.0001655817,0.0049489173,0.00026381854,-0.005108398,-0.0046986258,0.018185996,-0.0018826621,0.00065503304,-0.002198497,-0.006464856,-5.398678e-09,1.1326333e-07,5.013783e-08,-4.0250985e-08,-3.370859e-08,-0.0015884195,0.012668838,-0.005939439,-0.00043535567,0.0051421835,-0.0034683805,-0.004307118,-8.351921e-05,3.5247187e-05,-0.0016935909,0.003940311,0.006278575,0.006238187,-0.0045331125,-0.0045334524,-0.0062392787,0.0062773484,0.003940347,-0.0016939974,-3.5306606e-05,8.378726e-05,0.0043072454,0.0034681233,0.0051428713,-0.00043525762,0.005940648,-0.0126679065,0.0015882591,1.5105771e-06,-1.7933915e-07,-4.055784e-08,-5.501155e-08,-1.0860232e-08,0.006464968,-0.0021979734,-0.0006547056,-0.0018830571,0.018186562,0.0046960707,-0.0051090475,-0.00026276396,-0.0049487734,0.00016548837,6.600167e-05,-0.012710402,-0.0046565067
HP:0001010,0.010492128,0.0128363315,-0.00019708555,0.00037806947,-0.0034901206,-0.0034423852,0.0019691025,-0.00027166493,-0.00027376905,-0.0008104092,-0.0006860891,0.00025292198,0.0022943337,-2.7563837e-08,-3.9788873e-08,-3.1610906e-08,-1.7779543e-08,2.781457e-08,0.0018209781,-0.0044418755,0.006978731,-0.0046186713,-0.006496305,0.0042880042,-0.010656313,-0.0016588718,0.004322744,0.0017848907,0.0037947216,-0.0022218837,0.00078183366,0.003358574,0.003358054,-0.00078187865,-0.0022225375,0.0037946447,0.0017844802,-0.0043227025,0.0016590054,0.010655914,-0.004288356,-0.006496641,-0.004619044,-0.0069792774,0.0044407444,-0.001820924,-3.7021394e-07,5.3221637e-08,-1.19590675e-08,-2.5665175e-08,-1.92708e-08,-0.0022944615,0.0002528087,0.0006860857,-0.00081031857,-0.000273745,0.00027147683,0.0019697167,0.0034420886,0.003490103,-0.00037800448,0.00019707071,-0.0155670075,-0.005703027
HP:0003678,0.0066358084,0.00811841,-3.4837518e-05,-0.0003711246,-0.0026713402,-0.0019238102,-0.0022391295,-0.0038594697,0.014953102,0.002277819,-0.0025591552,-0.0016235863,-0.0051725986,4.6105026e-08,6.547485e-08,-9.820032e-09,-4.7908692e-08,1.370718e-07,-0.0023432006,0.0043788804,-0.0055268807,-0.0014616147,0.0050113327,0.0018375207,-0.008168603,-0.0061848187,0.0019144971,0.0002688098,0.0023571404,-0.001258354,-0.0046398346,-0.002907303,-0.0029052813,0.004638846,-0.0012583174,0.002356976,0.00026818406,-0.0019149064,0.006184742,0.008168356,-0.0018381112,0.005011448,-0.0014615117,0.005527021,-0.004378157,0.0023433114,1.6376002e-06,-2.4289662e-07,-2.2872664e-08,-2.4432545e-09,-2.2059147e-08,0.005172515,-0.001622359,0.0025595846,0.0022775815,0.014953615,0.0038571816,-0.0022393204,0.0019243521,0.0026714369,0.00037113018,3.484717e-05,-0.009845426,-0.0036069215
HP:0003651,0.006635805,0.00811841,0.00014304556,-0.0014078533,-0.013799765,-0.010954075,0.007043735,-0.0051197987,0.013240061,-8.822302e-05,-0.0027760658,-0.00089276274,-0.0012831273,-8.3910436e-08,1.3373716e-07,-1.9002404e-07,-3.0533897e-08,2.8219907e-07,-0.005582515,-0.0037121612,-0.0054411804,0.0014643166,0.005001687,0.009089504,-0.0117369555,-0.023388334,0.010347616,0.010809424,0.009691215,0.0017283193,0.0036445488,0.002796601,0.0027948031,-0.003647075,0.0017264845,0.009690977,0.010806074,-0.010349217,0.02338909,0.01173627,-0.009089389,0.0050013433,0.0014642673,0.005440022,0.003712796,0.00558253,7.223771e-07,-2.352515e-07,3.5673608e-08,-8.6747214e-08,-4.393458e-09,0.0012829058,-0.0008919272,0.0027762833,-8.8233784e-05,0.013241032,0.005116795,0.007045124,0.010953258,0.013799793,0.0014080558,-0.0001430895,-0.00984544,-0.0036069243
HP:0100256,0.0060576363,0.007411059,-0.00016781455,0.00065465365,0.0024986677,0.0017040938,-0.0066969306,-0.0051066214,0.020778773,0.0009537933,-0.0025347895,-0.0017772871,-0.006833851,-2.190518e-08,1.7059645e-07,2.5424757e-08,-4.2715165e-08,1.2247857e-07,-0.0034665272,0.0063978196,-0.0059986687,-0.002366562,0.005129977,0.0005129112,-0.0069012814,-0.0003994436,0.0027837881,-0.00039232147,0.0010507895,-0.0029305266,0.0027443715,-0.0020708116,-0.0020715462,-0.0027447355,-0.0029313236,0.0010504838,-0.00039243436,-0.0027838633,0.0003993107,0.006901016,-0.00051327137,0.005130371,-0.0023665088,0.0059989803,-0.0063970224,0.0034665866,2.0131497e-06,-2.9843966e-07,-5.13095e-09,-3.9252406e-08,-7.787406e-09,0.0068338704,-0.0017758677,0.0025352966,0.0009533404,0.020779263,0.0051038307,-0.0066978293,-0.0017027687,-0.002498526,-0.00065473584,0.00016785567,-0.008987611,-0.0032926623
HP:0000951,0.010836223,0.01325731,-0.00032809284,0.00083873793,-0.0023518098,0.00068572443,-0.0009648134,0.0005026469,-0.0033101297,0.00053179264,-0.0012037794,0.0019187795,0.008002914,-5.240318e-08,-1.9220633e-07,-3.9374477e-08,2.513159e-08,4.1495184e-07,-0.0053306087,-0.010082005,-0.0015671556,-0.018677566,-0.00940442,0.009549156,-0.0072096507,-0.002250787,0.0072892513,0.0064983186,0.0008874378,-0.005741476,0.0023710008,0.007516894,0.007517028,-0.0023705421,-0.005741895,0.000887303,0.0064977272,-0.007289471,0.0022511405,0.0072083483,-0.009550126,-0.009404886,-0.018677678,0.0015660548,0.0100810565,0.005330899,-1.8367659e-06,1.9110426e-07,1.8918993e-08,4.9474302e-08,-2.9881313e-08,-0.008003348,0.001918561,0.0012036482,0.0005319301,-0.0033102478,-0.00050203997,-0.000964705,-0.00068563246,0.0023517786,-0.000838702,0.00032806952,-0.016077524,-0.005890065
HP:0025574,0.005418132,0.0066286577,0.00010669697,-8.225627e-05,-0.0118385665,0.0025300866,-0.007345106,-0.009020631,0.016373605,0.0152301295,-0.005915926,0.00744841,0.035791893,-2.4109178e-07,-9.745235e-07,-1.7373829e-07,1.1005797e-07,1.0628813e-06,0.02126677,-0.01211665,-0.010284506,0.025934698,-0.03542406,0.016295744,-0.015601026,-0.034041487,-0.046130605,-0.017744184,0.019048816,-0.034934584,0.0072899465,0.058756918,0.058757935,-0.007284841,-0.034936488,0.019046014,-0.017744156,0.046131115,0.034041315,0.015600482,-0.016293488,-0.035424236,0.025935156,0.010284366,0.012117792,-0.021266308,-5.9486147e-06,8.7996216e-07,-6.9194446e-09,2.9692302e-07,1.03653306e-07,-0.03579201,0.007448108,0.005915583,0.015228569,0.016374793,0.009018739,-0.0073457053,-0.0025292381,0.011838611,8.241667e-05,-0.0001067757,-0.00803877,-0.0029450315
HP:0000529,0.011808502,0.0144468155,-5.929079e-05,0.00020858832,0.00032242853,0.0017797407,-0.0067903697,-0.0064108837,0.016602196,0.009631997,-0.0041534654,0.0013429526,0.010559091,-1.2102623e-07,-3.5224397e-07,-6.7258085e-08,2.0506961e-08,3.023285e-07,0.012735258,-0.0009219391,-0.0042811823,0.00842196,-0.0147636,0.0020627656,-0.0064926506,0.0013717127,-0.0015152436,-0.00038263077,0.0073070964,-0.00994551,0.0011719317,0.004849459,0.004849793,-0.001171457,-0.009946071,0.007306588,-0.00038177424,0.0015158999,-0.0013718399,0.0064929957,-0.0020618867,-0.014763591,0.00842189,0.0042813597,0.00092233374,-0.0127351275,-1.0686888e-06,2.0319237e-07,-2.8804312e-08,6.718624e-08,4.367289e-08,-0.010559128,0.0013437585,0.0041537574,0.009631216,0.016603075,0.0064088497,-0.006791148,-0.001778734,-0.00032229413,-0.00020862094,5.9279224e-05,-0.017520085,-0.0064185527
HP:0001892,0.017556703,0.021479288,0.00025949068,-0.0025647283,-0.08920832,0.041195147,-0.0390798,0.017118331,-0.021594094,-0.007686153,-0.00039042754,-0.0071515106,-0.02301113,2.7775374e-07,6.361644e-07,1.7091695e-07,-5.3670664e-08,-7.232804e-07,0.023395242,0.003772562,0.012748585,0.0047324444,0.003327125,-0.002074759,-0.011907809,-0.0057109143,0.005349663,0.004364953,0.008205366,-0.0025789756,0.009959965,0.004400793,0.004400895,-0.009960226,-0.0025806623,0.008205128,0.00436372,-0.0053497227,0.00571181,0.011907864,0.0020743473,0.0033269199,0.0047314144,-0.012747983,-0.003772927,-0.023395106,5.3741965e-06,-4.2648009e-07,-5.1268554e-08,-2.563805e-07,-1.1150931e-07,0.02301181,-0.0071494635,0.00039181567,-0.0076873703,-0.021598458,-0.017111715,-0.0390857,-0.041189924,0.08920832,0.0025656705,-0.00025996045,-0.026048569,-0.009542945
