orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:501,Lafora disease,Disease,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,6p22.3,Disease-causing germline mutation(s) (loss of function) in,608072,21576,ENSG00000187566
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,TBX1,T-box transcription factor 1,22q11.21,Disease-causing germline mutation(s) in,602054,11592,ENSG00000184058
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,TBX1,T-box transcription factor 1,22q11.21,Role in the phenotype of,602054,11592,ENSG00000184058
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,ARVCF,ARVCF delta catenin family member,22q11.21,Role in the phenotype of,602269,728,ENSG00000099889
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,GP1BB,glycoprotein Ib platelet subunit beta,22q11.21,Role in the phenotype of,138720,4440,ENSG00000203618
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,UFD1,ubiquitin recognition factor in ER associated degradation 1,22q11.21,Role in the phenotype of,601754,12520,ENSG00000070010
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,HIRA,histone cell cycle regulator,22q11.21,Role in the phenotype of,600237,4916,ENSG00000100084
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,COMT,catechol-O-methyltransferase,22q11.21,Role in the phenotype of,116790,2228,ENSG00000093010
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,JMJD1C,jumonji domain containing 1C,10q21.3,Modifying germline mutation in,604503,12313,ENSG00000171988
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,RREB1,ras responsive element binding protein 1,6p24.3,Modifying germline mutation in,602209,10449,ENSG00000124782
ORPHA:567,22q11.2 deletion syndrome,Malformation syndrome,SEC24C,"SEC24 homolog C, COPII component",10q22.2,Modifying germline mutation in,607185,10705,ENSG00000176986
ORPHA:232,Sickle cell anemia,Disease,HBB,hemoglobin subunit beta,11p15.4,Disease-causing germline mutation(s) in,141900,4827,ENSG00000244734
ORPHA:536,Systemic lupus erythematosus,Disease,BANK1,B cell scaffold protein with ankyrin repeats 1,4q24,Major susceptibility factor in,610292,18233,ENSG00000153064
ORPHA:536,Systemic lupus erythematosus,Disease,PXK,PX domain containing serine/threonine kinase like,3p14.3,Major susceptibility factor in,611450,23326,ENSG00000168297
ORPHA:536,Systemic lupus erythematosus,Disease,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),14q32.33,Modifying germline mutation in,147100,5525,ENSG00000211896
ORPHA:536,Systemic lupus erythematosus,Disease,CTLA4,cytotoxic T-lymphocyte associated protein 4,2q33.2,Major susceptibility factor in,123890,2505,ENSG00000163599
ORPHA:536,Systemic lupus erythematosus,Disease,TREX1,three prime repair exonuclease 1,3p21.31,Major susceptibility factor in,606609,12269,ENSG00000213689
ORPHA:536,Systemic lupus erythematosus,Disease,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",6p21.32,Major susceptibility factor in,142857,4948,ENSG00000196126
ORPHA:536,Systemic lupus erythematosus,Disease,IL10,interleukin 10,1q32.1,Major susceptibility factor in,124092,5962,ENSG00000136634
ORPHA:536,Systemic lupus erythematosus,Disease,MECP2,methyl-CpG binding protein 2,Xq28,Major susceptibility factor in,300005,6990,ENSG00000169057
ORPHA:536,Systemic lupus erythematosus,Disease,FCGR3B,Fc fragment of IgG receptor IIIb,1q23.3,Major susceptibility factor in,610665,3620,ENSG00000162747
ORPHA:536,Systemic lupus erythematosus,Disease,C4A,complement C4A (Chido/Rodgers blood group),6p21.33,Major susceptibility factor in,120810,1323,ENSG00000244731
ORPHA:536,Systemic lupus erythematosus,Disease,C4B,complement C4B (Chido/Rodgers blood group),6p21.33,Major susceptibility factor in,120820,1324,ENSG00000224389
ORPHA:536,Systemic lupus erythematosus,Disease,CR2,complement C3d receptor 2,1q32.2,Major susceptibility factor in,120650,2336,ENSG00000117322
ORPHA:536,Systemic lupus erythematosus,Disease,IRF5,interferon regulatory factor 5,7q32.1,Major susceptibility factor in,607218,6120,ENSG00000128604
ORPHA:536,Systemic lupus erythematosus,Disease,PDCD1,programmed cell death 1,2q37.3,Major susceptibility factor in,600244,8760,ENSG00000188389
ORPHA:536,Systemic lupus erythematosus,Disease,PTPN22,protein tyrosine phosphatase non-receptor type 22,1p13.2,Major susceptibility factor in,600716,9652,ENSG00000134242
ORPHA:536,Systemic lupus erythematosus,Disease,STAT4,signal transducer and activator of transcription 4,2q32.2-q32.3,Major susceptibility factor in,600558,11365,ENSG00000138378
ORPHA:536,Systemic lupus erythematosus,Disease,FCGR2B,Fc fragment of IgG receptor IIb,1q23.3,Major susceptibility factor in,604590,3618,ENSG00000072694
ORPHA:536,Systemic lupus erythematosus,Disease,DNASE1,deoxyribonuclease 1,16p13.3,Major susceptibility factor in,125505,2956,ENSG00000213918
ORPHA:536,Systemic lupus erythematosus,Disease,BLK,"BLK proto-oncogene, Src family tyrosine kinase",8p23.1,Major susceptibility factor in,191305,1057,ENSG00000136573
ORPHA:536,Systemic lupus erythematosus,Disease,ITGAM,integrin subunit alpha M,16p11.2,Major susceptibility factor in,120980,6149,ENSG00000169896
ORPHA:536,Systemic lupus erythematosus,Disease,KIAA0319L,KIAA0319 like,1p34.3,Major susceptibility factor in,613535,30071,ENSG00000142687
ORPHA:536,Systemic lupus erythematosus,Disease,JAZF1,JAZF zinc finger 1,7p15.2-p15.1,Major susceptibility factor in,606246,28917,ENSG00000153814
ORPHA:536,Systemic lupus erythematosus,Disease,TNIP1,TNFAIP3 interacting protein 1,5q33.1,Major susceptibility factor in,607714,16903,ENSG00000145901
ORPHA:536,Systemic lupus erythematosus,Disease,TNFAIP3,TNF alpha induced protein 3,6q23.3,Major susceptibility factor in,191163,11896,ENSG00000118503
ORPHA:536,Systemic lupus erythematosus,Disease,UBE2L3,ubiquitin conjugating enzyme E2 L3,22q11.21,Major susceptibility factor in,603721,12488,ENSG00000185651
ORPHA:536,Systemic lupus erythematosus,Disease,TNFSF4,TNF superfamily member 4,1q25.1,Major susceptibility factor in,603594,11934,ENSG00000117586
ORPHA:536,Systemic lupus erythematosus,Disease,SPP1,secreted phosphoprotein 1,4q22.1,Major susceptibility factor in,166490,11255,ENSG00000118785
ORPHA:536,Systemic lupus erythematosus,Disease,IRAK1,interleukin 1 receptor associated kinase 1,Xq28,Major susceptibility factor in,300283,6112,ENSG00000184216
ORPHA:536,Systemic lupus erythematosus,Disease,ETS1,"ETS proto-oncogene 1, transcription factor",11q24.3,Major susceptibility factor in,164720,3488,ENSG00000134954
ORPHA:536,Systemic lupus erythematosus,Disease,TLR7,toll like receptor 7,Xp22.2,Disease-causing germline mutation(s) in,300365,15631,ENSG00000196664
ORPHA:166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,Disease,COL9A1,collagen type IX alpha 1 chain,6q13,Disease-causing germline mutation(s) in,120210,2217,ENSG00000112280
ORPHA:166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,Disease,COL9A2,collagen type IX alpha 2 chain,1p34.2,Disease-causing germline mutation(s) in,120260,2218,ENSG00000049089
ORPHA:166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,Disease,COL9A3,collagen type IX alpha 3 chain,20q13.33,Disease-causing germline mutation(s) in,120270,2219,ENSG00000092758
ORPHA:534,Oculocerebrorenal syndrome of Lowe,Malformation syndrome,OCRL,OCRL inositol polyphosphate-5-phosphatase,Xq26.1,Disease-causing germline mutation(s) (loss of function) in,300535,8108,ENSG00000122126
ORPHA:165991,Exercise-induced hyperinsulinism,Disease,SLC16A1,solute carrier family 16 member 1,1p13.2,Disease-causing germline mutation(s) in,600682,10922,ENSG00000155380
ORPHA:652,Multiple endocrine neoplasia type 1,Disease,CDKN1B,cyclin dependent kinase inhibitor 1B,12p13.1,Candidate gene tested in,600778,1785,ENSG00000111276
ORPHA:652,Multiple endocrine neoplasia type 1,Disease,CDKN2B,cyclin dependent kinase inhibitor 2B,9p21.3,Candidate gene tested in,600431,1788,ENSG00000147883
ORPHA:652,Multiple endocrine neoplasia type 1,Disease,MEN1,menin 1,11q13,Disease-causing germline mutation(s) in,613733,7010,ENSG00000133895
ORPHA:908,Fragile X syndrome,Malformation syndrome,FMR1,fragile X messenger ribonucleoprotein 1,Xq27.3,Disease-causing germline mutation(s) (loss of function) in,309550,3775,ENSG00000102081
ORPHA:47,X-linked agammaglobulinemia,Clinical subtype,BTK,Bruton tyrosine kinase,Xq22.1,Disease-causing germline mutation(s) in,300300,1133,ENSG00000010671
ORPHA:905,Wilson disease,Disease,ATP7B,ATPase copper transporting beta,13q14.3,Disease-causing germline mutation(s) (loss of function) in,606882,870,ENSG00000123191
ORPHA:792,X-linked retinoschisis,Malformation syndrome,RS1,retinoschisin 1,Xp22.13,Disease-causing germline mutation(s) in,300839,10457,ENSG00000102104
ORPHA:827,Stargardt disease,Disease,CNGB3,cyclic nucleotide gated channel subunit beta 3,8q21.3,Candidate gene tested in,605080,2153,ENSG00000170289
ORPHA:827,Stargardt disease,Disease,PRPH2,peripherin 2,6p21.1,Candidate gene tested in,179605,9942,ENSG00000112619
ORPHA:827,Stargardt disease,Disease,ABCA4,ATP binding cassette subfamily A member 4,1p22.1,Disease-causing germline mutation(s) in,601691,34,ENSG00000198691
ORPHA:827,Stargardt disease,Disease,ELOVL4,ELOVL fatty acid elongase 4,6q14.1,Disease-causing germline mutation(s) in,605512,14415,ENSG00000118402
ORPHA:827,Stargardt disease,Disease,PROM1,prominin 1,4p15.32,Disease-causing germline mutation(s) in,604365,9454,ENSG00000007062
ORPHA:906,Wiskott-Aldrich syndrome,Disease,WAS,WASP actin nucleation promoting factor,Xp11.23,Disease-causing germline mutation(s) in,300392,12731,ENSG00000015285
ORPHA:904,Williams syndrome,Malformation syndrome,STX1A,syntaxin 1A,7q11.23,Role in the phenotype of,186590,11433,ENSG00000106089
ORPHA:904,Williams syndrome,Malformation syndrome,TBL2,transducin beta like 2,7q11.23,Role in the phenotype of,605842,11586,ENSG00000106638
ORPHA:904,Williams syndrome,Malformation syndrome,GTF2IRD2,GTF2I repeat domain containing 2,7q11.23,Role in the phenotype of,608899,30775,ENSG00000196275
ORPHA:904,Williams syndrome,Malformation syndrome,VPS37D,VPS37D subunit of ESCRT-I,7q11.23,Role in the phenotype of,610039,18287,ENSG00000176428
ORPHA:904,Williams syndrome,Malformation syndrome,FKBP6,FKBP prolyl isomerase family member 6 (inactive),7q11.23,Role in the phenotype of,604839,3722,ENSG00000077800
ORPHA:904,Williams syndrome,Malformation syndrome,RFC2,replication factor C subunit 2,7q11.23,Candidate gene tested in,600404,9970,ENSG00000049541
ORPHA:904,Williams syndrome,Malformation syndrome,NCF1,neutrophil cytosolic factor 1,7q11.23,Role in the phenotype of,608512,7660,ENSG00000158517
ORPHA:904,Williams syndrome,Malformation syndrome,TMEM270,transmembrane protein 270,7q11.23,Role in the phenotype of,612547,23018,ENSG00000175877
ORPHA:904,Williams syndrome,Malformation syndrome,EIF4H,eukaryotic translation initiation factor 4H,7q11.23,Role in the phenotype of,603431,12741,ENSG00000106682
ORPHA:904,Williams syndrome,Malformation syndrome,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,7q11.23,Candidate gene tested in,618202,16410,ENSG00000176410
ORPHA:904,Williams syndrome,Malformation syndrome,METTL27,methyltransferase like 27,7q11.23,Role in the phenotype of,612546,19068,ENSG00000165171
ORPHA:904,Williams syndrome,Malformation syndrome,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,7q11.23,Role in the phenotype of,615733,16405,ENSG00000071462
ORPHA:904,Williams syndrome,Malformation syndrome,BAZ1B,bromodomain adjacent to zinc finger domain 1B,7q11.23,Role in the phenotype of,605681,961,ENSG00000009954
ORPHA:904,Williams syndrome,Malformation syndrome,CLIP2,CAP-Gly domain containing linker protein 2,7q11.23,Role in the phenotype of,603432,2586,ENSG00000106665
ORPHA:904,Williams syndrome,Malformation syndrome,ELN,elastin,7q11.23,Role in the phenotype of,130160,3327,ENSG00000049540
ORPHA:904,Williams syndrome,Malformation syndrome,GTF2I,general transcription factor IIi,7q11.23,Role in the phenotype of,601679,4659,ENSG00000263001
ORPHA:904,Williams syndrome,Malformation syndrome,GTF2IRD1,GTF2I repeat domain containing 1,7q11.23,Role in the phenotype of,604318,4661,ENSG00000006704
ORPHA:904,Williams syndrome,Malformation syndrome,LIMK1,LIM domain kinase 1,7q11.23,Role in the phenotype of,601329,6613,ENSG00000106683
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,PIGG,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),4p16.3,Role in the phenotype of,616918,25985,ENSG00000174227
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,CPLX1,complexin 1,4p16.3,Role in the phenotype of,605032,2309,ENSG00000168993
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,CTBP1,C-terminal binding protein 1,4p16.3,Role in the phenotype of,602618,2494,ENSG00000159692
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,NSD2,nuclear receptor binding SET domain protein 2,4p16.3,Role in the phenotype of,602952,12766,ENSG00000109685
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,NELFA,negative elongation factor complex member A,4p16.3,Candidate gene tested in,606026,12768,ENSG00000185049
ORPHA:280,Wolf-Hirschhorn syndrome,Malformation syndrome,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,4p16.3,Role in the phenotype of,604407,6556,ENSG00000168924
ORPHA:15,Achondroplasia,Disease,FGFR3,fibroblast growth factor receptor 3,4p16.3,Disease-causing germline mutation(s) (gain of function) in,134934,3690,ENSG00000068078
ORPHA:96,Ataxia with vitamin E deficiency,Disease,TTPA,alpha tocopherol transfer protein,8q12.3,Disease-causing germline mutation(s) in,600415,12404,ENSG00000137561
ORPHA:101,Dentatorubral pallidoluysian atrophy,Disease,ATN1,atrophin 1,12p13.31,Disease-causing germline mutation(s) in,607462,3033,ENSG00000111676
ORPHA:276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Disease,IL2RG,interleukin 2 receptor subunit gamma,Xq13.1,Disease-causing germline mutation(s) in,308380,6010,ENSG00000147168
ORPHA:481,Kennedy disease,Disease,AR,androgen receptor,Xq12,Disease-causing germline mutation(s) in,313700,644,ENSG00000169083
ORPHA:664,Ornithine transcarbamylase deficiency,Disease,OTC,ornithine transcarbamylase,Xp11.4,Disease-causing germline mutation(s) in,300461,8512,ENSG00000036473
ORPHA:394,Homocystinuria due to cystathionine beta-synthase deficiency,Disease,CBS,cystathionine beta-synthase,21q22.3,Disease-causing germline mutation(s) in,613381,1550,ENSG00000160200
ORPHA:508,Donohue syndrome,Malformation syndrome,INSR,insulin receptor,19p13.2,Disease-causing germline mutation(s) in,147670,6091,ENSG00000171105
ORPHA:163596,Hemoglobin Bart's fetalis syndrome,Disease,HBA2,hemoglobin subunit alpha 2,16p13.3,Disease-causing germline mutation(s) in,141850,4824,ENSG00000188536
ORPHA:163596,Hemoglobin Bart's fetalis syndrome,Disease,HBA1,hemoglobin subunit alpha 1,16p13.3,Disease-causing germline mutation(s) in,141800,4823,ENSG00000206172
ORPHA:429,Hypochondroplasia,Disease,FGFR3,fibroblast growth factor receptor 3,4p16.3,Disease-causing germline mutation(s) (gain of function) in,134934,3690,ENSG00000068078
ORPHA:104,Leber hereditary optic neuropathy,Disease,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,1q23.3,Disease-causing germline mutation(s) in,602985,7708,ENSG00000158864
ORPHA:104,Leber hereditary optic neuropathy,Disease,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,7q11.23,Disease-causing germline mutation(s) (loss of function) in,618202,16410,ENSG00000176410
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,mitochondria,Disease-causing germline mutation(s) in,516060,7414,ENSG00000198899
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-CO1,mitochondrially encoded cytochrome c oxidase I,mitochondria,Candidate gene tested in,516030,7419,ENSG00000198804
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-CO3,mitochondrially encoded cytochrome c oxidase III,mitochondria,Disease-causing germline mutation(s) in,516050,7422,ENSG00000198938
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-CYB,mitochondrially encoded cytochrome b,mitochondria,Disease-causing germline mutation(s) in,516020,7427,ENSG00000198727
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,mitochondria,Disease-causing germline mutation(s) in,516000,7455,ENSG00000198888
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,mitochondria,Disease-causing germline mutation(s) in,516001,7456,ENSG00000198763
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,mitochondria,Disease-causing germline mutation(s) in,516003,7459,ENSG00000198886
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,mitochondria,Disease-causing germline mutation(s) in,516004,7460,ENSG00000212907
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,mitochondria,Disease-causing germline mutation(s) in,516005,7461,ENSG00000198786
ORPHA:104,Leber hereditary optic neuropathy,Disease,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,mitochondria,Disease-causing germline mutation(s) in,516006,7462,ENSG00000198695
ORPHA:2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,Clinical subtype,L1CAM,L1 cell adhesion molecule,Xq28,Disease-causing germline mutation(s) in,308840,6470,ENSG00000198910
ORPHA:163634,Maffucci syndrome,Disease,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1,Disease-causing somatic mutation(s) in,147650,5383,ENSG00000182054
ORPHA:163634,Maffucci syndrome,Disease,IDH1,isocitrate dehydrogenase (NADP(+)) 1,2q34,Disease-causing somatic mutation(s) in,147700,5382,ENSG00000138413
ORPHA:163717,Familial mesial temporal lobe epilepsy,Disease,CPA6,carboxypeptidase A6,8q13.2,Disease-causing germline mutation(s) (gain of function) in,609562,17245,ENSG00000165078
ORPHA:649,Norrie disease,Malformation syndrome,NDP,norrin cystine knot growth factor NDP,Xp11.3,Disease-causing germline mutation(s) (loss of function) in,300658,7678,ENSG00000124479
